,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec,rgc
24965,16004,3616.695,3942.882,23.614500000000003,0.1939,23.525999999999996,0.2167,22.488,0.2916,0.7020,-0.6873,204.19401376280388,-29.782416727265243,9.378726652260239
24972,37056,3453.539,3943.152,21.439500000000002,0.0261,21.305,0.0450,20.46,0.0395,0.5783,-0.0407,204.20236867051742,-29.782403559103187,9.008182179190033
24983,16035,4337.591,3943.613,22.4725,0.0504,22.329,0.0722,21.927,0.1351,0.5603,0.2383,204.15709804574743,-29.78238311269157,11.347759371294446
24993,16047,3641.095,3943.996,23.1185,0.2119,,,22.153,0.1800,0.8895,-3.8215,204.19276427834112,-29.78236734571496,9.44094724357105
24996,37002,3583.758,3944.103,22.651500000000002,0.0599,22.662999999999997,0.1085,21.965,0.1274,0.5293,0.0217,204.19570039566543,-29.782362267097856,9.30540970158015
25002,16065,3580.364,3944.394,22.8735,0.0834,22.586999999999996,0.1092,21.936999999999998,0.1309,0.5603,0.2807,204.1958741937996,-29.78234931261013,9.298515694926916
25006,16039,3223.833,3944.529,23.3335,0.1247,,,22.855999999999998,0.3382,0.7370,2.3410,204.21413145645013,-29.782339824215303,8.550861824691333
25026,16073,3179.269,3945.781,20.945500000000003,0.0233,20.789,0.0478,19.989,0.0296,0.7000,-0.1420,204.21641347189774,-29.78228356743074,8.475003114654887
25027,16071,4211.347,3945.803,22.581500000000002,0.0590,22.574999999999996,0.1120,21.88,0.1294,0.5750,-0.3920,204.16356277588721,-29.782286717097104,10.978849692257047
25039,37132,4231.500,3946.250,22.7145,0.0632,22.583999999999996,0.0947,22.095,0.1360,0.5567,0.0563,204.16253078354652,-29.782266721833402,11.039410210186972
25044,37107,3208.048,3946.358,20.3015,0.0158,20.426000000000002,0.0487,19.892,0.0271,0.7703,-0.1680,204.21493974695994,-29.782258322931217,8.52888682246721
25045,37111,3345.771,3946.392,23.1705,0.1159,22.655,0.1453,22.503,0.1894,0.5660,-0.3663,204.20788722427625,-29.78225849951148,8.793801660325224
25054,16076,3514.738,3946.682,21.759500000000003,0.0314,21.646,0.0548,20.849,0.0521,0.5543,-0.1400,204.19923475506988,-29.782247169973477,9.156288227990705
25070,37187,4398.928,3947.798,23.3225,0.1168,22.817999999999998,0.1536,22.086,0.1604,0.6583,-0.3347,204.15395714281388,-29.7821965436296,11.54652386042076
25075,16061,3278.076,3948.053,21.4325,0.0302,21.258000000000003,0.0582,20.57,0.0447,0.6647,-0.1260,204.21135372789303,-29.782183894526177,8.666349456386582
25077,16088,3366.895,3948.285,21.8425,0.0387,21.793999999999997,0.0660,21.089,0.0708,0.6057,-0.1693,204.20680548310872,-29.782174591956064,8.843850294610109
25080,16104,3926.258,3948.658,22.5245,0.0538,22.627000000000002,0.1134,22.078,0.1391,0.6137,-0.2643,204.17816162887763,-29.78216078896846,10.185106447460589
25081,16096,3405.510,3948.664,22.0855,0.0442,21.887999999999998,0.0911,21.264,0.0762,0.6467,-0.1300,204.20482808263216,-29.78215813744358,8.925517991896584
25086,5000444,4386.214,3949.040,23.800500000000003,0.2292,,0.4455,22.922,0.2776,0.6973,-0.4933,204.15460821504215,-29.7821414677055,11.511413456407123
25089,16149,3917.700,3949.183,22.0535,0.0395,21.948,0.0704,21.162,0.0706,0.5667,-0.1307,204.17859986704303,-29.78213745968737,10.163816934356593
25097,37165,3729.041,3949.453,22.7965,0.0715,22.558,0.1089,22.166,0.1673,0.5653,-0.4110,204.18826071081182,-29.78212518189861,9.675405709948592
25099,37149,3568.677,3949.506,22.6155,0.0642,22.591,0.1104,21.814,0.1197,0.5637,-0.4367,204.19647262430084,-29.782122038061914,9.289473057124777
25102,16106,4187.880,3949.626,22.7455,0.0665,22.865000000000002,0.1358,22.66,0.2744,0.6493,-0.1087,204.16476450030268,-29.782116945665827,10.922159956998629
25103,37172,4181.304,3949.647,22.7585,0.0673,22.671,0.1189,21.832,0.1230,0.5963,0.3933,204.1651012439764,-29.782116049516564,10.903107336969319
25104,37173,4336.170,3949.653,22.1355,0.0369,21.835,0.0517,21.218999999999998,0.0759,0.5527,-0.2397,204.15717087264807,-29.782114680610682,11.36159202919717
25108,16111,3239.162,3949.864,21.230500000000003,0.0282,20.83,0.0539,20.373,0.0435,0.7230,0.1477,204.21334640814035,-29.782102914759633,8.59945299137462
25118,37188,4412.375,3950.454,22.160500000000003,0.0431,21.903999999999996,0.0581,20.644,0.0523,0.5920,0.0847,204.153268580004,-29.78207836452887,11.595508467661803
25120,37159,3266.308,3950.480,21.360500000000002,0.0253,21.243000000000002,0.0549,20.596999999999998,0.0453,0.6247,0.2183,204.21195630855183,-29.782075882589407,8.6529325979639
25132,37185,4239.711,3951.014,22.5275,0.0515,22.409,0.0912,21.892,0.1111,0.6567,-0.1443,204.16211035140648,-29.782054933846617,11.07821593401572
25133,16135,4137.916,3951.040,23.3675,0.1588,,,21.869,0.1768,0.8300,-3.9500,204.16732306250722,-29.78205436236686,10.782160188337228
25156,16138,4211.194,3952.102,22.547500000000003,0.0545,22.101,0.0746,20.766,0.0516,0.5717,-0.2803,204.163570655595,-29.78200676253839,10.99784189256111
25157,37200,3562.877,3952.114,22.6495,0.0655,22.411,0.0892,21.502,0.0805,0.6353,0.0597,204.19676961059074,-29.782006088954965,9.285335385655415
25158,16119,3939.264,3952.162,21.2145,0.0202,21.063000000000002,0.0309,20.341,0.0365,0.5350,0.0267,204.1774956211225,-29.782005046737723,10.231706745246743
25160,16134,4116.884,3952.226,22.8715,0.0826,22.723,0.1396,22.143,0.1622,0.6280,0.1697,204.168400073555,-29.782001746456768,10.725695544438535
25162,37202,3692.959,3952.379,22.654500000000002,0.0658,22.768,0.1199,22.108999999999998,0.1504,0.5743,0.2787,204.19010838295253,-29.78199500434958,9.596121095257084
25166,16150,4041.916,3952.616,22.3575,0.0479,22.377000000000002,0.0903,21.736,0.1091,0.5480,-0.1197,204.17223902881787,-29.781984681438257,10.51529036033696
25167,16154,3425.250,3952.623,23.2635,0.1100,22.826999999999998,0.1622,22.349999999999998,0.1981,0.6463,-0.1840,204.20381719463637,-29.781982369896472,8.981793962048297
25170,16145,3752.175,3952.663,22.026500000000002,0.0357,21.796999999999997,0.0574,21.098,0.0660,0.5520,-0.0917,204.18707605509485,-29.78198258709321,9.74442616809165
25176,37235,4427.712,3952.880,23.6495,0.1512,23.319000000000003,0.1949,22.573999999999998,0.2397,0.6027,-0.5540,204.1524832331777,-29.78197038436405,11.649688037166685
25186,16162,4341.532,3953.211,22.965500000000002,0.0744,22.927,0.1248,22.422,0.1999,0.5633,0.3957,204.15689633149753,-29.78195650067387,11.388435367634706
25191,37241,3437.677,3953.541,23.300500000000003,0.1131,23.685000000000002,0.3411,22.458,0.1956,0.7010,-1.0283,204.20318082463336,-29.781941684293404,9.011701428735456
25196,37249,3934.953,3953.801,22.622500000000002,0.0649,22.433,0.0907,22.157999999999998,0.1554,0.5507,-0.3347,204.177716379777,-29.781932205630365,10.225444137174462
25203,16179,3256.917,3953.946,21.8105,0.0343,21.561999999999998,0.0680,20.7,0.0477,0.6097,0.2393,204.2124371516433,-29.78192172027963,8.648161254332283
25207,16170,3554.332,3954.075,23.1355,0.0891,23.092999999999996,0.1761,22.12,0.1712,0.5320,-0.4570,204.1972071667749,-29.78191887619658,9.27265997339457
25216,16172,3971.376,3954.687,21.483500000000003,0.0248,21.320999999999998,0.0435,20.427,0.0393,0.6557,-0.1777,204.17585123710657,-29.781892788215917,10.327195378368053
25217,37229,3665.351,3954.737,22.5365,0.0595,22.363999999999997,0.0917,21.698,0.1022,0.5613,-0.0120,204.19152211811533,-29.78189008516105,9.536944627268571
25220,37244,3776.366,3954.775,22.140500000000003,0.0455,21.936,0.0661,21.348,0.0804,0.5870,0.0850,204.1858372791227,-29.78188878426834,9.812860367213952
25227,37177,3493.327,3955.083,21.936500000000002,0.0369,21.918999999999997,0.0731,21.744,0.0845,0.6207,-0.0990,204.2003310927157,-29.78187362584526,9.138673362343452
25228,37246,3839.520,3955.092,21.5635,0.0268,21.344,0.0446,20.613,0.0451,0.5550,-0.2210,204.18260329846487,-29.781874807594626,9.976562295987861
25232,37237,3237.496,3955.293,21.0945,0.0215,20.903,0.0465,20.186999999999998,0.0353,0.6453,-0.1007,204.21343163899687,-29.781861604264368,8.616860402980858
25237,5000449,4283.088,3955.539,23.832500000000003,0.1786,22.964999999999996,0.1416,22.226,0.2068,0.6173,-0.3690,204.1598891448655,-29.78185351176856,11.220450017800387
25243,37258,3336.866,3955.779,22.3275,0.0557,22.189,0.0968,21.659,0.1052,0.6293,0.0050,204.2083431119032,-29.78184120181687,8.81068159453025
25249,37264,3947.913,3955.899,22.8745,0.0751,22.891999999999996,0.1563,22.349999999999998,0.1577,0.6940,0.3337,204.1770527281987,-29.781838950093913,10.267356626604014
25250,37269,4450.220,3955.960,23.1735,0.1083,22.659999999999997,0.1218,22.723,0.2077,0.6520,-0.2533,204.1513306849863,-29.781833255278524,11.727973560218958
25263,16122,4295.944,3956.885,20.983500000000003,0.0233,21.152,0.0557,20.482,0.0486,0.6663,-0.1120,204.15923082929555,-29.781793590251972,11.262823493070329
25267,16224,3747.985,3956.979,22.3855,0.0518,22.39,0.1109,22.085,0.1319,0.5723,0.0770,204.18729060143568,-29.78179075267257,9.748640157071272
25270,37278,3738.267,3957.072,21.349500000000003,0.0239,21.202999999999996,0.0410,20.591,0.0435,0.5767,-0.1763,204.18778823844102,-29.781786589645197,9.724597761475719
25279,16233,3660.615,3957.492,21.3135,0.0193,21.262999999999998,0.0350,20.416,0.0379,0.4967,-0.0590,204.19176462358695,-29.78176761877726,9.53507907644747
25280,37288,3564.847,3957.498,22.0465,0.0386,21.894,0.0692,21.256,0.0779,0.5823,0.0823,204.19666869022316,-29.781766813099182,9.309010139794406
25281,37287,3555.353,3957.570,21.6355,0.0279,21.435000000000002,0.0454,20.823,0.0523,0.5337,-0.1483,204.1971548563122,-29.78176354980611,9.287446336468896
25283,16210,3382.081,3957.640,22.5835,0.0649,22.692,0.1325,21.814,0.1203,0.6010,-0.1343,204.20602772890976,-29.78175897113882,8.909617261456658
25286,16226,3842.188,3957.656,22.5245,0.0650,22.509,0.1189,21.927,0.1289,0.5880,-0.1120,204.18246667269815,-29.7817608550642,9.992115868351414
25294,37308,3500.144,3958.023,22.457500000000003,0.0575,22.305,0.0953,21.791999999999998,0.0967,0.5770,0.0950,204.19998198231968,-29.78174301317576,9.164399139887037
25300,37299,4186.387,3958.158,22.4705,0.0514,22.329,0.0860,21.901,0.1166,0.5463,-0.4123,204.1648410097562,-29.78173775425098,10.944321190895932
25315,16231,3481.659,3959.078,22.9355,0.0863,22.887999999999998,0.1585,21.852,0.1188,0.5783,0.4280,204.20092854785617,-29.781695975826157,9.127332113147267
25317,37327,3774.147,3959.144,23.2805,0.1085,23.496000000000002,0.2206,22.749,0.2435,0.5777,-0.4997,204.1859508970209,-29.781694601146732,9.822083843507155
25320,37313,3690.739,3959.288,20.8655,0.0203,20.795,0.0442,20.302,0.0331,0.6620,0.2210,204.19022203191238,-29.781687928703974,9.614593246665699
25328,37325,3486.775,3959.523,21.8485,0.0325,21.759999999999998,0.0570,21.203,0.0626,0.5353,-0.2777,204.20066656489385,-29.78167623981888,9.140205400896383
25335,37328,4010.825,3959.682,22.424500000000002,0.0483,22.304000000000002,0.0897,21.803,0.1167,0.5820,-0.1593,204.17383115157477,-29.781670715787513,10.451714897232877
25336,37324,3361.614,3959.737,22.1125,0.0412,21.957,0.0721,21.112,0.0689,0.5770,0.0500,204.2070757727261,-29.781665558697856,8.875359639232677
25339,5000452,3891.103,3959.799,22.9925,0.0954,22.932000000000002,0.1467,22.375999999999998,0.1819,0.5443,-0.2787,204.17996184382034,-29.781665640893703,10.127924723578596
25340,37399,3831.691,3959.821,22.471500000000002,0.0582,22.317,0.0910,21.474999999999998,0.0911,0.5750,0.3073,204.18300419749445,-29.781664620210652,9.972077896185887
25342,16220,3179.265,3959.840,20.6655,0.0180,20.580999999999996,0.0442,19.714,0.0241,0.6927,0.2173,204.21641344687228,-29.781658723149636,8.528628655488472
25343,16248,3919.944,3959.891,23.1615,0.1039,23.308999999999997,0.1929,22.226,0.1907,0.6143,-0.0123,204.17848496169808,-29.781661547724365,10.20512988652686
25344,16253,3526.740,3960.036,23.965500000000002,0.1870,23.738,0.3374,22.58,0.2512,0.5583,-0.4127,204.19862004359354,-29.781653748317897,9.23118891321517
25346,16255,4021.082,3960.114,21.602500000000003,0.0254,21.513999999999996,0.0469,20.91,0.0609,0.5760,-0.1670,204.17330591506646,-29.78165149192051,10.481471563790747
25355,37337,4400.809,3960.684,22.7575,0.0792,22.637999999999998,0.1080,22.078,0.1615,0.6063,-0.2023,204.15386096796388,-29.7816238140348,11.590451192046638
25356,37339,3239.170,3960.690,21.9355,0.0410,21.686,0.0793,21.114,0.0701,0.6613,-0.1897,204.21334583623005,-29.781621759462393,8.640365310527642
25357,16258,4388.824,3960.711,23.1715,0.1066,23.436999999999998,0.2344,22.177,0.1752,0.6217,0.1407,204.15447469255847,-29.781622731512527,11.554042806919048
25365,16273,4421.656,3961.034,24.503500000000003,0.3483,,,22.942999999999998,0.3722,0.8430,-2.0320,204.1527934452102,-29.781608047388193,11.655169675883176
25368,37345,3811.523,3961.079,22.6215,0.0641,22.449999999999996,0.0953,21.733999999999998,0.1178,0.5710,-0.3093,204.18403695252266,-29.781608678710633,9.924183243490623
25371,37340,3365.972,3961.474,22.0045,0.0385,22.269999999999996,0.0957,21.009999999999998,0.0676,0.5707,0.0897,204.20685258845768,-29.781588404650467,8.890668553018196
25383,37354,3326.307,3961.946,22.4995,0.0654,22.165999999999997,0.0956,21.483999999999998,0.0910,0.6347,-0.3450,204.20888373496206,-29.78156699500511,8.812545645222675
25384,37357,3399.452,3961.948,21.1365,0.0227,20.963,0.0457,20.233999999999998,0.0343,0.6637,-0.0713,204.20513814988936,-29.78156767836224,8.961548020847928
25400,16305,3562.254,3962.550,23.114500000000003,0.0955,23.159999999999997,0.1783,22.179,0.1781,0.5843,-0.2783,204.19680143340938,-29.78154226269944,9.321011120140518
25402,16294,4045.447,3962.590,22.1075,0.0362,22.235999999999997,0.0819,21.773,0.1158,0.5560,0.0103,204.17205824719932,-29.781541382469996,10.557144002252759
25409,37388,4220.914,3963.060,22.878500000000003,0.0677,22.573,0.0945,22.575,0.1980,0.5303,0.4380,204.1630729952804,-29.781519679413854,11.060116307899436
25414,37377,3909.617,3963.346,22.425500000000003,0.0567,22.168999999999997,0.0947,21.323999999999998,0.0849,0.6350,-0.3773,204.17901378482688,-29.781507995611026,10.188929673870879
25416,16290,3519.341,3963.456,23.1785,0.0809,23.138999999999996,0.1688,22.436,0.1760,0.5833,-0.1813,204.1989989000542,-29.78150169361291,9.226808685499426
25424,16291,3633.557,3964.003,22.3515,0.0480,22.153999999999996,0.0795,21.625,0.1062,0.5540,-0.1897,204.19315016455494,-29.78147810710086,9.492946771525482
25429,37381,3136.107,3964.183,20.735500000000002,0.0195,20.466,0.0458,19.618,0.0230,0.7233,0.0003,204.21862339384768,-29.781465070627476,8.47063785514481
25430,16314,3988.794,3964.230,22.730500000000003,0.0744,22.491,0.1045,21.541999999999998,0.0988,0.5897,0.1060,204.17495931853773,-29.781468626738548,10.405881554225092
25436,37386,3897.715,3964.432,22.558500000000002,0.0580,22.405,0.0831,21.654999999999998,0.0984,0.5340,-0.0873,204.17962325827327,-29.781459730282222,10.160846557677305
25437,16287,4369.730,3964.521,22.7085,0.0731,22.9,0.1397,21.851,0.1332,0.5613,-0.0610,204.15545249327994,-29.78145357952606,11.50748734878491
25442,16295,4063.901,3964.643,21.2255,0.0345,21.189999999999998,0.0634,20.134999999999998,0.0333,0.6617,-0.0560,204.17111326867015,-29.7814500809969,10.61530303204326
25443,16289,3475.296,3964.685,22.811500000000002,0.0838,22.592999999999996,0.1250,22.064999999999998,0.1550,0.5707,0.4443,204.20125432879306,-29.781446723214604,9.133663402310878
25447,37384,3629.380,3964.762,22.2265,0.0528,22.122999999999998,0.1039,21.465,0.0954,0.6477,-0.0063,204.19336405419773,-29.781444351808688,9.485677722193081
25448,16326,3832.553,3964.767,22.3655,0.0528,22.046,0.0815,21.514,0.0770,0.6567,-0.1700,204.1829600490676,-29.781444799142506,9.990946902238584
25451,37394,3622.625,3965.034,20.8065,0.0195,20.601999999999997,0.0351,19.873,0.0270,0.6417,0.1957,204.19370995993341,-29.781432226672052,9.470615619441773
25455,16297,4336.104,3965.187,22.4205,0.0561,22.0,0.0648,21.486,0.0774,0.6573,-0.0940,204.1571744071814,-29.781424281336744,11.408111720251178
25466,37402,3930.083,3965.644,22.7525,0.0660,22.784999999999997,0.1307,21.96,0.1226,0.5743,-0.0277,204.17796577073406,-29.781405853470602,10.25128895040171
25467,16329,4373.379,3965.657,23.1355,0.1032,23.409,0.2097,22.192,0.1486,0.6643,0.3420,204.1552656489794,-29.781403056556766,11.521927782567166
25469,37405,3273.998,3965.679,21.608500000000003,0.0319,21.449999999999996,0.0710,20.791,0.0542,0.6730,-0.2357,204.21156230385267,-29.78140046694358,8.724711334515806
25483,16332,3309.798,3966.417,21.590500000000002,0.0258,21.359,0.0647,20.374,0.0341,0.6290,-0.1393,204.2097290625367,-29.78136809505315,8.79666202819054
25491,37421,3381.244,3966.887,22.747500000000002,0.0700,22.500999999999998,0.1200,21.829,0.1113,0.5917,0.4063,204.20607048111532,-29.781347984940435,8.941966704291705
25492,37437,3680.374,3966.919,22.7265,0.0647,22.552999999999997,0.1079,21.641,0.1028,0.5447,-0.3923,204.19075276236833,-29.781348729761927,9.615779410218472
25501,16337,3704.388,3967.330,22.7085,0.0724,22.897999999999996,0.1487,21.873,0.1244,0.5773,-0.4763,204.1895230620381,-29.78133056051731,9.67590893419793
25508,37494,3544.027,3967.654,21.9005,0.0395,21.583999999999996,0.0597,20.686999999999998,0.0479,0.5403,-0.2580,204.19773475439496,-29.781315294285474,9.297574471902525
25510,37443,3965.770,3967.681,21.366500000000002,0.0236,21.265,0.0467,20.488,0.0414,0.5887,-0.0703,204.1761383283285,-29.781315284998783,10.354343751647109
25523,37438,3699.945,3968.100,22.203500000000002,0.0461,21.899,0.0673,21.441,0.0807,0.5763,0.1227,204.18975057374956,-29.781296321134548,9.667665702609577
25524,37447,4181.464,3968.132,22.581500000000002,0.0576,22.616,0.1040,21.878999999999998,0.1340,0.5870,-0.0663,204.16509316989604,-29.781294493215594,10.961116639974883
25525,37434,3474.121,3968.132,21.2455,0.0227,21.07,0.0403,20.237,0.0338,0.5760,0.0743,204.20131446450134,-29.781293513436342,9.14358151254916
25529,37456,3386.835,3968.237,22.0835,0.0423,22.183,0.0869,21.278,0.0749,0.5877,0.0910,204.20578416395614,-29.78128804164968,8.958474879201006
25530,16362,3365.322,3968.293,22.4785,0.0602,22.601,0.1117,21.622,0.0964,0.5823,0.0170,204.20688579082454,-29.781285331237516,8.914552369189975
25534,16369,3897.000,3968.438,22.518500000000003,0.0562,22.289,0.0766,21.65,0.1036,0.5237,0.1453,204.1796598716344,-29.78128168585613,10.172241075517778
25540,37461,3771.082,3968.830,21.4495,0.0241,21.256,0.0478,20.604,0.0438,0.5760,0.0140,204.18610782079597,-29.78126410474403,9.847320700414759
25546,37455,3376.854,3969.021,22.7605,0.0729,22.545,0.1307,21.758,0.1217,0.6130,-0.3787,204.20629525700016,-29.781253095573383,8.940814446666884
25551,37472,4437.551,3969.264,23.0975,0.1012,23.116,0.1590,22.397,0.2038,0.6210,-0.0470,204.15197959996678,-29.78124210299637,11.728153105372673
25553,37480,4118.551,3969.386,22.381500000000003,0.0488,22.353,0.1013,21.973,0.1287,0.5923,-0.3087,204.1683147960749,-29.781239072693314,10.784641742051814
25559,16376,3446.453,3969.489,22.9235,0.0873,22.899,0.1744,22.3,0.1774,0.6160,0.3607,204.2027312606014,-29.781232963403383,9.088629689191311
25565,37478,3760.569,3969.801,21.674500000000002,0.0343,22.052999999999997,0.0758,20.398,0.0389,0.5850,-0.3513,204.1866461624687,-29.781220921780516,9.824125517051364
