,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec,rgc
19897,33661,4114.738,3721.454,20.6615,0.0134,20.502000000000002,0.0257,19.73,0.0214,0.5093,0.0027,204.16850882782526,-29.79225828791836,10.009137090060365
19898,5000303,4454.017,3721.464,22.9725,0.0861,23.015,0.1473,22.522,0.1781,0.5377,-0.2610,204.15113328272884,-29.792255255998484,11.072643237715617
19899,12991,3769.818,3721.508,22.8215,0.0736,22.85,0.1637,22.051,0.1139,0.5187,0.0530,204.1861732683263,-29.79225618936751,9.017265341583128
19902,13020,4305.618,3721.607,20.8135,0.0175,20.71,0.0341,19.915,0.0241,0.5720,0.0367,204.15873326333278,-29.79225031174885,10.598840480206777
19904,12990,3720.446,3721.658,22.654500000000002,0.0587,22.339999999999996,0.0865,21.823,0.0989,0.4840,0.3173,204.18870176341537,-29.792249373729156,8.884891129363199
19923,13013,3492.980,3722.565,23.0315,0.0901,23.186999999999998,0.2061,22.739,0.0884,0.5757,-0.5190,204.2003510042935,-29.79220775481158,8.311474137528519
19925,13012,3408.632,3722.695,21.361500000000003,0.0224,20.942,0.0479,20.535,0.0414,0.5710,0.1047,204.20467072707376,-29.79220123251296,8.114705644181683
19928,13017,3729.536,3722.733,23.0565,0.0798,23.092999999999996,0.1802,21.968999999999998,0.1134,0.5277,0.4360,204.18823623178505,-29.792201626995183,8.912710915509145
19932,13015,3599.390,3722.937,20.4825,0.0161,20.281,0.0317,19.466,0.0179,0.5867,0.1453,204.19490141335942,-29.792191960409674,8.574751880975136
19938,33719,3446.729,3723.128,22.549500000000002,0.0619,22.295,0.1142,21.502,0.0817,0.5027,-0.0343,204.2027196565485,-29.79218234173436,8.204120355688438
19941,33683,3176.674,3723.273,21.7005,0.0301,21.570999999999998,0.0697,20.927,0.0459,0.5207,0.1717,204.21655000812422,-29.792172772096972,7.628249949322457
19944,33688,3481.876,3723.354,20.2905,0.0125,20.143,0.0297,19.174,0.0150,0.5880,-0.2117,204.20091966732008,-29.792172598162704,8.287731002404241
19947,5000304,4447.893,3723.653,22.567500000000003,0.0588,22.475,0.0943,21.832,0.1200,0.5423,-0.0060,204.15144693938873,-29.792158033964746,11.058862461989118
19957,13040,3459.849,3724.048,22.442500000000003,0.0507,22.494999999999997,0.1118,22.153,0.1407,0.5103,-0.1097,204.20204773141208,-29.792141568014593,8.23808602076438
19960,33698,3151.629,3724.138,21.0365,0.0193,20.955999999999996,0.0575,20.154999999999998,0.0274,0.6017,-0.0520,204.21783262527035,-29.792133964891057,7.583930933227376
19961,33710,4377.355,3724.230,21.3685,0.0218,21.195999999999998,0.0340,20.424,0.0353,0.5033,0.1257,204.1550594147924,-29.79213310602813,10.833811735905625
19965,33699,3465.221,3724.466,22.6045,0.0588,22.313000000000002,0.0971,21.52,0.0644,0.4777,0.2300,204.20177261059553,-29.79212303641269,8.25220013757823
19970,33723,4144.585,3724.567,22.5685,0.0541,22.189999999999998,0.0799,21.782,0.0964,0.5213,-0.3367,204.1669802863703,-29.792119795894095,10.108857136459402
19972,33707,4002.991,3724.588,22.980500000000003,0.0758,22.68,0.1195,21.915,0.1218,0.5480,0.0153,204.1742317514272,-29.792119353852204,9.68618971954486
19973,13037,3229.710,3724.691,21.2255,0.0234,21.119,0.0613,20.12,0.0284,0.6160,-0.2353,204.2138338490096,-29.792110477235298,7.737749791517511
19981,13057,4038.608,3725.237,22.4935,0.0502,22.278,0.0830,21.553,0.0829,0.5100,0.0743,204.1724076971852,-29.792090423079753,9.793026764449447
19992,33738,4384.918,3725.438,21.942500000000003,0.0317,21.845999999999997,0.0622,21.233,0.0634,0.5037,0.2993,204.1546721036469,-29.792079345024337,10.861361856330477
20004,33737,4118.586,3725.841,21.587500000000002,0.0262,21.487000000000002,0.0464,20.549,0.0361,0.4653,0.2893,204.1683117816366,-29.79206329354457,10.033902147842243
20005,13060,4096.118,3725.937,22.1965,0.0464,21.924999999999997,0.0853,21.258,0.0661,0.5907,0.2030,204.16946243691407,-29.79205911972039,9.966544677733246
20006,13063,4189.031,3726.033,21.974500000000003,0.0354,21.817,0.0679,21.093999999999998,0.0579,0.5257,0.0127,204.164704079547,-29.79205440452388,10.248970649969072
20011,33629,3852.440,3726.273,21.2515,0.0203,21.072000000000003,0.0359,20.351,0.0323,0.4927,-0.0357,204.18194193036638,-29.79204455326877,9.260403700530125
20018,13064,4368.662,3726.466,22.596500000000002,0.0546,22.464999999999996,0.0991,21.936,0.1019,0.4980,-0.0307,204.1555046340489,-29.79203380976685,10.812376562982259
20020,13085,4352.116,3726.510,22.300500000000003,0.0424,22.344,0.0814,21.784,0.1074,0.5330,-0.0133,204.15635200530593,-29.79203200522095,10.759868789166312
20028,13097,3938.517,3726.836,21.5655,0.0272,21.150999999999996,0.0414,19.953,0.0247,0.5427,-0.1207,204.17753366573123,-29.79201953533163,9.506129411853578
20032,33772,4371.700,3727.156,22.5215,0.0340,22.049,0.0661,20.695999999999998,0.0310,0.4783,-0.1610,204.15534905630003,-29.79200311479034,10.824000364231527
20033,33748,3967.989,3727.161,23.331500000000002,0.1116,,,22.442,0.1922,0.6455,-2.3530,204.17602431580826,-29.792005058746145,9.592179474939318
20034,33751,4076.209,3727.167,22.253500000000003,0.0343,22.234,0.0820,20.995,0.0512,0.5927,0.0350,204.17048204251017,-29.792004526998333,9.910651153770251
20038,33760,3542.845,3727.436,21.1465,0.0187,20.866999999999997,0.0327,20.160999999999998,0.0283,0.5077,-0.1123,204.1977972226009,-29.79199164004124,8.449340603181373
20039,33744,3572.930,3727.452,20.8535,0.0156,20.714,0.0318,19.912,0.0241,0.5007,-0.2180,204.19625647900358,-29.791991130894854,8.523802506091714
20052,13053,3165.365,3727.957,20.887500000000003,0.0202,20.842,0.0460,19.718999999999998,0.0202,0.5663,-0.2003,204.2171290988841,-29.791964432097185,7.624248240724883
20054,33802,3483.129,3728.039,22.6585,0.0672,22.423000000000002,0.1171,21.564,0.0874,0.5050,0.3637,204.20085545307927,-29.79196438623964,8.307151096532827
20063,13105,3526.539,3728.269,23.192500000000003,0.0995,22.813000000000002,0.1575,22.208,0.1700,0.4963,-0.4573,204.1986322949306,-29.791954500892864,8.412377395411779
20066,13096,3788.357,3728.435,22.864500000000003,0.0713,22.676000000000002,0.1303,21.947,0.0888,0.5820,0.0240,204.18522381043113,-29.791948366228503,9.090361815461389
20068,33768,3929.605,3728.465,20.805500000000002,0.0189,20.949999999999996,0.0482,19.84,0.0260,0.6363,0.1657,204.1779900774328,-29.791947141678122,9.485686119217544
20073,13093,3532.745,3728.663,21.9645,0.0360,21.723999999999997,0.0611,21.028,0.0538,0.4977,-0.1090,204.1983144638239,-29.79193703490498,8.428869739634848
20075,13121,3427.074,3728.726,21.2175,0.0248,21.074999999999996,0.0510,20.354,0.0330,0.6093,-0.0257,204.2037261901761,-29.79193336288239,8.178435665788253
20076,33780,4217.835,3728.775,21.9325,0.0306,21.877000000000002,0.0552,21.246,0.0633,0.4830,-0.3013,204.16322895894447,-29.79193236421828,10.345706589442578
20083,13050,4406.635,3729.073,23.8035,0.1319,23.579,0.2417,22.744,0.2162,0.5967,-0.0897,204.1535599518523,-29.791917576119868,10.941058769506022
20089,13132,4387.966,3729.425,22.9925,0.0762,22.89,0.1515,22.204,0.1315,0.5077,-0.4423,204.15451605070797,-29.791902115663486,10.882286730709918
20092,33785,3464.687,3729.472,21.6335,0.0269,21.502000000000002,0.0520,20.759,0.0394,0.4883,0.0240,204.20179990902545,-29.791900542985637,8.268585024198122
20093,13104,3502.231,3729.493,23.4665,0.1243,,,22.448999999999998,0.1596,0.5525,-1.0895,204.19987716932317,-29.79189991684392,8.357883205577664
20100,33819,4119.441,3729.689,21.8475,0.0297,21.723999999999997,0.0530,21.070999999999998,0.0543,0.4380,0.1320,204.16826801386483,-29.791892267603217,10.048018850362272
20121,33809,4045.328,3730.755,21.8575,0.0279,21.631999999999998,0.0502,20.881,0.0477,0.4907,0.1483,204.1720635638758,-29.7918451595521,9.829774457914903
20122,13148,4419.174,3730.805,22.1875,0.0451,22.131,0.0994,21.425,0.0808,0.5757,0.3283,204.1529178129708,-29.79184047091813,10.986132733487446
20125,33801,3395.743,3730.862,20.6205,0.0159,20.461,0.0328,19.654999999999998,0.0216,0.6800,0.1877,204.2053307195848,-29.791838128650074,8.114675342337643
20127,33804,3784.519,3730.984,22.299500000000002,0.0437,22.049999999999997,0.0762,21.36,0.0596,0.4927,0.0680,204.18542035932046,-29.791835068893853,9.088207054619113
20129,13101,4376.614,3731.000,20.9435,0.0167,20.799999999999997,0.0326,20.111,0.0289,0.5360,0.0370,204.1550974374071,-29.79183222418528,10.850483775715025
20148,33817,3776.558,3731.926,22.2665,0.0418,22.214999999999996,0.0853,21.523,0.0724,0.5120,-0.0310,204.18582806290019,-29.791793183772185,9.069633294473487
20149,13171,3961.563,3731.949,23.2805,0.1056,23.025999999999996,0.1432,22.523,0.1891,0.5253,0.3563,204.17635341762,-29.791792267225386,9.588516103442965
20155,33830,3376.846,3732.112,22.5805,0.0683,22.409999999999997,0.1190,21.738,0.1033,0.5897,0.2320,204.20629847547306,-29.79178238224384,8.076805655435754
20164,13138,3522.380,3732.520,22.5925,0.0545,22.82,0.1453,21.846,0.0927,0.5937,-0.1040,204.1988452534368,-29.79176553691447,8.417055705168622
20165,13187,4118.360,3732.550,21.820500000000003,0.0291,21.72,0.0538,20.909,0.0492,0.4743,-0.1603,204.16832338942288,-29.791765116769014,10.053343804369753
20166,33821,4265.477,3732.622,22.4505,0.0557,22.528999999999996,0.1346,21.875999999999998,0.1001,0.6093,0.4527,204.1607891022269,-29.79176106329868,10.504714253709869
20167,13189,4238.630,3732.645,20.9155,0.0156,20.714,0.0295,20.006,0.0252,0.5253,0.0293,204.1621640149715,-29.791760228689743,10.421336352359939
20172,33845,4402.618,3732.806,22.6365,0.0580,22.348,0.0807,21.957,0.1266,0.5410,-0.1007,204.15376571720944,-29.791751705201964,10.938623986571269
20178,33834,3610.090,3732.898,20.2755,0.0125,20.347,0.0302,19.669999999999998,0.0209,0.5570,0.2220,204.19435336776783,-29.791749311268248,8.63577588360261
20182,33846,4443.056,3732.978,22.561500000000002,0.0576,22.375999999999998,0.0923,21.707,0.1058,0.5803,-0.0417,204.1516947727509,-29.79174364185656,11.069034371836407
20187,13175,4226.490,3733.278,22.5955,0.0583,22.728,0.1351,22.003,0.1207,0.4710,-0.2467,204.16278574423646,-29.791732175525112,10.385611582335875
20194,33840,4079.506,3733.542,22.2515,0.0414,22.156999999999996,0.0783,21.695,0.0856,0.5070,0.3067,204.17031321950327,-29.791721181976712,9.93981524411263
20195,13162,3409.308,3733.563,22.270500000000002,0.0482,22.171999999999997,0.1011,21.451,0.0817,0.5643,0.2417,204.20463598616882,-29.79171821688277,8.155049905036899
20204,33848,3331.726,3733.858,22.3675,0.0528,22.022,0.0888,21.419,0.0777,0.5753,-0.0573,204.208609178966,-29.791704298041772,7.984134365079528
20205,33833,3553.724,3733.886,22.7715,0.0744,22.863999999999997,0.1668,21.915,0.1097,0.4890,-0.4140,204.19724002571874,-29.791705048494975,8.498388365891197
20206,13191,4355.927,3733.950,23.6235,0.1544,23.045,0.1763,22.627,0.2147,0.6210,0.1583,204.15615690996555,-29.791701304293802,10.793020458660415
20217,33862,3154.300,3734.720,20.692500000000003,0.0170,20.714,0.0535,20.026,0.0270,0.6607,0.2290,204.21769565610634,-29.79166369318296,7.628848758692945
20222,13172,4107.582,3734.986,21.6235,0.0310,21.516,0.0642,20.665,0.0461,0.5450,-0.2637,204.16887537366333,-29.791656895840767,10.028237226472289
20228,13201,3938.110,3735.234,23.2025,0.0975,22.936999999999998,0.1529,22.413,0.1795,0.5350,-0.1017,204.17755451709866,-29.79164629122772,9.53132943257499
20233,13272,4163.335,3735.300,19.8835,0.0317,,,19.031,0.0292,0.8650,0.0005,204.16602010591916,-29.791642678978125,10.19781231078557
20235,33880,3519.102,3735.322,22.1685,0.0427,22.037999999999997,0.0816,21.362,0.0708,0.5333,-0.0623,204.1990131051536,-29.791640979185015,8.418874838080404
20238,33890,4232.439,3735.537,22.404500000000002,0.0464,22.159,0.0746,21.613,0.0875,0.5077,-0.3390,204.16248109600392,-29.791631736613564,10.410604074803368
20251,33906,4258.179,3736.060,22.8225,0.0723,22.574999999999996,0.1184,21.929,0.1260,0.5820,-0.2523,204.16116288209926,-29.791608315721632,10.491956347309694
20267,33895,3432.229,3736.730,21.238500000000002,0.0227,21.159999999999997,0.0489,20.296,0.0326,0.5507,-0.2427,204.2034621024498,-29.79157767724977,8.218761218574269
20278,33903,4067.418,3737.261,21.2615,0.0189,21.144,0.0326,20.421,0.0337,0.4857,0.0823,204.17093229509547,-29.791555934960748,9.915120974383854
20288,33896,3459.105,3737.631,22.7205,0.0684,22.586,0.1337,21.993,0.1122,0.5147,-0.4173,204.2020856983115,-29.79153787275895,8.284298692644375
20290,13266,3746.322,3737.794,21.759500000000003,0.0294,21.635999999999996,0.0439,21.041,0.0525,0.4827,0.0787,204.18737651632492,-29.791532302288353,9.00735099519706
20294,33917,3614.078,3738.058,21.398500000000002,0.0239,20.999000000000002,0.0414,20.483,0.0368,0.5567,-0.0110,204.1941490974318,-29.791520000458416,8.663455465017018
20295,33921,4121.048,3738.085,21.259500000000003,0.0201,21.147,0.0437,20.323,0.0314,0.5370,-0.0757,204.16818575723985,-29.791519105022527,10.078065153585282
20296,33914,3455.274,3738.200,22.2845,0.0435,22.207,0.0953,21.37,0.0634,0.4893,-0.2663,204.2022818887297,-29.791512550541405,8.277366476611142
20299,13248,3301.296,3738.640,21.7315,0.0304,21.503,0.0674,20.823,0.0474,0.5463,0.1070,204.21016752128966,-29.791491415494608,7.936613003147767
20304,13265,3714.005,3738.974,22.8125,0.0719,22.662,0.1266,21.75,0.0876,0.4907,-0.2857,204.18903155480754,-29.791479750790774,8.925241940148512
20306,13249,3341.423,3739.056,21.8835,0.0357,21.667,0.0662,21.055,0.0550,0.5160,-0.2617,204.20811250205702,-29.791473383313875,8.02401117926813
20308,13237,3566.315,3739.239,20.9665,0.0221,21.150999999999996,0.0517,19.872,0.0248,0.5887,-0.0960,204.19659516412983,-29.791467221399497,8.54793996627498
20316,13260,3335.509,3739.839,22.1555,0.0435,21.945,0.0702,21.32,0.0693,0.4940,-0.2363,204.2084153641806,-29.791438518006636,8.014049032510373
20319,13288,3869.315,3739.957,22.593500000000002,0.0536,22.387999999999998,0.0929,21.852,0.1096,0.5103,-0.2673,204.18107770132536,-29.79143638788314,9.351428371220702
20325,33941,4177.415,3740.074,21.9155,0.0312,21.814,0.0493,20.68,0.0409,0.4833,-0.2957,204.1652990595489,-29.791430425521884,10.254897035052034
20332,33940,3954.567,3740.349,21.4755,0.0239,21.274,0.0422,20.65,0.0380,0.5143,0.0547,204.17671171397959,-29.79141894220373,9.594625772475707
20334,13277,3272.165,3740.450,23.0455,0.1403,,,22.2,0.1718,0.6485,-5.2490,204.21165937404893,-29.791410619601542,7.882469428617913
20337,13313,3718.914,3740.513,21.4215,0.0231,21.305999999999997,0.0410,20.396,0.0324,0.4943,-0.1137,204.18878014513083,-29.791411368384626,8.943346944021348
20339,13269,3847.475,3740.673,21.5285,0.0267,21.396,0.0558,20.651,0.0440,0.5183,-0.2303,204.18219618657403,-29.791404548590005,9.292820409161418
20342,13282,3700.559,3740.789,22.4845,0.0524,22.377000000000002,0.1113,21.647,0.0912,0.5167,-0.0520,204.18972015333333,-29.791399033514217,8.895846102041581
20350,13295,3188.499,3740.998,21.378500000000003,0.0258,21.134999999999998,0.0615,20.407999999999998,0.0366,0.5940,0.2600,204.21594412719602,-29.791385161492503,7.717478188388067
20354,5000314,4217.912,3741.071,23.305500000000002,0.1125,22.96,0.1599,22.762,0.2563,0.5197,-0.5270,204.16322510504298,-29.79138587489035,10.38197511308093
20365,13252,3921.958,3741.512,22.2925,0.0416,22.372999999999998,0.0881,21.649,0.0870,0.4980,0.0723,204.17838171030763,-29.791367279231096,9.504984965118137
20372,33973,3993.922,3741.871,20.878500000000003,0.0193,20.668999999999997,0.0477,19.79,0.0233,0.6577,0.1700,204.17469624058256,-29.79135123853825,9.713196380395503
20375,33967,3530.177,3741.971,21.4735,0.0241,21.275999999999996,0.0514,20.434,0.0348,0.5383,-0.1090,204.19844586739535,-29.7913455497184,8.468848329769258
20387,33964,3377.409,3742.205,21.756500000000003,0.0323,21.665,0.0607,20.910999999999998,0.0481,0.5080,-0.0490,204.20626952306432,-29.791333810323437,8.114398199197158
20390,13296,3330.510,3742.394,21.541500000000003,0.0278,21.348,0.0479,20.486,0.0358,0.4943,-0.2337,204.20867134358863,-29.791324906724608,8.012565084114602
20395,13321,3597.081,3742.604,22.1325,0.0436,22.064999999999998,0.0944,21.435,0.0648,0.5350,-0.3510,204.19501952979329,-29.791317857929528,8.636144622311326
20397,13315,3837.368,3742.709,22.802500000000002,0.0656,22.647,0.1181,22.118,0.1150,0.4963,-0.2853,204.18271379068472,-29.791314048618357,9.271362412636705
20402,33988,3815.595,3742.890,21.166500000000003,0.0183,21.003999999999998,0.0392,20.232,0.0286,0.5160,-0.1560,204.18382884379758,-29.791305973439744,9.211939736824133
20406,33954,3792.265,3742.921,23.5545,0.1293,23.326999999999998,0.1931,23.061,0.3033,0.4920,-0.1303,204.185023635202,-29.791304552345196,9.148260736402152
20416,34000,3998.380,3743.510,21.1185,0.0210,21.487000000000002,0.0510,20.059,0.0273,0.5063,-0.2840,204.17446793816111,-29.79127838546133,9.73125277788374
20417,33997,3586.676,3743.594,21.2425,0.0256,21.036,0.0475,20.36,0.0325,0.6743,0.0000,204.19555239059383,-29.79127379506576,8.6135083625547
20418,34008,3339.513,3743.807,22.3475,0.0538,22.095999999999997,0.0926,21.262,0.0655,0.4970,-0.1547,204.20821025802135,-29.791262206776405,8.0371268915857
20421,13302,3707.085,3743.958,21.084500000000002,0.0185,20.878,0.0358,20.059,0.0250,0.4833,-0.0410,204.18938592541093,-29.79125821409004,8.923582793426977
20422,13305,3912.125,3743.973,22.0455,0.0364,21.945,0.0816,21.285,0.0645,0.5260,-0.0253,204.17888528554707,-29.791257905154122,9.484838749183629
20434,5000319,4415.003,3744.631,23.715500000000002,0.1529,,,22.643,0.2351,0.5855,-2.7345,204.15313158473256,-29.791226024858087,11.01136681319503
20444,34013,3746.438,3745.065,20.526500000000002,0.0142,20.377000000000002,0.0303,19.432,0.0175,0.5810,-0.0917,204.18737055056963,-29.791209147098257,9.031661909899203
20445,13356,3948.379,3745.098,22.936500000000002,0.0738,22.930999999999997,0.1470,22.14,0.1282,0.5063,0.1103,204.17702862375447,-29.791207882078364,9.591758423149297
20452,34017,3927.610,3745.310,23.4285,0.1030,23.327999999999996,0.1784,22.662,0.2740,0.5287,-0.3517,204.17809225870351,-29.791198476251363,9.533076365953482
20453,13375,4271.202,3745.405,23.174500000000002,0.0883,23.308999999999997,0.2096,22.207,0.1513,0.5243,-0.4987,204.16049601695255,-29.791192888175534,10.559577436693559
20457,13338,4089.438,3745.580,22.9735,0.2019,,,22.221999999999998,0.1655,0.7700,-1.7655,204.1698046256432,-29.79118612323226,10.005952276594902
20460,34029,3690.442,3745.762,22.4635,0.0485,22.223999999999997,0.0804,21.764,0.1000,0.5017,0.3000,204.19023824885326,-29.791177970870447,8.885963178469616
20483,13337,3917.702,3746.838,22.329500000000003,0.0477,22.348999999999997,0.1016,21.406,0.0756,0.4783,-0.1413,204.178599673933,-29.791130569965258,9.509737279869169
20494,34040,3597.745,3747.095,21.5275,0.0247,21.380000000000003,0.0528,20.63,0.0387,0.5150,0.0543,204.1949854939019,-29.79111826188583,8.653189826921317
20510,34038,3431.740,3747.905,21.3545,0.0253,21.241999999999997,0.0529,20.416,0.0391,0.5757,0.1953,204.20348702695986,-29.791081006152137,8.257406014496695
20516,13380,3601.948,3748.074,22.558500000000002,0.0578,22.487000000000002,0.1275,21.569,0.0850,0.5070,0.0503,204.1947702408917,-29.79107477551197,8.667081495864963
20517,34054,3356.726,3748.242,20.244500000000002,0.0126,20.162,0.0258,19.352999999999998,0.0171,0.5643,0.1510,204.20732868036438,-29.79106528251435,8.090644644411853
20520,34079,4165.848,3748.297,22.285500000000003,0.0408,22.005000000000003,0.0670,21.305,0.0669,0.5140,0.0767,204.16589148726825,-29.79106502135458,10.244115881682548
20529,34081,4351.454,3748.695,22.756500000000003,0.0643,22.439,0.0930,22.168,0.1263,0.6253,0.0857,204.1563861372136,-29.79104601127695,10.820714517527747
20537,13401,3788.240,3749.133,21.329500000000003,0.0217,21.098,0.0370,20.419999999999998,0.0344,0.5213,-0.2327,204.18522975066327,-29.79102845491137,9.157624548667275
20541,13387,4009.985,3749.232,22.2985,0.0428,22.412999999999997,0.1031,21.52,0.0802,0.5373,-0.0490,204.17387362992523,-29.79102405004262,9.782796997756764
20551,34100,4428.211,3749.712,22.425500000000003,0.0515,22.345,0.0927,21.601,0.0950,0.5577,-0.2510,204.15245522981053,-29.791000066172664,11.067880324297128
20556,34088,3521.960,3750.149,22.2985,0.0491,21.792,0.0666,20.406,0.0322,0.5110,-0.3220,204.198866612026,-29.790982022769214,8.477470008879964
20565,13437,3687.378,3750.310,22.427500000000002,0.0491,22.348999999999997,0.0874,21.785,0.0959,0.5073,0.3370,204.19039514246074,-29.79097582490599,8.89321228640279
20567,13394,3218.110,3750.326,20.564500000000002,0.0156,20.591,0.0433,19.633,0.0208,0.6167,-0.1140,204.21442752397417,-29.79097098982426,7.810064062903774
20569,34090,3710.716,3750.431,21.7845,0.0304,21.545,0.0477,20.928,0.0486,0.4700,-0.0400,204.1891999447341,-29.790970538771525,8.954725802175865
20578,34016,3782.692,3750.827,22.8035,0.0676,22.683,0.1142,21.794999999999998,0.0921,0.5063,0.4037,204.18551387329674,-29.79095315370398,9.148138864216778
20580,13439,4064.099,3750.838,23.1785,0.0897,23.07,0.1881,22.582,0.1802,0.5457,0.2380,204.17110232166195,-29.7909525237641,9.946695455249394
20584,13331,3417.630,3750.895,21.2195,0.0233,21.113,0.0493,20.381999999999998,0.0344,0.5543,0.2553,204.20420960325316,-29.790947985467415,8.235888765685953
20586,34104,3551.300,3750.907,21.6325,0.0284,21.561999999999998,0.0489,20.768,0.0419,0.5100,0.0603,204.1973640314419,-29.79094854314897,8.55133598548631
20588,13431,4321.170,3750.980,22.111500000000003,0.0405,21.905,0.0701,21.31,0.0647,0.5330,0.0297,204.15793707933906,-29.790944717722592,10.731849455765383
20590,13427,3953.464,3751.080,23.244500000000002,0.1051,23.464,0.2382,22.602999999999998,0.2228,0.5080,-0.1887,204.17676821515485,-29.790942010113817,9.625130347200638
20591,13445,4416.223,3751.112,22.8275,0.0735,22.686999999999998,0.1118,21.828,0.1035,0.5267,-0.0007,204.1530691817564,-29.790937967994953,11.033426368348781
20597,13442,4330.928,3751.331,23.160500000000003,0.1374,,,22.285999999999998,0.1451,0.6665,-3.1550,204.15743735147507,-29.79092903528442,10.763521930797655
20599,13480,3575.966,3751.457,22.610500000000002,0.0601,22.445999999999998,0.1116,22.147,0.1423,0.5413,-0.2653,204.19610082041552,-29.790924261488865,8.613934443450663
20603,13432,3366.172,3751.689,22.151500000000002,0.0455,22.116999999999997,0.1007,21.554,0.0853,0.5437,0.2070,204.20684488507834,-29.790912182572875,8.12381344017281
20609,34119,3503.983,3751.964,21.884500000000003,0.0355,21.881,0.0816,21.044,0.0572,0.5547,-0.0163,204.199787242766,-29.79090121949768,8.440721387758906
20611,13433,3474.698,3752.068,22.2225,0.0476,21.970999999999997,0.0812,21.142,0.0583,0.5530,-0.0827,204.20128699842917,-29.7908963610703,8.371803078029354
20621,34127,4096.903,3752.758,22.0375,0.0347,22.107999999999997,0.0948,21.486,0.0710,0.5617,-0.3147,204.16942235604654,-29.790867072274814,10.049990167583541
20624,13463,3650.380,3752.932,22.4705,0.0575,22.381999999999998,0.1056,21.823999999999998,0.0973,0.5140,0.1920,204.19228988756367,-29.790859124269087,8.806446650202341
20635,34071,3542.469,3753.458,22.8625,0.0827,22.716,0.1409,22.384999999999998,0.1433,0.5643,0.3527,204.1978162682013,-29.790835104183717,8.53864711560498
20637,13453,3935.653,3753.487,23.332500000000003,0.1194,22.759999999999998,0.1526,22.333,0.1712,0.5470,-0.0397,204.17768036268265,-29.790835048708686,9.581810640765713
20643,13470,4160.307,3753.695,23.1855,0.1247,23.335,0.2032,22.496,0.1977,0.5700,-0.4577,204.16617528816542,-29.790825139252206,10.243409744163811
20648,34140,3994.858,3753.825,22.6495,0.0571,22.524,0.1092,21.989,0.1171,0.5303,0.1727,204.17464833184917,-29.790819947897013,9.753066380901352
20656,34144,3389.995,3754.181,21.8415,0.0324,21.644999999999996,0.0627,20.956,0.0488,0.4923,-0.1697,204.20562482197707,-29.79080167149784,8.185510843514685
20657,34141,3167.873,3754.211,21.300500000000003,0.0239,21.217,0.0594,20.412,0.0332,0.5730,-0.2440,204.21700022059645,-29.790797624161986,7.727832666688078
20659,13443,4356.885,3754.263,22.538500000000003,0.0547,22.384,0.0968,21.64,0.0931,0.5767,-0.0607,204.15610806012262,-29.79079849574559,10.85372500576938
20662,34150,3882.244,3754.333,22.221500000000002,0.0411,22.186999999999998,0.0807,21.674,0.0914,0.5237,0.2233,204.1804155667564,-29.79079746025185,9.43363491091803
20674,34161,3691.185,3754.885,22.3735,0.0473,22.387999999999998,0.0950,21.686999999999998,0.0914,0.5160,0.3807,204.1902001549653,-29.79077250726956,8.918478513459132
20681,13508,4362.912,3755.349,23.9035,0.1916,23.936999999999998,0.3849,,,0.5180,-0.0540,204.1557994144866,-29.79075017414043,10.87586654725204
20684,13509,4466.286,3755.457,22.1615,0.0545,22.031999999999996,0.0838,21.355999999999998,0.0913,0.6690,0.3253,204.15050538822896,-29.790744320128713,11.206236021289117
20688,13464,3754.963,3755.627,22.628500000000003,0.0551,22.383000000000003,0.1061,21.639,0.0862,0.5423,-0.3430,204.18693392865288,-29.79073974968836,9.089340267982953
20699,34179,4166.456,3755.923,22.2955,0.0434,22.009,0.0751,21.474,0.0733,0.5450,0.2027,204.16586039662243,-29.79072608483047,10.268696142360508
20717,13483,3786.215,3756.775,22.5115,0.0503,22.269,0.0725,21.689999999999998,0.0892,0.4797,-0.0810,204.18533343658652,-29.79068880605877,9.177167388041493
20721,34201,3977.277,3756.892,22.026500000000002,0.0404,21.945,0.0876,21.115,0.0657,0.6123,0.0393,204.17554870287464,-29.79068366735256,9.71180313510016
20732,34198,3768.686,3757.318,21.832500000000003,0.0287,21.781999999999996,0.0569,21.054,0.0546,0.4757,-0.2033,204.18623113625554,-29.790664631020494,9.13169726148058
20736,13552,4093.523,3757.410,21.802500000000002,0.0322,21.760999999999996,0.0622,21.019,0.0573,0.5627,0.1420,204.16959547478615,-29.79066032988957,10.054043933078134
20741,13529,3800.049,3757.575,21.259500000000003,0.0247,21.057000000000002,0.0547,20.467,0.0392,0.5770,-0.1597,204.18462496316488,-29.79065327913848,9.2172974881927
20762,13550,3709.687,3758.339,21.991500000000002,0.0344,21.744,0.0582,21.181,0.0591,0.5053,0.0183,204.18925260850767,-29.790619068313998,8.978421459407729
20767,13546,3550.375,3758.448,22.140500000000003,0.0421,22.268,0.0905,21.548,0.0829,0.5063,-0.3960,204.19741134334228,-29.790613381288946,8.575230928512964
20772,34229,3259.908,3758.544,21.0535,0.0228,20.918999999999997,0.0464,20.348,0.0319,0.5797,-0.0253,204.21228682548778,-29.790606289108684,7.924202574259768
20779,13562,3881.623,3758.735,22.2325,0.0416,22.043999999999997,0.0780,21.477,0.0749,0.5163,-0.3333,204.18044736801983,-29.790601815620814,9.445992243177137
