,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
13707,157283,1316.664,1085.254,20.826999999999998,0.0438,21.429000000000002,0.0221,20.5765,0.0539,0.6263,-0.4670,152.7876838266654,-4.694794729640084
13708,157269,2565.018,1085.490,21.543,0.0675,22.174,0.0411,21.415499999999998,0.1699,0.6163,-0.0017,152.73201467984435,-4.694785453625753
13709,49761,1477.053,1085.508,22.182,0.1020,22.767,0.0625,21.8805,0.2174,0.6107,-0.8963,152.7805314351091,-4.694783843616451
13710,157288,2106.602,1085.535,22.034,0.0990,22.531,0.0587,21.7095,0.2196,0.6480,-0.9773,152.7524573033334,-4.694783520871276
13713,157279,841.549,1085.794,19.185,0.0141,19.926000000000002,0.0112,18.8625,0.0211,0.5480,-0.4307,152.8088711056385,-4.694769108887799
13714,157290,3820.036,1085.879,22.072999999999997,0.0944,22.587,0.0552,21.639499999999998,0.2006,0.6077,-0.2527,152.67604838470962,-4.694764936523934
13717,157286,1546.365,1086.165,22.677,0.1362,22.97,0.0802,22.133499999999998,0.2629,0.5560,-0.5670,152.7774405324177,-4.694754795201033
13721,157299,2957.620,1086.536,20.875,0.0364,21.438,0.0216,20.6055,0.0560,0.5860,-0.5127,152.7145069730959,-4.694738434217771
13725,157310,2883.562,1087.163,21.927999999999997,0.0806,22.715,0.0610,21.6755,0.1339,0.6043,-0.3377,152.71780951891168,-4.694710701055635
13726,157298,2574.610,1087.189,21.642999999999997,0.0669,22.256,0.0442,21.264499999999998,0.1119,0.6533,-2.4553,152.7315869351719,-4.694709934820933
13728,157293,1572.677,1087.293,20.182,0.0264,20.541,0.0137,20.0035,0.0366,0.6127,-0.0597,152.77626717207366,-4.694704715889734
13729,5008344,2095.997,1087.317,21.843,0.1008,22.773,0.0666,,,0.5510,-1.2755,152.7529302222295,-4.694704315456016
13733,157311,3031.892,1087.744,22.211,0.1096,22.57,0.0584,21.9645,0.2803,0.7157,-0.7307,152.71119488795085,-4.694684595926883
13734,157301,1507.232,1087.773,20.779999999999998,0.0373,21.371000000000002,0.0224,20.6215,0.0553,0.5947,-0.9487,152.77918562699497,-4.6946832447162485
13735,157305,2137.791,1087.966,21.95,0.0931,22.543,0.0592,21.6675,0.2475,0.7520,-0.2040,152.75106645868982,-4.69467549081023
13736,157306,2276.189,1088.055,19.031,0.0186,19.603,0.0092,18.7855,0.0207,0.7367,-0.3790,152.74489473302972,-4.694671565433017
13738,157302,1689.701,1088.295,21.209,0.0479,22.002,0.0354,21.2115,0.0949,0.5660,-0.5383,152.77104859881524,-4.694660398888635
13739,49775,2697.531,1088.410,22.389,0.1223,22.983,0.0808,22.0555,0.2399,0.5443,-1.0840,152.72610539297898,-4.6946555456789145
13740,157304,1815.572,1088.436,22.357,0.1140,23.134,0.0978,,,0.5310,-0.0115,152.76543550353972,-4.694654321586133
13741,157322,2637.485,1088.489,22.543999999999997,0.1327,23.212,0.0985,,,0.5560,-3.8290,152.7287830863558,-4.6946520997676116
13742,157320,2198.417,1088.585,21.186999999999998,0.0574,21.912,0.0357,21.2885,0.1304,0.7330,-0.9560,152.74836290040912,-4.694647999616062
13743,157318,1841.086,1088.707,19.801,0.0210,20.507,0.0121,19.5445,0.0263,0.5730,-0.6443,152.76429773109115,-4.694642310068128
13744,5008347,1696.118,1088.738,22.697999999999997,0.1859,22.951,0.0701,21.6935,0.1704,0.5237,-0.1447,152.7707624382078,-4.694640720757763
13747,157325,2971.055,1088.942,19.331,0.0171,20.097,0.0100,19.0635,0.0200,0.6087,-0.6843,152.71390785695027,-4.694631475115107
13749,49785,2075.057,1089.176,22.479,0.1254,23.422,0.1227,,,0.5675,-1.6335,152.75386402031256,-4.69462168154068
13750,157321,2532.551,1089.190,22.674999999999997,0.1497,23.061,0.0849,,,0.5800,-1.7985,152.73346251722649,-4.694621033668168
13751,157317,1665.995,1089.201,20.325,0.0286,21.083000000000002,0.0186,20.0925,0.0401,0.6080,-0.7900,152.77210574325304,-4.694620091579436
13752,5008351,2746.659,1089.286,22.666999999999998,0.1711,23.396,0.1100,,,0.4985,-1.6745,152.72391457852916,-4.694616551447579
13753,5008352,1470.346,1089.296,22.451999999999998,0.1603,23.386,0.1220,22.2835,0.2791,0.5310,-2.8740,152.7808305185944,-4.694615472855303
13756,157333,1921.522,1089.789,20.418,0.0312,21.151,0.0199,20.2345,0.0404,0.5927,-0.2007,152.76071076446127,-4.694594312928179
13760,157337,1347.643,1090.801,21.15,0.0474,21.814,0.0307,20.9315,0.0728,0.5980,-0.8460,152.7863023338947,-4.694548280074102
13762,157338,1393.394,1091.021,21.246,0.0498,21.885,0.0319,21.0625,0.0872,0.6130,-0.7023,152.78426211290267,-4.694538620626802
13765,5008354,2140.876,1091.492,22.256,0.1385,23.403000000000002,0.1269,,,0.5525,-1.4005,152.75092888466673,-4.694518781100503
13766,157339,2456.080,1091.601,20.514999999999997,0.0311,21.135,0.0200,20.293499999999998,0.0583,0.6687,0.0057,152.73687266872466,-4.694513923740582
13767,157352,2017.077,1091.645,20.898,0.0365,21.22,0.0209,20.6095,0.0651,0.5667,-0.3737,152.75644958050523,-4.694511909248678
13768,157351,1992.196,1091.649,22.325,0.0986,23.092000000000002,0.0867,21.8325,0.2494,0.6620,-0.5647,152.75755912445462,-4.694511711792627
13773,157375,2462.126,1092.076,22.285,0.1052,23.226,0.1097,,,0.5125,-0.3370,152.7366030534746,-4.694492809650855
13777,157348,1764.636,1092.199,21.854,0.0744,22.311,0.0491,21.6595,0.1387,0.6213,-1.1607,152.76770693957317,-4.694487006077231
13778,49820,1852.365,1092.236,21.936999999999998,0.0830,22.668,0.0631,21.8905,0.1687,0.6210,-0.1627,152.76379475073927,-4.694485479732705
13780,157354,2246.930,1092.339,22.389,0.1396,22.936,0.0847,,,0.6365,-2.0505,152.746199509537,-4.694481163740348
13781,157345,1432.493,1092.456,22.151999999999997,0.1062,22.784,0.0694,,,0.5795,-1.7255,152.78251852831207,-4.6944749393385985
13782,157350,1957.610,1092.493,18.32,0.0086,19.242,0.0067,17.697499999999998,0.0093,0.5447,-0.1380,152.75910145263595,-4.69447417044984
13783,157346,1685.535,1092.658,22.282,0.1187,22.981,0.0811,21.764499999999998,0.1986,0.5753,-2.2187,152.77123437020128,-4.694466480933553
13784,49815,2147.881,1092.692,21.869999999999997,0.0981,22.447,0.0528,21.5925,0.1649,0.7473,-0.4867,152.7506165030441,-4.69446545058283
13785,5008358,2415.546,1092.715,22.369,0.1460,22.86,0.0760,21.5985,0.1993,0.6023,-2.2110,152.73868024343776,-4.694464430094145
13788,5008360,1888.865,1092.978,22.605999999999998,0.1907,23.161,0.0923,,,0.5485,-2.5570,152.7621670681312,-4.694452544701901
13789,157364,1944.673,1092.978,21.113,0.0484,21.878,0.0345,21.0355,0.0779,0.6167,-1.0357,152.7596783650416,-4.694452602722655
13790,157378,3744.995,1093.504,22.273999999999997,0.1192,22.719,0.0617,22.043499999999998,0.2583,0.6083,-0.0917,152.6793947930953,-4.694426366522888
13793,157367,1151.488,1093.719,21.133999999999997,0.0532,21.656,0.0279,20.8195,0.0707,0.6603,-0.2593,152.79504966091065,-4.694418016889988
13795,157368,1283.512,1093.765,21.444,0.0624,22.043,0.0368,21.6035,0.1262,0.6297,-1.0237,152.7891621836888,-4.694416371066826
13803,157372,2156.131,1094.373,22.072,0.0872,22.718,0.0700,,,0.5445,-0.5430,152.75024860173946,-4.694390742619805
13804,157369,1971.806,1094.389,21.860999999999997,0.0791,22.822,0.0754,22.2455,0.2849,0.5843,-0.0810,152.75846839422823,-4.694389916691074
13810,157386,1735.996,1095.096,21.337999999999997,0.0579,21.982,0.0378,21.168499999999998,0.0980,0.6700,-0.2723,152.76898410780532,-4.694358207373001
13811,157392,1445.304,1095.665,18.322,0.0083,18.417,0.0044,18.2075,0.0127,0.5393,-0.3240,152.78194722694025,-4.694332347921194
13816,157393,1474.551,1095.872,20.075,0.0272,20.756,0.0141,19.8065,0.0300,0.5967,-0.2923,152.78064298580605,-4.694323216162168
13818,157394,1559.689,1095.944,18.125,0.0084,18.838,0.0059,17.4705,0.0091,0.5727,-0.2320,152.7768463416873,-4.694320201001352
13819,157400,2888.200,1095.987,21.482,0.0645,22.174,0.0365,21.6825,0.1443,0.6263,-1.5383,152.7176027067704,-4.694318515759303
13820,157395,1576.100,1096.097,20.291999999999998,0.0275,21.004,0.0171,19.9955,0.0368,0.5917,-0.4410,152.77611450921876,-4.694313434277828
13825,157419,2875.673,1096.359,21.915,0.0856,22.532,0.0541,21.6775,0.1389,0.6253,-0.2823,152.71816133650077,-4.6943020036469525
13827,49856,1629.549,1096.620,22.198999999999998,0.1032,22.663,0.0635,22.0035,0.1664,0.6143,-1.1537,152.7737310034054,-4.694290292926692
13831,157411,2107.601,1096.794,20.570999999999998,0.0388,21.206,0.0203,20.2915,0.0546,0.6783,-0.3637,152.75241274830577,-4.69428312181233
13832,49873,1809.644,1096.893,22.305,0.1117,22.733,0.0666,21.8925,0.1652,0.6047,-0.5150,152.7656998456882,-4.694278447360287
13834,157410,2039.974,1096.995,18.773999999999997,0.0101,19.499000000000002,0.0082,18.5185,0.0140,0.5183,-0.2250,152.75542850742522,-4.694274148241999
13835,157409,1839.497,1097.024,20.235999999999997,0.0254,20.926000000000002,0.0158,20.0645,0.0382,0.5667,-0.7077,152.7643685806237,-4.6942726639708345
13836,157417,2699.184,1097.036,18.358999999999998,0.0098,18.68,0.0057,18.197499999999998,0.0107,0.5703,-0.2347,152.72603168910143,-4.694272166315174
13837,157418,2766.942,1097.070,20.959,0.0454,21.153000000000002,0.0208,20.9965,0.0830,0.6617,-0.8117,152.72301008840904,-4.694270569066694
13839,157407,1772.442,1097.208,21.218999999999998,0.0510,21.878,0.0332,21.0775,0.0847,0.6297,-0.3597,152.76735883146443,-4.694264395456811
13840,157408,1803.317,1097.219,20.122,0.0250,20.696,0.0142,19.8945,0.0343,0.5903,-0.2563,152.76598199152966,-4.694263949931868
13849,157422,1817.756,1098.337,21.854999999999997,0.0763,22.62,0.0606,21.8445,0.1683,0.6227,-1.4430,152.76533809721218,-4.694214280442327
13851,49871,1542.296,1098.403,22.910999999999998,0.1719,23.622,0.1599,,,0.5270,-2.6975,152.777621960028,-4.694210876132347
13852,157436,1756.588,1098.435,22.598,0.1366,23.055,0.0834,,,0.5485,-0.8025,152.7680658230002,-4.694209838859724
13853,157423,1846.376,1098.476,22.058,0.0857,22.788,0.0700,21.8155,0.1525,0.5823,-0.1943,152.76406181666218,-4.694208139286153
13854,157437,1858.312,1098.572,21.47,0.0630,22.339000000000002,0.0457,21.4755,0.1220,0.6377,-1.0387,152.76352954252093,-4.69420388720891
13857,157440,2753.539,1098.995,20.534,0.0320,21.149,0.0200,20.2575,0.0448,0.6077,-0.7987,152.72360778441538,-4.694185031660586
13860,157439,2079.556,1099.334,20.947,0.0396,21.235,0.0219,20.6515,0.0660,0.6410,-0.5707,152.7536633859234,-4.694170217903801
13868,157449,2017.194,1099.991,18.043999999999997,0.0084,18.763,0.0062,17.7845,0.0112,0.6117,-0.2723,152.7564443567507,-4.694140976332426
13871,157454,2718.732,1100.212,21.214,0.0510,21.784,0.0307,20.9175,0.0804,0.6497,-0.8837,152.72515996931526,-4.694130987372288
13875,157468,2910.474,1100.641,20.595,0.0362,21.103,0.0190,20.3705,0.0523,0.6517,-0.8627,152.71660942808316,-4.694111632716222
13880,157462,1867.967,1100.866,21.983999999999998,0.0982,22.064,0.0401,21.8855,0.1530,0.6290,0.0723,152.76309898473653,-4.694101943249357
13885,5008366,2680.889,1101.300,22.831,0.2257,23.465,0.1320,,,0.5370,-1.4985,152.72684754123378,-4.6940826764054995
13886,157470,3057.588,1101.398,22.087,0.0958,22.792,0.0606,21.8795,0.2498,0.6187,-1.1657,152.71004902959658,-4.694077696774145
13887,5008367,1504.351,1101.497,22.665999999999997,0.1709,23.580000000000002,0.1539,,,0.5025,0.0155,152.77931407232427,-4.694073283453801
13888,49919,1913.095,1101.525,22.403,0.1246,22.752,0.0654,,,0.5445,-1.1600,152.76108654612213,-4.694072704652479
13889,157461,1624.917,1101.529,21.958,0.0843,22.662,0.0575,21.9885,0.2879,0.6780,-1.3950,152.77393755373717,-4.6940721067530635
13890,157497,1747.886,1101.594,22.069,0.0956,22.476,0.0540,22.1085,0.2567,0.6003,-0.0843,152.76845387524136,-4.694069425892762
13892,157477,1034.478,1101.671,18.201999999999998,0.0092,19.061,0.0072,17.7185,0.0124,0.6497,-0.4810,152.80026757502782,-4.694064200604976
13893,5008368,2373.393,1101.690,22.035,0.1291,22.596,0.0599,,,0.5430,-1.5680,152.7405600176031,-4.694065554733462
13894,49918,1633.980,1101.705,22.403,0.1211,22.85,0.0771,22.0525,0.2889,0.5987,0.1193,152.7735333980986,-4.694064301331539
13898,157478,1126.906,1101.884,22.269,0.1200,22.738,0.0700,22.0695,0.2944,0.7280,-0.1840,152.79614584375574,-4.694055048791441
13899,157504,3094.661,1101.956,22.127,0.1135,23.024,0.0878,21.9965,0.1729,0.6700,-2.2767,152.70839579811906,-4.694052813669151
13901,157483,2129.222,1101.991,20.962999999999997,0.0496,21.685000000000002,0.0273,20.7655,0.0694,0.6623,-0.9383,152.7514485789009,-4.694052154370067
13902,5008370,2801.405,1101.994,22.576999999999998,0.1640,22.884,0.0684,,,0.5180,-2.9465,152.7214732523426,-4.694051676029746
13903,157479,1432.155,1102.019,21.587,0.0616,22.358,0.0436,21.7795,0.1440,0.5880,0.0460,152.78253357820878,-4.694049916761392
13906,49920,1917.125,1102.160,21.625999999999998,0.0671,22.223,0.0406,21.2545,0.0937,0.6050,0.0697,152.76090683166257,-4.694044486663929
13908,5008371,1601.120,1102.184,22.426,0.1568,23.064,0.0937,22.0955,0.2702,0.5787,-1.1517,152.77499875561006,-4.694042950470305
13910,157486,2357.425,1102.362,17.892,0.0102,18.771,0.0064,17.4425,0.0092,0.7117,-0.0933,152.74127209472388,-4.694035691772271
13912,157490,2978.230,1102.546,21.206,0.0459,21.744,0.0285,20.9355,0.0812,0.6003,-0.5777,152.71358792136172,-4.694026839474521
13913,157501,2039.461,1102.669,19.583,0.0161,20.135,0.0113,19.3655,0.0240,0.5153,-0.3227,152.75545138025632,-4.694021970330592
13914,49922,1961.924,1102.787,19.543999999999997,0.0155,20.052,0.0098,19.3275,0.0219,0.5163,0.0840,152.75890906471173,-4.694016663707356
13916,157503,2643.895,1102.922,22.651999999999997,0.1493,23.121000000000002,0.0863,21.9845,0.2117,0.5397,-1.6460,152.72849725319048,-4.69401062720766
13917,5008372,2133.582,1103.016,22.543999999999997,0.2055,22.913,0.0752,,,0.5765,-2.2420,152.75125414863624,-4.694006600737187
13918,157509,2052.198,1103.642,20.764999999999997,0.0402,21.384,0.0234,20.5005,0.0552,0.6257,-0.6927,152.75488338590498,-4.693978734511202
13919,49945,2866.665,1103.757,22.477999999999998,0.1302,23.305,0.0914,,,0.5160,-2.1715,152.7185630514053,-4.6939732189365815
13920,157498,1778.843,1103.768,22.061,0.0950,22.392,0.0517,,,0.5815,-1.2105,152.76707337593098,-4.693972849385769
13922,157512,2523.483,1104.164,20.747,0.0351,21.423000000000002,0.0247,20.5705,0.0649,0.6343,-0.5693,152.73386690598906,-4.693955529407792
13924,157510,2228.339,1104.271,22.284,0.1297,23.049,0.0884,21.8195,0.2758,0.6940,-1.4460,152.74702855520496,-4.693950850645987
13925,157513,2565.538,1104.517,20.624,0.0360,21.26,0.0207,20.3945,0.0521,0.6323,-0.7253,152.7319915059858,-4.693939809519605
13926,157518,1653.914,1104.597,21.192999999999998,0.0468,21.803,0.0298,20.9055,0.0721,0.5970,-0.8267,152.77264445641532,-4.693935804241264
13928,49942,2074.764,1104.653,22.651,0.1581,23.024,0.0831,,,0.5525,-1.1070,152.75387707727003,-4.693933815303327
13929,49956,2114.017,1104.726,22.13,0.1122,22.382,0.0486,,,0.5965,-1.7240,152.75212662933504,-4.693930591930105
13930,157520,2087.129,1104.730,22.343,0.1189,22.977,0.0842,21.7605,0.2047,0.5957,-0.8047,152.75332567253946,-4.6939304001913476
13932,157524,3232.434,1104.744,22.721999999999998,0.1898,23.074,0.0808,22.2355,0.2830,0.6380,-1.8357,152.70225195943044,-4.693928559666344
13936,157519,1795.396,1105.016,21.377,0.0612,22.186,0.0426,20.5825,0.0545,0.6297,-0.2340,152.76633520995068,-4.693917406052994
13941,157531,2024.203,1105.864,21.227,0.0497,21.233,0.0212,21.0445,0.0816,0.5860,-0.2900,152.7561317931025,-4.693879959562853
13942,157487,2374.944,1105.906,22.022,0.1052,22.723,0.0662,21.5495,0.1815,0.7730,-1.2537,152.74049085338686,-4.6938781767201165
13945,157535,2861.362,1106.302,22.636,0.1464,22.878,0.0723,21.9895,0.2171,0.5590,-0.1160,152.71879953743257,-4.693860116640058
13946,157542,1318.823,1106.365,22.244,0.1113,22.233,0.0410,,,0.5665,-0.8880,152.7875874909529,-4.693856469955769
13948,157527,1684.085,1106.387,20.04,0.0250,20.706,0.0136,19.7915,0.0317,0.5913,-0.3717,152.77129900839324,-4.693856301286875
13949,157532,2070.013,1106.422,20.872,0.0399,21.525000000000002,0.0244,20.6305,0.0631,0.6227,-0.0107,152.75408894225362,-4.6938551903031245
13950,157533,2207.690,1106.505,21.229,0.0604,21.818,0.0304,20.9245,0.0959,0.7133,0.1043,152.74794937607115,-4.693851557984763
13952,5008374,2544.998,1106.708,22.711,0.1644,23.737000000000002,0.1519,,,0.4605,-2.5305,152.73290746813893,-4.693842447599109
13953,157544,1576.974,1106.856,21.697,0.0750,22.295,0.0476,21.2765,0.0916,0.6377,-0.8130,152.77607551269853,-4.693835258732407
13954,5008375,2257.596,1107.074,22.711,0.2400,23.436,0.1350,,,0.5925,-1.7400,152.7457238685652,-4.693826276372448
13955,157551,2870.969,1107.149,20.371,0.0294,21.039,0.0177,20.0655,0.0370,0.5863,-0.7473,152.7183711244873,-4.693822456399838
13957,5008376,1866.948,1107.470,22.682,0.1664,23.487000000000002,0.1361,22.1615,0.2696,0.5170,-2.0213,152.76314441828492,-4.693808431202368
13960,157555,1468.639,1107.576,22.288,0.1073,22.701,0.0654,21.8475,0.2215,0.6003,-1.9323,152.7809065987228,-4.693803025337455
13961,157633,2341.743,1107.600,22.049,0.0978,22.577,0.0580,,,0.5660,-0.9480,152.74197141864306,-4.693802894882165
13963,157549,2493.225,1107.625,22.038999999999998,0.0965,22.89,0.0778,21.8495,0.2052,0.5870,-2.2877,152.73521623301016,-4.693801726534928
13964,157558,1977.985,1107.640,22.044999999999998,0.0999,22.560000000000002,0.0595,21.5765,0.1657,0.6117,-1.9750,152.75819283640632,-4.693800989286315
13965,5008377,3025.182,1107.678,22.65,0.2166,23.68,0.1324,,,0.6040,-2.0260,152.71149415534265,-4.693798655426473
13967,157556,1485.881,1107.712,21.480999999999998,0.0589,22.105,0.0401,21.1795,0.0964,0.6267,-0.2070,152.78013770926557,-4.6937970202731885
13968,157545,1854.715,1107.923,22.441,0.1237,23.181,0.0893,,,0.5515,-0.2355,152.76368993587778,-4.693788283233977
13969,157554,1401.255,1108.019,19.035999999999998,0.0126,19.708000000000002,0.0073,18.8075,0.0173,0.5457,-0.5453,152.7839115172647,-4.693783174520757
13973,5008378,2569.628,1108.380,22.557,0.1806,23.28,0.0955,,,0.5230,-1.1685,152.7318091196676,-4.693768117497548
13974,157574,3566.174,1108.471,20.994999999999997,0.0472,22.067,0.0402,19.9725,0.0356,0.6383,0.0783,152.68736918559526,-4.693761861786009
13975,157573,2972.651,1108.552,19.317999999999998,0.0147,20.164,0.0104,18.7775,0.0161,0.5627,-0.2467,152.71383672281524,-4.693759917326485
13980,157566,1608.193,1108.886,19.471,0.0163,19.605,0.0083,19.3605,0.0212,0.5700,0.0130,152.77468332962945,-4.693745097700182
13982,157584,2514.110,1109.074,22.275,0.1112,22.73,0.0678,,,0.5640,-1.4465,152.7342848886409,-4.6937373136041325
13987,50004,2903.621,1109.514,22.659,0.1406,23.346,0.1072,,,0.5460,-1.8610,152.71691504615046,-4.693717289629195
13994,157579,1593.801,1109.922,21.572,0.0741,22.114,0.0404,21.5825,0.1274,0.6617,-0.5697,152.77532512399094,-4.693699025476923
13996,157580,1740.924,1110.331,22.985,0.1823,,,22.1595,0.2912,0.6550,-3.2055,152.76876432528832,-4.693681104511972
13998,157582,2110.589,1110.798,22.189,0.1132,23.125,0.0930,,,0.5980,-2.0450,152.75227949457656,-4.693660723828471
14001,157595,2047.575,1111.181,20.956,0.0398,21.76,0.0301,20.7485,0.0620,0.5850,-0.6553,152.7550895389272,-4.69364366507055
14002,157597,2260.989,1111.190,21.764999999999997,0.0893,22.084,0.0367,21.3205,0.1393,0.7450,-0.8233,152.74557256091003,-4.693643343431103
14003,5008380,1729.964,1111.262,22.270999999999997,0.1379,23.2,0.0990,,,0.5540,-2.4680,152.76925307371997,-4.6936397097549545
14004,157598,2627.475,1111.319,21.953,0.0852,22.843,0.0704,21.7955,0.1649,0.6273,-0.9287,152.72922949465138,-4.693637443884437
14006,5008381,2214.858,1111.420,22.246,0.1338,23.39,0.1292,,,0.5080,-2.4090,152.74762972542584,-4.693633115200995
14007,157594,1870.212,1111.517,21.755,0.0660,22.348,0.0471,21.5525,0.1583,0.5430,-1.8737,152.76299885883572,-4.693628568535191
14012,157607,2644.626,1112.056,21.776999999999997,0.0714,22.355,0.0507,21.6145,0.1365,0.6210,-0.1827,152.7284646642324,-4.693604671266798
14013,5008382,2507.416,1112.119,22.895999999999997,0.2565,23.105,0.0860,,,0.5520,-2.2845,152.73458340263642,-4.693601984683706
14015,157617,2909.685,1112.577,22.57,0.1094,22.984,0.0811,,,0.5515,-2.0685,152.7166446337159,-4.693581145739029
14016,157616,2885.756,1112.733,19.529,0.0193,20.22,0.0110,19.229499999999998,0.0209,0.6003,-0.3407,152.7177117228201,-4.69357425398052
14017,157618,3033.123,1112.901,21.773,0.0787,22.275000000000002,0.0415,21.6055,0.1315,0.6173,-1.1443,152.7111400456328,-4.693566505578764
14019,50022,1971.509,1113.042,22.834999999999997,0.1773,23.182000000000002,0.0858,,,0.5555,-1.0225,152.75848162228192,-4.6935608949380825
14024,157625,1279.336,1113.803,22.229,0.1088,22.569,0.0569,21.7055,0.1362,0.6160,-0.3897,152.7893483516747,-4.693525782468221
14026,157626,1313.890,1113.916,22.352,0.1025,22.654,0.0579,21.8935,0.1552,0.5737,-0.2210,152.78780745239135,-4.693520856822697
14027,157628,1995.854,1113.960,20.261999999999997,0.0273,20.957,0.0175,20.008499999999998,0.0377,0.6080,-0.2403,152.75739598145506,-4.693520115667935
14029,157637,1329.847,1114.145,21.233999999999998,0.0548,21.975,0.0354,21.0845,0.0885,0.6370,-0.1090,152.78709586627352,-4.693510722511937
14032,50047,2801.900,1114.377,22.308999999999997,0.0998,22.999000000000002,0.0750,,,0.5160,-0.4235,152.72145119632708,-4.693501320259601
14036,5008389,1574.365,1114.638,22.392,0.1414,22.67,0.0606,,,0.5145,-1.9820,152.77619184286152,-4.693489387178943
14038,157629,2163.164,1114.689,18.674,0.0153,19.022000000000002,0.0080,18.5685,0.0178,0.7533,-0.7033,152.74993496510473,-4.693487812535757
14039,157627,1371.255,1114.746,22.375,0.1216,23.01,0.0829,22.136499999999998,0.2792,0.6103,-0.0900,152.78524931882205,-4.693484120834334
14042,5008390,2061.402,1114.813,23.160999999999998,0.2916,,,21.9065,0.2579,0.7900,-4.1135,152.7544729358129,-4.693482251969015
14044,157645,2477.594,1114.855,21.695999999999998,0.0660,22.462,0.0539,21.7985,0.1810,0.6497,-0.1260,152.7359132854705,-4.693480402387504
14047,157647,3150.233,1115.202,18.040999999999997,0.0103,19.013,0.0071,17.6205,0.0105,0.7017,-0.6200,152.70591765369545,-4.69346397129088
14049,157638,1389.552,1115.214,21.326999999999998,0.0500,21.987000000000002,0.0374,20.9805,0.0866,0.6053,-0.5177,152.78443338231085,-4.693463367653122
14053,157641,1877.414,1115.619,21.000999999999998,0.0432,21.815,0.0287,20.9015,0.0724,0.5987,-1.0207,152.76267768839853,-4.693446265948126
14058,157660,1886.374,1116.391,21.035999999999998,0.0451,21.742,0.0274,20.9305,0.0725,0.5923,-0.8793,152.76227812568996,-4.693411965065031
14059,157657,1741.692,1116.409,22.014,0.0926,22.847,0.0713,21.729499999999998,0.2065,0.6120,-0.7843,152.76873006786474,-4.69341097260921
14060,5008392,2045.602,1116.428,22.589,0.2041,22.977,0.0844,,,0.6005,-1.1195,152.7551775193199,-4.693410463944315
14061,157669,1642.848,1116.506,22.165999999999997,0.1033,22.978,0.0799,,,0.5625,-0.8120,152.77313791196045,-4.693406495953961
14065,157668,1453.772,1116.992,22.528,0.1354,22.962,0.0751,22.1195,0.2628,0.5737,-2.0903,152.7815695552428,-4.6933845022619085
14068,157670,2126.430,1117.277,22.051,0.0966,22.824,0.0728,21.9295,0.2727,0.6460,-1.7667,152.7515730785793,-4.6933727759369654
14069,50093,1831.251,1117.782,22.148999999999997,0.0897,22.309,0.0488,21.5945,0.1274,0.6327,-0.0133,152.7647362764142,-4.693350076559933
14071,157685,2651.324,1117.919,19.302,0.0138,19.961000000000002,0.0093,19.0315,0.0193,0.5543,-0.2347,152.72816597989035,-4.693344086817214
14072,157687,3034.437,1117.966,21.508999999999997,0.0558,21.848,0.0276,20.9805,0.0754,0.5827,-0.4497,152.71108145985303,-4.693341391905699
14073,157679,1923.736,1117.989,17.043,0.0057,18.23,0.0053,16.9515,0.0088,0.7130,-0.3903,152.7606120047489,-4.69334098297833
14076,157680,2012.639,1118.160,21.122,0.0491,21.71,0.0268,20.7495,0.0625,0.5973,-0.7167,152.75664746858547,-4.693333462452414
14077,157684,2514.446,1118.202,22.023999999999997,0.0986,22.341,0.0485,,,0.6055,-0.8230,152.73426991097185,-4.693331624843119
14078,157688,3127.131,1118.234,21.974999999999998,0.1039,22.621000000000002,0.0613,21.7285,0.1513,0.7117,-1.4857,152.70694787012008,-4.693329271763679
14079,157683,2193.763,1118.308,21.311,0.0603,21.894000000000002,0.0355,21.0765,0.1034,0.7017,-0.9090,152.74857043352114,-4.693326977366437
14081,157677,1440.096,1118.329,21.557,0.0595,22.293,0.0430,21.2805,0.1012,0.6043,-1.0790,152.7821794187657,-4.693325047700381
14082,157676,1383.995,1118.343,22.616999999999997,0.1246,23.046,0.0867,22.0965,0.2894,0.6297,-0.6377,152.78468118292597,-4.693324287024333
14086,157692,1551.366,1119.122,19.511999999999997,0.0160,20.137,0.0102,19.1535,0.0208,0.5563,-0.5720,152.77721744987244,-4.693290051544409
14089,157697,2307.536,1119.578,20.09,0.0351,20.782,0.0163,19.8845,0.0494,0.8177,-0.5103,152.74349684580864,-4.693270543708473
14090,157696,2201.102,1119.694,21.166999999999998,0.0553,21.283,0.0234,21.4535,0.1462,0.6703,-0.4970,152.74824315817963,-4.693265379215991
14096,157710,3574.848,1120.411,20.854999999999997,0.0395,21.507,0.0271,20.7445,0.0680,0.6473,-0.7787,152.68698242108,-4.693231164244245
14099,157715,1212.203,1120.626,20.066,0.0239,20.732,0.0151,19.6295,0.0275,0.5643,0.0743,152.79234205587156,-4.693222341098536
14100,157722,2857.245,1120.754,21.581999999999997,0.0660,22.394000000000002,0.0513,21.5385,0.1268,0.6440,-0.6743,152.7189831541044,-4.693217812836467
14101,157720,2427.932,1120.776,18.264999999999997,0.0100,19.269000000000002,0.0077,17.5925,0.0097,0.6227,-0.3777,152.7381279131958,-4.693217270775257
14105,157721,2591.541,1121.054,19.816,0.0231,20.555,0.0159,19.5805,0.0289,0.6667,-0.1600,152.7308319427651,-4.693204810700097
14106,157718,2209.869,1121.182,18.374,0.0137,19.067,0.0081,17.7365,0.0118,0.7890,-0.3163,152.74785220272037,-4.6931992478858335
