,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
119779,180088,3103.990,5780.464,21.347,0.0138,20.457,0.0363,20.2785,0.0304,0.7197,-0.1973,11.792054366884072,-20.693356902311834,5.335700566691548
119781,180098,3931.503,5780.585,22.769,0.0465,21.847,0.1026,21.5025,0.0755,0.7487,-0.2167,11.752739647279185,-20.693351026168884,10.17291074771268
119786,180097,3884.675,5780.644,21.972,0.0261,21.153000000000002,0.0625,20.9475,0.0496,0.7867,0.1387,11.754964421724612,-20.6933486701932,9.514606646973407
119788,180101,4216.423,5780.656,21.833,0.0234,21.082,0.0579,20.8845,0.0494,0.8563,-0.3507,11.739203247572746,-20.69334563522813,14.313493695792115
119789,180091,3251.811,5780.668,21.923000000000002,0.0233,20.950000000000003,0.0547,20.767500000000002,0.0406,0.7543,0.0390,11.785031466114864,-20.69334840084285,4.2335202738888915
119803,71380,3021.931,5781.160,21.853,0.0221,20.826,0.0506,20.6955,0.0409,0.7907,0.1213,11.795952943443684,-20.693325532442426,6.232863471723787
119809,180099,4003.001,5781.375,21.703000000000003,0.0193,20.867,0.0559,20.6995,0.0435,0.8323,0.2583,11.749342820201722,-20.693315453512604,11.193249678785302
119810,180102,4373.886,5781.432,22.979,0.0575,21.699,0.1006,21.7485,0.1031,0.9630,-0.1860,11.7317222741845,-20.693309457416195,16.658302742694723
119813,71395,3814.986,5781.494,22.475,0.0387,21.909000000000002,0.1070,21.5685,0.0786,0.7317,0.2863,11.7582753142642,-20.693311235812583,8.554421422023186
119815,180105,3114.226,5781.550,21.399,0.0139,20.425,0.0361,20.1485,0.0261,0.7210,-0.1900,11.791568054354066,-20.693308684013985,5.237986493241908
119822,180109,3468.349,5782.165,22.060000000000002,0.0287,21.25,0.0619,20.9605,0.0482,0.6957,-0.3253,11.774743856473428,-20.693282181785566,4.614915748092414
119827,180115,4066.869,5782.395,22.165999999999997,0.0298,21.498,0.0804,21.3165,0.0622,0.7997,0.2273,11.746308493941605,-20.69326965161513,12.116837582191408
119831,180123,2744.946,5782.532,21.808,0.0212,20.982000000000003,0.0600,20.5645,0.0374,0.8907,-0.2777,11.809112340198691,-20.69326243356734,9.87832611033675
119832,180112,3856.072,5782.582,21.759,0.0227,20.858,0.0537,20.5045,0.0332,0.7763,0.0400,11.756323345900027,-20.693262685546404,9.117403643029688
119834,180128,3376.599,5782.662,21.503,0.0162,20.003,0.0323,19.6155,0.0174,0.7490,-0.2333,11.779102849487586,-20.69326003434664,4.142924559048911
119838,71410,3650.833,5782.835,22.147999999999996,0.0288,21.344,0.0688,21.1475,0.0513,0.6877,0.2017,11.766074140469222,-20.69325219470385,6.4401152378483335
119841,71400,1868.099,5782.951,23.225,0.0690,22.396,0.1898,22.3655,0.1855,1.1250,0.2717,11.85077082003755,-20.693230508714482,22.904369320196047
119842,71408,3514.488,5783.042,21.247,0.0129,20.414,0.0437,20.0115,0.0229,0.7200,-0.1430,11.772551817660135,-20.69324319208816,4.9910488420189125
119843,180190,3500.155,5783.048,21.787999999999997,0.0212,20.904,0.0532,20.7425,0.0423,0.6963,-0.2723,11.773232770690173,-20.693242932108003,4.86662266927766
119848,180129,3426.679,5783.192,21.295,0.0156,20.261000000000003,0.0320,19.9355,0.0215,0.6840,0.3110,11.776723575358144,-20.693236524381764,4.351615410987123
119852,71422,3511.910,5783.298,22.043999999999997,0.0272,21.14,0.0792,20.8515,0.0512,0.7527,0.2180,11.772674297181162,-20.69323181572445,4.968545632298693
119854,180127,3136.895,5783.381,22.566000000000003,0.0376,21.538,0.0755,21.7525,0.0804,0.7420,-0.1673,11.790491053565882,-20.69322740846525,5.03050513147998
119866,180144,4308.336,5783.855,21.473999999999997,0.0174,20.611,0.0461,20.4055,0.0350,0.9080,0.1683,11.734836547167296,-20.693202511016366,15.677478193231648
119867,71419,3320.766,5783.931,22.909999999999997,0.0523,21.984,0.1311,21.6735,0.0848,0.7460,-0.0903,11.781755442524126,-20.693203545117655,4.078747834267739
119870,71412,3982.752,5783.964,23.031999999999996,0.0615,22.674,0.2328,22.078500000000002,0.1227,0.7057,-0.1017,11.750304857941433,-20.693200524483842,10.902066964829679
119872,180136,3009.184,5784.001,21.659999999999997,0.0209,20.694000000000003,0.0446,20.6665,0.0360,0.7853,0.2840,11.796558528385681,-20.693199190255488,6.390986306685808
119880,180150,3519.943,5784.377,22.125999999999998,0.0291,21.387,0.0789,21.1835,0.0511,0.6933,0.1053,11.772292654482705,-20.693183855581122,5.042042078651614
119882,71416,2790.425,5784.421,23.554000000000002,0.0887,22.738,0.2098,21.1655,0.0603,0.8920,-0.3773,11.806951640113708,-20.693178894967282,9.247594881607293
119887,180139,3656.550,5784.632,22.299,0.0301,21.602,0.0857,21.3025,0.0589,0.6913,0.2753,11.765802533543548,-20.693172314573257,6.509921697467503
119895,180156,4265.911,5784.990,22.167,0.0314,21.558,0.0907,21.4725,0.0915,1.0230,0.3993,11.736852147009472,-20.69315251726319,15.045339186391653
119896,71456,3259.467,5785.023,22.031999999999996,0.0253,21.068,0.0564,20.8895,0.0450,0.7067,-0.2807,11.784667720587748,-20.693154867052403,4.2151868799673196
119899,71441,3739.282,5785.108,21.948,0.0264,20.518,0.0457,19.8705,0.0233,0.7613,-0.2240,11.761871985012597,-20.6931509151082,7.54817511732651
119907,180178,4170.955,5785.533,22.694000000000003,0.0438,21.645,0.0858,21.4155,0.0738,0.7810,-0.2197,11.741363455870216,-20.693129307596944,13.639717050382659
119908,71451,4002.864,5785.535,22.819000000000003,0.0450,21.805,0.1221,21.6705,0.0858,0.8277,0.1860,11.749349359861155,-20.69313056581968,11.190294916749533
119910,180176,3905.288,5785.694,21.176000000000002,0.0156,20.393,0.0377,19.9895,0.0221,0.7617,-0.0330,11.753985139330364,-20.693124112364437,9.802908488343913
119916,180160,2682.388,5785.761,22.125,0.0264,21.315,0.0843,20.8665,0.0526,0.9653,0.2447,11.812084400423137,-20.69311830528316,10.772889551081148
119918,180167,3238.251,5785.825,21.900999999999996,0.0243,20.87,0.0496,20.4715,0.0351,0.7733,-0.3610,11.785675677966497,-20.693119161140455,4.3114937342947846
119921,180180,4390.392,5785.852,22.381,0.0346,21.717000000000002,0.1126,21.3775,0.0822,0.9987,-0.2337,11.730938139890817,-20.6931128175298,16.902797196081817
119928,180169,3420.717,5786.163,22.103,0.0267,21.240000000000002,0.0692,20.9095,0.0475,0.7303,-0.0033,11.777006824613476,-20.693104476390513,4.326478316723359
119931,71457,3309.853,5786.252,22.519999999999996,0.0347,21.641000000000002,0.0863,21.7385,0.0836,0.6920,0.1067,11.782273907831598,-20.693100367494512,4.093239273656421
119936,180161,2813.403,5786.529,21.653,0.0217,20.679000000000002,0.0487,20.3175,0.0310,0.8897,-0.1750,11.805859949251415,-20.693085406570795,8.935599298557749
119940,180186,3041.177,5786.978,22.497,0.0385,21.566000000000003,0.0838,21.3885,0.0660,0.8173,-0.1193,11.795038541120798,-20.69306706526829,6.027170783107341
119943,71458,3502.326,5787.183,22.484,0.0377,21.364,0.0801,21.1855,0.0607,0.7800,-0.2593,11.77312962944178,-20.69305915371849,4.89137380286923
119946,180200,3281.812,5787.364,21.371000000000002,0.0171,20.46,0.0389,20.1325,0.0285,0.7753,0.3470,11.78360611624826,-20.69305088118723,4.148819609156469
119961,180207,3911.565,5787.750,21.156,0.0155,19.946,0.0325,19.3905,0.0164,0.8153,-0.3337,11.753686935380824,-20.693032698991498,9.8909461628707
119966,180209,4034.624,5787.962,21.185000000000002,0.0164,20.468,0.0426,20.4105,0.0332,0.8580,-0.2987,11.747840480046538,-20.693022472962056,11.647581775642406
119971,180212,4293.958,5788.232,22.551000000000002,0.0386,21.803,0.1134,21.6615,0.0928,0.9737,-0.3537,11.735519687895335,-20.69300813331283,15.460815375860138
119974,71476,2580.408,5788.277,22.927,0.0564,21.94,0.1525,21.7255,0.1278,1.1323,0.3857,11.816929377185936,-20.69300536754635,12.250006486865152
119982,180224,3154.987,5788.562,19.165,0.0063,18.653000000000002,0.0219,18.6405,0.0114,0.9790,0.2120,11.789631489746823,-20.692997218797046,4.887453722763918
119983,71465,2739.927,5788.563,23.039,0.0614,22.178,0.1256,21.9705,0.1313,0.9967,0.4253,11.80935072850458,-20.692994341854547,9.962852143634276
119988,71482,3249.850,5788.718,22.591,0.0427,22.079,0.1229,21.7845,0.0897,0.7687,-0.1293,11.785124607307647,-20.69299061788137,4.2658363522722125
119993,180230,3736.883,5788.928,21.144999999999996,0.0129,20.015,0.0327,19.5125,0.0173,0.7113,-0.2483,11.761985974275875,-20.692981145874977,7.518447400930287
119994,180217,1205.201,5789.049,21.836999999999996,0.0238,20.950000000000003,0.0804,20.2185,0.0343,1.1827,-0.1277,11.882264469223372,-20.692942784477644,33.03706019800313
119998,180233,3860.691,5789.166,22.058999999999997,0.0265,21.154,0.0615,20.7785,0.0404,0.7293,0.1073,11.756103935493162,-20.692970040433,9.181444395539557
120007,180220,2912.936,5789.287,22.659999999999997,0.0423,21.758000000000003,0.0924,21.581500000000002,0.0809,0.8250,0.1333,11.80113117514264,-20.692963617457455,7.608270504728096
120010,180225,3254.812,5789.372,22.737000000000002,0.0457,21.922,0.1059,21.6275,0.0814,0.7397,-0.2997,11.784888863811005,-20.692961565413714,4.246645019204531
120012,180229,3656.569,5789.481,21.499000000000002,0.0167,20.616,0.0410,20.3985,0.0294,0.6777,-0.1900,11.765801643393573,-20.692956803688187,6.513424012227827
120014,180236,2788.155,5789.487,21.478,0.0197,20.41,0.0409,19.9545,0.0262,0.9283,-0.2837,11.807059438166863,-20.692953719562254,9.291037034465012
120017,71494,3243.901,5789.620,22.814999999999998,0.0493,22.157,0.1320,21.8665,0.0985,0.7647,-0.3850,11.78540723771198,-20.692950511641705,4.2955067669886535
120025,180248,3889.417,5789.970,22.441000000000003,0.0379,21.53,0.0840,21.2185,0.0611,0.8053,0.2757,11.754739186169527,-20.69293415618446,9.580519517302765
120033,71502,4357.053,5790.279,23.281,0.0674,22.237000000000002,0.1662,22.4125,0.1890,1.0200,-0.0293,11.7325221101738,-20.692916453979873,16.401115152121992
120040,71528,3687.947,5790.776,21.113999999999997,0.0133,20.092000000000002,0.0275,19.8415,0.0196,0.6460,0.2103,11.764310898468985,-20.692899166172673,6.897776605645198
120042,71508,3278.702,5790.817,22.345999999999997,0.0339,21.984,0.1175,21.7585,0.0968,0.7467,0.0813,11.7837538611693,-20.69289740696949,4.167379900166818
120047,180203,3642.205,5790.980,22.551000000000002,0.0367,21.521,0.0766,21.5795,0.0785,0.6380,-0.1667,11.766484071481385,-20.69289021482465,6.34352488319932
120052,71529,3997.067,5791.113,22.892000000000003,0.0535,22.253,0.1422,21.8965,0.1082,0.8193,-0.2440,11.749624812851385,-20.69288269493713,11.1057542715577
120070,71524,3073.115,5791.894,23.006,0.0594,22.449,0.1553,22.3375,0.1363,0.7787,0.3600,11.793521158716196,-20.69284874899995,5.688497453953812
120077,180278,4180.668,5792.170,18.583999999999996,0.0047,17.71,0.0095,17.5735,0.0069,0.8047,0.3037,11.740902062736607,-20.692834241152994,13.779899688905497
120096,71544,3886.296,5793.007,22.397,0.0367,21.562,0.0865,21.2085,0.0566,0.7733,-0.1087,11.75488748044917,-20.6927991955063,9.536905315596726
120103,180285,2959.035,5793.411,22.351,0.0338,21.401,0.0799,21.4395,0.0692,0.8723,-0.1833,11.798941011690124,-20.692780650295425,7.029508520551831
120109,180302,3142.579,5793.674,21.043999999999997,0.0122,20.121000000000002,0.0291,19.8885,0.0217,0.7160,0.3357,11.790220962598614,-20.692769966945633,5.0100739416490665
120111,180300,3077.646,5793.726,22.159,0.0301,21.234,0.0602,20.9025,0.0479,0.7507,0.1460,11.793305883881809,-20.69276735025732,5.645454822026602
120122,71561,4276.116,5794.109,22.676000000000002,0.0433,21.795,0.1143,21.7095,0.0862,0.9057,-0.0213,11.736367415945928,-20.692747122721467,15.192179466667731
120123,71553,3383.914,5794.248,22.884,0.0530,22.546,0.1920,21.2935,0.0747,0.7300,0.0183,11.778755303614535,-20.692745110351215,4.192462530480692
120127,71554,3567.696,5794.369,22.929000000000002,0.0554,22.504,0.1777,21.8995,0.0961,0.6790,0.1067,11.770023949764033,-20.692739722277295,5.519203744770985
120134,180322,3658.139,5794.563,21.482,0.0173,20.554000000000002,0.0411,20.2865,0.0275,0.6800,0.0063,11.765727066933712,-20.692730933508578,6.535730460712326
120136,180328,4114.733,5794.630,21.439999999999998,0.0183,20.241,0.0357,19.8695,0.0234,0.8220,-0.0387,11.744034611400558,-20.69272548857645,12.810612472742372
120141,180316,3312.716,5794.822,22.814,0.0471,21.804000000000002,0.0898,21.7835,0.0898,0.6840,-0.3607,11.78213786939193,-20.692719485060547,4.114211183058684
120146,180313,2763.857,5795.018,21.381,0.0173,20.448,0.0421,20.2275,0.0325,0.9370,-0.0273,11.80821376570496,-20.69270767762487,9.642181320314256
120150,180325,3809.410,5795.261,19.366,0.0058,18.739,0.0176,18.5765,0.0099,0.8127,0.2400,11.758540292038392,-20.69269939467545,8.48093257424752
120160,180333,2941.197,5795.627,21.264000000000003,0.0179,20.141000000000002,0.0331,19.5455,0.0202,0.8827,-0.2500,11.799788466212663,-20.69268204042742,7.2607126040448975
120171,180336,3381.906,5795.997,21.262,0.0141,20.098000000000003,0.0314,19.1785,0.0143,0.6977,0.1147,11.778850700099072,-20.692667374799825,4.190463444129851
120179,71587,3748.291,5796.360,21.211,0.0172,20.509,0.0441,20.0545,0.0249,0.7723,0.2653,11.76144401609108,-20.69265079491592,7.669343550652952
120183,180343,3821.944,5796.505,21.546999999999997,0.0206,20.529,0.0454,20.2915,0.0332,0.8350,-0.1733,11.757944816794302,-20.692644049682077,8.65091238263304
120184,180353,4034.558,5796.555,21.552,0.0202,20.714000000000002,0.0483,20.4345,0.0345,0.8377,0.2257,11.747843683216958,-20.69264056285724,11.644258474073181
120185,180355,4192.379,5796.556,18.784999999999997,0.0043,17.963,0.0110,17.8085,0.0075,0.7783,0.2010,11.740345725332823,-20.692639199056412,13.950624960716091
120195,71602,4358.151,5797.109,23.625999999999998,0.0893,22.696,0.2398,22.4215,0.1747,0.9610,-0.3740,11.732470029479936,-20.692612886219244,16.41347205318632
120198,180329,4252.912,5797.384,22.857999999999997,0.0515,22.143,0.1315,21.9175,0.1138,0.8980,-0.0447,11.737469857023024,-20.69260180700424,14.845874015426142
120216,180359,2858.720,5797.960,22.615000000000002,0.0434,21.947000000000003,0.1114,21.5955,0.0866,0.8893,0.3653,11.803706868255466,-20.692577737829033,8.347613626088446
120221,71608,2966.889,5798.103,21.619,0.0215,20.671,0.0502,20.2845,0.0311,0.8787,-0.0373,11.798567840572508,-20.69257216925581,6.943854133181713
120226,180357,2644.490,5798.336,20.686,0.0126,19.781000000000002,0.0318,19.5045,0.0231,1.0427,-0.1550,11.813884766330773,-20.692559018429165,11.344210620345963
120228,71635,3790.268,5798.360,21.814999999999998,0.0235,20.774,0.0567,20.5985,0.0377,0.7437,-0.3567,11.759449728498154,-20.69256174336688,8.224277871393866
120232,71624,3998.168,5798.437,23.054000000000002,0.0623,22.193,0.1359,22.0875,0.1330,0.8240,-0.0817,11.749572558929211,-20.69255717672492,11.119942702795301
120234,71610,3297.665,5798.489,21.491999999999997,0.0168,20.422,0.0343,20.2485,0.0259,0.6727,-0.0740,11.782852922820437,-20.692556474894566,4.145176929558029
120239,71632,3293.603,5798.689,21.887999999999998,0.0255,20.998,0.0584,20.6275,0.0406,0.7707,-0.0960,11.78304590485252,-20.69254757671447,4.153567635180954
120241,71611,3318.318,5798.995,21.466,0.0141,20.389000000000003,0.0389,19.9885,0.0262,0.7617,0.1730,11.78187171342235,-20.692534030009337,4.121371226829707
120245,180390,4242.368,5799.081,21.982,0.0257,20.225,0.0384,19.5275,0.0193,0.9520,-0.0313,11.737970812668987,-20.692526491461493,14.688667677860403
120246,180382,3358.790,5799.094,21.125,0.0153,20.247,0.0353,20.0955,0.0268,0.7893,0.1617,11.779948919614222,-20.692529700081597,4.14350107175539
120247,180387,3947.016,5799.120,21.555,0.0166,20.511000000000003,0.0406,20.3685,0.0295,0.7343,-0.1580,11.752002755725984,-20.692527154991463,10.390285545070233
120249,71642,3081.699,5799.193,20.863999999999997,0.0129,19.358,0.0217,19.0525,0.0125,0.7933,-0.3353,11.79311329893,-20.69252439348019,5.618354666302448
120250,180385,3781.214,5799.220,22.543,0.0398,21.815,0.1050,21.3705,0.0671,0.7443,-0.3423,11.759879880863064,-20.692523558244204,8.103764351414558
120254,180396,3059.570,5799.342,22.926000000000002,0.0562,22.002000000000002,0.1155,21.6635,0.0822,0.8047,-0.0687,11.794164629711622,-20.692517655750947,5.856540411360822
120263,180408,4337.152,5799.658,22.247,0.0273,20.991,0.0622,20.5145,0.0416,0.9900,0.1113,11.73346770669594,-20.692499837088977,16.098327629401968
120264,180393,2672.433,5799.698,22.881999999999998,0.0536,22.065,0.1381,21.8015,0.1103,0.9857,0.0553,11.812557200986008,-20.692498781032118,10.946313611322301
120267,71657,3750.076,5799.739,21.128999999999998,0.0153,20.177,0.0340,19.9265,0.0237,0.7487,0.1603,11.76135922519129,-20.692500610878042,7.6937680044267065
120270,180397,3133.772,5800.112,21.359,0.0156,20.34,0.0348,20.0675,0.0246,0.7657,0.1083,11.790639346678807,-20.69248379575794,5.108315730951294
120273,71643,3281.888,5800.157,21.942,0.0266,20.995,0.0640,20.6225,0.0377,0.7817,-0.1973,11.783602471667411,-20.692482304321263,4.18556175909904
120280,180399,3285.570,5800.383,21.789,0.0240,20.787000000000003,0.0517,20.5165,0.0347,0.7717,-0.0257,11.783427542149003,-20.692472268892825,4.176647675042354
120291,180414,3250.401,5800.899,21.853,0.0229,20.950000000000003,0.0496,20.7335,0.0426,0.7587,-0.1517,11.785098392040489,-20.69244924238493,4.2995027615227155
120292,71641,2838.448,5800.914,22.61,0.0398,21.917,0.1200,21.5505,0.0845,0.9073,0.3300,11.804669949353045,-20.692446284684817,8.628532887859183
120295,180412,3161.695,5801.141,20.851999999999997,0.0123,19.752000000000002,0.0281,19.1535,0.0148,0.8337,0.0447,11.789312742447514,-20.692438180210818,4.869055645187623
120296,180418,3864.146,5801.156,21.485999999999997,0.0167,20.658,0.0441,20.3395,0.0312,0.7587,-0.1887,11.755939856365458,-20.692437134657386,9.229578569959447
120298,71660,3904.183,5801.269,23.061,0.0547,21.911,0.1029,21.5115,0.0695,0.7007,0.0720,11.75403773131938,-20.6924318972937,9.786510346541146
120300,180421,4061.873,5801.461,22.287999999999997,0.0339,21.506,0.0880,21.4235,0.0872,0.8763,0.3340,11.74654600832328,-20.69242231357775,12.03825110184394
120301,180420,3953.300,5801.511,22.356,0.0308,21.335,0.0681,21.2155,0.0592,0.7307,0.2093,11.751704223847677,-20.6924208492995,10.479094190232878
120302,180426,2812.275,5801.521,22.458,0.0326,21.486,0.0829,21.3385,0.0656,0.9007,-0.1023,11.805913401862052,-20.692419086724655,8.987065322028945
120303,71669,3772.094,5801.547,22.97,0.0591,21.829,0.0967,21.8355,0.1070,0.7663,0.3897,11.760313174777057,-20.692420172397398,7.983447985033603
120309,180430,3268.914,5801.724,21.177999999999997,0.0141,20.351000000000003,0.0342,20.1805,0.0273,0.7277,-0.2980,11.784218851796753,-20.692412626835907,4.229773260754078
120324,180451,3139.483,5802.269,23.012,0.0562,22.311,0.1526,22.081500000000002,0.1177,0.8030,0.0123,11.790368011560675,-20.69238795412121,5.063092620707844
120341,71674,4136.790,5802.872,18.146,0.0067,17.331,0.0142,17.1015,0.0082,1.1647,0.2380,11.742986775769678,-20.692358990061805,13.13037915513861
120346,71679,3261.341,5803.027,22.624000000000002,0.0383,21.746000000000002,0.0977,21.2435,0.0550,0.6963,-0.0753,11.78457863509559,-20.692354695448,4.260957755728724
120347,180457,3447.508,5803.055,20.819000000000003,0.0133,19.729000000000003,0.0253,19.1235,0.0130,0.7610,0.3060,11.77573399429678,-20.69235373482704,4.512912472507818
120349,180456,3399.449,5803.207,21.403,0.0165,20.471,0.0386,20.1455,0.0264,0.7200,-0.1430,11.778017237642034,-20.69234694922715,4.268079120967841
