,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
118972,70930,3674.142,5747.833,22.945,0.0556,22.327,0.1378,22.2645,0.1230,0.7000,0.0987,11.764966643497251,-20.69480777926744,6.702642598548802
118982,179558,4099.117,5748.077,22.214,0.0293,21.165000000000003,0.0604,21.0265,0.0471,0.7250,-0.2167,11.744776108398456,-20.69479463720577,12.599864460572157
118989,179546,3081.303,5748.379,22.859,0.0527,21.843,0.1030,21.7515,0.0907,0.8000,-0.4187,11.793132389410873,-20.694782788580245,5.476871244788635
118992,179560,4319.198,5748.484,21.975,0.0259,21.147000000000002,0.0650,21.0395,0.0506,0.8690,0.2347,11.734320081202645,-20.694774434024676,15.860043205026878
119003,179574,4286.120,5749.028,22.046999999999997,0.0275,21.142,0.0673,20.9655,0.0524,0.9547,0.3050,11.73589162037832,-20.694750614341125,15.36589985532
119004,179568,3503.842,5749.076,21.045,0.0131,20.130000000000003,0.0298,19.8015,0.0218,0.7350,0.0737,11.773057587987264,-20.6947527954776,4.847104388688891
119006,70938,3480.866,5749.205,22.430999999999997,0.0343,21.801000000000002,0.1085,21.7115,0.0815,0.6690,-0.3703,11.774149176153355,-20.694747068391237,4.654294802332305
119011,179571,3669.147,5749.417,21.432000000000002,0.0176,20.359,0.0390,19.4285,0.0170,0.7563,0.1620,11.76520396004843,-20.69473739237178,6.64164810548189
119014,179565,3197.286,5749.457,22.872,0.0508,21.805,0.1062,21.8445,0.0906,0.7883,0.2773,11.787622040376755,-20.694735379331032,4.445317875813262
119022,179584,3735.687,5749.785,21.197000000000003,0.0164,20.315,0.0352,20.078500000000002,0.0240,0.7137,0.2793,11.762042651103217,-20.694720836725196,7.489198562611053
119026,70941,3983.541,5749.958,23.037,0.0593,22.283,0.1497,22.2435,0.1394,0.7423,0.1393,11.750267129887028,-20.694711895031904,10.920857962012573
119036,179605,4145.371,5750.354,22.738,0.0452,22.367,0.1328,21.8015,0.0947,0.8027,0.0327,11.742578605518824,-20.694693045335658,13.278372745922567
119041,179602,3830.089,5750.623,21.674,0.0185,20.848000000000003,0.0530,20.4685,0.0331,0.7540,0.1027,11.757557624131334,-20.694683209489046,8.757774399944989
119048,179595,2833.799,5750.821,21.575000000000003,0.0195,20.549,0.0438,19.8855,0.0224,0.8633,-0.1913,11.804891265592067,-20.694672598724352,8.570227248321942
119056,70972,5182.837,5751.207,23.039,0.0589,22.675,0.2237,21.9955,0.1285,1.1360,-0.2220,11.693288758712258,-20.694639020419093,28.95905998338425
119060,70977,3207.162,5751.375,22.927,0.0509,22.322000000000003,0.1563,21.8625,0.0997,0.7837,-0.1350,11.787152825306164,-20.694650169624424,4.3855706477045775
119061,179606,4224.683,5751.382,21.521,0.0196,20.552,0.0473,20.1955,0.0281,0.9180,0.1457,11.738810511503935,-20.694646619488676,14.450610650197358
119063,70988,3816.420,5751.492,22.427,0.0354,22.151,0.1194,21.6005,0.0835,0.7357,0.0823,11.75820704119767,-20.69464464993341,8.570488235709385
119066,179613,3179.058,5751.604,22.604,0.0392,21.494,0.0809,21.5265,0.0735,0.7197,-0.4187,11.788488042467979,-20.694639889964332,4.583541986288477
119074,179611,2892.547,5751.744,22.592999999999996,0.0386,21.926000000000002,0.1136,21.7975,0.1049,0.8310,-0.2810,11.802100146910927,-20.69463204199214,7.781081707187311
119084,179620,3792.640,5752.118,21.287,0.0173,20.103,0.0308,19.6635,0.0186,0.7413,-0.2343,11.759336829249381,-20.694616930884724,8.247399751246741
119087,179628,4313.420,5752.257,19.881999999999998,0.0070,19.035,0.0211,18.8495,0.0136,0.9373,-0.3353,11.734594637841939,-20.694606808948095,15.771492910092322
119088,179621,3819.862,5752.263,21.966,0.0250,20.964000000000002,0.0550,20.7585,0.0396,0.7393,0.2470,11.758043515898558,-20.69461036777003,8.617628843822123
119095,179640,4129.002,5752.501,21.764000000000003,0.0225,20.78,0.0488,20.5725,0.0361,0.7663,-0.4057,11.743356314742005,-20.69459776515417,13.036609715839056
119101,179641,4172.933,5752.673,19.835,0.0059,19.001,0.0197,18.8935,0.0108,0.7563,-0.1457,11.74126916045922,-20.69458973197202,13.683814846711053
119103,179637,3684.208,5752.934,20.97,0.0127,20.056,0.0307,19.7265,0.0196,0.6990,-0.0737,11.764488423531402,-20.6945810412035,6.8309444670690995
119113,179632,3590.116,5753.390,21.594,0.0205,20.700000000000003,0.0450,20.4775,0.0335,0.7183,0.1947,11.768958723456624,-20.694560977564738,5.716163861997607
119114,71005,3671.585,5753.402,21.356,0.0154,20.497,0.0373,20.0965,0.0271,0.6887,-0.2753,11.76508814198652,-20.69456027515929,6.674057200951964
119118,179650,3485.600,5753.731,21.247,0.0157,20.309,0.0377,19.9555,0.0223,0.7330,-0.2827,11.773924265044723,-20.694545912351384,4.699777773489272
119123,179654,4138.895,5754.017,22.197000000000003,0.0288,21.554000000000002,0.0795,21.3035,0.0663,0.7880,-0.0703,11.742886313746663,-20.694530302116,13.181449631249947
119128,179651,3636.731,5754.159,20.798000000000002,0.0110,19.837,0.0263,19.5555,0.0165,0.6623,-0.0663,11.766744052686649,-20.694526713667614,6.251799346777868
119141,179664,4113.657,5754.937,21.588,0.0199,20.548000000000002,0.0407,20.3735,0.0322,0.7987,0.0220,11.744085375511643,-20.694489628497813,12.810289081087625
119145,71031,2908.755,5755.197,20.762,0.0116,19.771,0.0282,19.5205,0.0177,0.7753,-0.2853,11.80133007961292,-20.694478696023165,7.57608184529686
119147,71024,3674.913,5755.215,22.494,0.0376,21.653000000000002,0.0874,21.8485,0.1036,0.6890,-0.3117,11.764930034294231,-20.69447968873457,6.7162983491642825
119152,71048,3370.708,5755.408,21.619999999999997,0.0193,20.211000000000002,0.0333,19.7585,0.0203,0.7347,-0.2027,11.779382766073443,-20.6944713142489,4.060675337639716
119153,179672,3321.645,5755.410,21.951,0.0176,20.928,0.0533,19.5525,0.0145,0.7687,-0.0730,11.781713741397338,-20.69447114528228,4.000644010264096
119159,179679,3987.415,5755.711,22.415999999999997,0.0289,21.446,0.0776,21.1925,0.0615,0.7860,-0.1490,11.750083117939731,-20.694456180538968,10.975200817074258
119161,71027,4151.041,5755.809,21.536,0.0182,20.787000000000003,0.0506,20.4645,0.0344,0.8160,-0.0903,11.742309276157892,-20.694450551248043,13.359486262814652
119164,179683,4126.182,5755.987,21.872999999999998,0.0231,21.0,0.0532,20.8515,0.0408,0.7380,-0.2520,11.743490324434191,-20.694442856124443,12.993716104805493
119171,71054,3771.316,5756.197,22.336999999999996,0.0312,21.464000000000002,0.0702,21.2465,0.0611,0.6893,0.3487,11.760349947096701,-20.694435728441828,7.961781738563668
119173,179681,4042.735,5756.228,20.686,0.0099,19.795,0.0287,19.6075,0.0175,0.7410,-0.1903,11.747454878399699,-20.69443281116935,11.77452435909545
119177,71047,3340.390,5756.297,22.689999999999998,0.0453,21.655,0.0892,21.5735,0.0700,0.6997,-0.2887,11.780823167807322,-20.694431757402658,4.009141383516129
119179,71049,3449.734,5756.451,21.932000000000002,0.0248,20.816000000000003,0.0478,20.4135,0.0313,0.6740,-0.2637,11.775628253033041,-20.694425021816567,4.438373306987031
119182,179697,3816.757,5756.567,21.872,0.0222,20.957,0.0575,20.6225,0.0365,0.7550,0.2463,11.758191054827872,-20.69441909314159,8.57560040723314
119188,179689,3244.038,5756.838,20.457,0.0091,19.589000000000002,0.0254,18.9755,0.0122,0.7920,0.0310,11.785400833037984,-20.69440748801361,4.197480775192269
119204,179691,3358.400,5757.667,22.705,0.0452,21.916,0.1015,21.7045,0.0792,0.6917,-0.2903,11.779967513630853,-20.69437089722689,4.038030502007697
119207,179703,3175.553,5757.821,21.634,0.0182,20.732000000000003,0.0474,20.4295,0.0305,0.7600,-0.3310,11.788654538949995,-20.694363565762234,4.629032218401066
119212,179709,3642.352,5758.145,22.183999999999997,0.0290,21.236,0.0595,20.9835,0.0474,0.6547,-0.2003,11.76647700928306,-20.694349546024323,6.321558419406278
119214,179701,2898.650,5758.288,21.753999999999998,0.0226,20.741,0.0469,20.6065,0.0363,0.7887,-0.2380,11.801810141762468,-20.694341243702187,7.716824844585576
119217,179707,3474.076,5758.392,22.329,0.0312,21.419,0.0708,21.2005,0.0607,0.6970,0.0537,11.774471768895616,-20.694338758295064,4.616471617899965
119220,179702,3037.870,5758.493,21.098999999999997,0.0121,20.056,0.0317,19.6415,0.0167,0.7487,0.0390,11.79519582714472,-20.694333045032504,5.985506529329877
119223,71064,3364.137,5758.561,21.548000000000002,0.0200,20.626,0.0413,20.3635,0.0279,0.6837,-0.2330,11.779694948513278,-20.694331172177368,4.052284732230258
119231,71086,5349.279,5758.663,23.269999999999996,0.0671,22.511000000000003,0.1861,22.0055,0.1422,1.0053,-0.3350,11.685381328910358,-20.69430375344317,31.4991976659669
119234,179729,4038.286,5758.705,21.427999999999997,0.0172,20.437,0.0436,20.1015,0.0249,0.7813,-0.1847,11.747666269188146,-20.694322755393728,11.709183475954175
119236,179813,3773.675,5758.799,22.930999999999997,0.0535,21.950000000000003,0.1103,21.9445,0.1058,0.6873,-0.1197,11.76023788239129,-20.694320074892403,7.993862290606986
119239,179723,3352.724,5758.982,21.557000000000002,0.0175,20.723000000000003,0.0470,20.4665,0.0308,0.7167,-0.3460,11.780237177128976,-20.69431244428266,4.031359789212556
119250,179746,4279.077,5759.520,22.848999999999997,0.0468,21.768,0.0988,20.9355,0.0479,0.8667,0.1707,11.736226350969257,-20.69428437828946,15.255046921753506
119252,179732,2792.713,5759.557,22.64,0.0438,21.902,0.1071,21.6915,0.0899,0.8983,-0.0113,11.80684317419668,-20.69428398036558,9.157124668550138
119255,179734,3032.512,5759.679,21.854,0.0218,21.069000000000003,0.0597,20.8295,0.0397,0.7157,0.2780,11.795450377342236,-20.694280303542982,6.05048396572193
119258,179739,3596.916,5759.741,22.055,0.0266,21.245,0.0640,20.7825,0.0394,0.6657,0.2110,11.768635667467077,-20.694278700431816,5.7975674793128
119264,179737,3338.895,5759.922,21.613999999999997,0.0173,20.835,0.0504,20.7765,0.0410,0.6937,-0.3763,11.780894188289546,-20.69427064391854,4.0174297778734696
119271,179741,3703.490,5760.223,21.078000000000003,0.0154,20.394000000000002,0.0364,20.0155,0.0251,0.7403,0.3403,11.763572361742037,-20.694257030205637,7.077894501836261
119274,179745,4159.191,5760.388,22.656999999999996,0.0411,21.695,0.0964,21.4005,0.0747,0.8250,-0.3113,11.741922115085009,-20.6942469678546,13.477545342689279
119278,179756,3072.950,5760.457,21.856,0.0231,20.913,0.0504,20.6155,0.0344,0.7373,0.3400,11.793529172685624,-20.694245946347753,5.60062790971814
119284,71107,2903.310,5760.596,21.223999999999997,0.0166,20.347,0.0380,20.1275,0.0252,0.8270,-0.3253,11.801588727828557,-20.69423870068329,7.661267172953844
119289,179759,3227.926,5760.679,21.829,0.0248,20.753,0.0532,20.4745,0.0326,0.8313,0.1880,11.78616629819101,-20.69423672769155,4.290198091262707
119292,179738,3563.375,5760.765,21.399,0.0169,20.447000000000003,0.0392,20.2835,0.0288,0.7050,0.2863,11.770229194332238,-20.694233236833583,5.436673043780232
119301,179760,3435.578,5761.113,21.552999999999997,0.0185,20.5,0.0402,20.206500000000002,0.0267,0.7127,-0.0060,11.77630079980461,-20.694217816747834,4.357660199938832
119311,179766,3742.146,5761.442,22.854999999999997,0.0523,21.896,0.0977,21.8535,0.1076,0.7217,0.2417,11.761735828593883,-20.694202725973835,7.577486211883553
119313,179758,3213.895,5761.488,20.799999999999997,0.0117,19.909000000000002,0.0308,19.6095,0.0192,0.8333,-0.2720,11.786832904806031,-20.694200726390022,4.373745444086686
119314,71122,3138.258,5761.526,21.308,0.0166,20.059,0.0310,19.5605,0.0190,0.7887,-0.0833,11.790426399873317,-20.69419874649929,4.953569360889703
119319,71118,4282.867,5761.823,22.891,0.0548,21.853,0.1152,21.8105,0.0983,0.9403,0.1440,11.736046315057633,-20.694181982926143,15.310230172724262
119326,71127,3335.698,5762.008,22.634999999999998,0.0434,21.808,0.1087,21.2935,0.0547,0.7000,0.1173,11.781046073094275,-20.694177927332095,4.020791043725679
119350,179791,2923.975,5762.945,21.792,0.0236,20.957,0.0599,20.6495,0.0374,0.8607,0.2343,11.800606920703967,-20.694134450953957,7.397413525795581
119353,179796,3624.317,5762.986,22.207,0.0307,21.435000000000002,0.0755,21.1535,0.0518,0.6923,0.2637,11.76733385889876,-20.694134428740636,6.112564116614623
119354,179794,3317.385,5763.019,20.488,0.0086,19.596,0.0244,19.3025,0.0146,0.7027,-0.2907,11.781916116946169,-20.694132959481546,4.023029105508606
119362,179798,3789.649,5763.381,21.136000000000003,0.0156,20.084,0.0328,19.6335,0.0186,0.7927,-0.0147,11.759478981342777,-20.694116366175948,8.208990544457322
119363,179801,4025.037,5763.402,19.488999999999997,0.0055,18.641000000000002,0.0138,18.3645,0.0079,0.7017,0.1523,11.748295762633,-20.69411409676543,11.515849271641391
119366,179810,3329.601,5763.597,20.784,0.0122,19.631,0.0231,19.142500000000002,0.0135,0.7227,0.0050,11.78133573688414,-20.694107294170546,4.022668464938412
119371,71128,3341.522,5763.833,22.057000000000002,0.0244,21.234,0.0630,21.0955,0.0509,0.6687,-0.4020,11.780769373005505,-20.694096826398784,4.029907559856317
119373,71162,4214.744,5763.945,23.177,0.0699,22.327,0.1626,21.9755,0.1287,0.9447,-0.3533,11.739282842563519,-20.69408836155835,14.296875236225116
119375,71148,4162.171,5764.031,23.025999999999996,0.0602,22.029,0.1261,22.4155,0.1574,0.8140,-0.2303,11.741780571140561,-20.69408503021878,13.519841084766712
119376,179808,2867.885,5764.041,22.284,0.0296,21.291,0.0701,21.0725,0.0510,0.7570,-0.3483,11.803271731967206,-20.694085319470272,8.140721224880124
119378,71121,3036.004,5764.066,22.542,0.0394,22.061,0.1539,21.3375,0.0633,0.7023,-0.3670,11.795284446531209,-20.694085345897747,6.022415848656991
119392,71142,3511.972,5764.922,20.697000000000003,0.0103,20.022000000000002,0.0276,19.2695,0.0131,0.6780,0.2623,11.772671341211538,-20.69404852580018,4.942377116739969
119393,179828,3699.937,5764.924,21.463,0.0176,20.503,0.0382,20.4225,0.0314,0.7023,0.2417,11.763741178957341,-20.694048107780716,7.034979146859276
119395,179833,3867.816,5765.036,21.400999999999996,0.0165,20.499000000000002,0.0430,20.3195,0.0275,0.7677,0.3600,11.755765297748404,-20.694042447056358,9.279979659736789
119415,179843,3052.121,5765.666,22.269,0.0327,21.453,0.0767,21.3385,0.0672,0.8143,0.2067,11.794518723091679,-20.694014324593844,5.844114290475605
119416,179850,3520.881,5765.716,20.82,0.0137,19.795,0.0291,19.5855,0.0192,0.7630,0.3897,11.772248077765035,-20.694013231741575,5.024517420643587
119427,71174,3863.433,5766.051,21.97,0.0235,21.212,0.0702,21.1585,0.0558,0.7540,0.1093,11.755973538326481,-20.69399735849911,9.21905488321715
119428,179853,3980.295,5766.080,21.226999999999997,0.0160,20.311,0.0354,20.0635,0.0221,0.7263,0.0883,11.750421461578934,-20.69399538419974,10.870622781773902
119429,71176,4137.511,5766.087,18.336999999999996,0.0037,17.537,0.0098,17.3555,0.0065,0.8223,-0.1293,11.742952179610638,-20.693993870415845,13.155962761533873
119433,179849,3496.099,5766.228,20.844,0.0138,19.876,0.0310,19.3225,0.0172,0.8553,0.2223,11.773425463265198,-20.69399048815176,4.8063858242402295
119441,71171,3516.455,5766.513,21.353,0.0175,20.46,0.0427,20.1205,0.0249,0.6857,0.1550,11.772458356186453,-20.693977812281158,4.985094681431909
119443,179851,3682.891,5766.602,21.540999999999997,0.0209,20.738,0.0485,20.3795,0.0309,0.7533,0.1743,11.764551034376346,-20.693973578913823,6.82170913989461
119444,179868,3597.221,5766.608,21.016,0.0132,20.013,0.0290,19.6305,0.0165,0.6747,-0.1617,11.768621189037713,-20.69397350030352,5.807335383400435
119446,179842,2849.679,5766.627,21.022,0.0144,19.93,0.0288,19.1515,0.0143,0.8247,-0.0650,11.804136671272722,-20.693970241016178,8.392569000232179
119447,179861,3035.533,5766.721,21.156999999999996,0.0141,20.104000000000003,0.0309,19.8205,0.0195,0.7213,-0.2773,11.795306807445918,-20.69396734337575,6.035204541205294
119460,71183,2836.076,5767.115,22.869,0.0522,22.163,0.1288,21.6505,0.0866,0.8117,0.3603,11.804782941010906,-20.693948440794202,8.578576282199661
119462,179863,3098.018,5767.192,21.505000000000003,0.0200,20.675,0.0445,20.3505,0.0336,0.8217,0.2663,11.792338162748282,-20.693946739412592,5.357396676732207
119463,179860,2840.697,5767.193,20.903999999999996,0.0130,19.798000000000002,0.0255,19.1555,0.0138,0.7680,0.0460,11.804563398162188,-20.69394501223277,8.515852553826502
119468,71181,2795.154,5767.300,23.180999999999997,0.0629,22.489,0.1741,22.3015,0.1629,0.9707,-0.1973,11.806727129733808,-20.693939869042207,9.141563289972346
119471,71210,3924.344,5767.347,21.156,0.0163,20.254,0.0372,20.0625,0.0261,0.8303,0.2377,11.753079683971627,-20.69393942351309,10.073197697290029
119472,179888,3314.334,5767.357,22.054000000000002,0.0288,21.156000000000002,0.0663,21.0435,0.0517,0.7587,-0.1717,11.782061059626935,-20.693940153532655,4.036854318793689
119476,179865,3420.976,5767.575,21.357,0.0158,20.307000000000002,0.0366,19.5795,0.0185,0.7520,-0.2580,11.776994532787851,-20.693930608876187,4.288668828965636
119478,71168,3414.716,5767.603,21.515,0.0180,20.575000000000003,0.0455,19.7105,0.0188,0.7483,0.1030,11.777291943309445,-20.693929360059165,4.256829665809885
119484,179887,3294.134,5767.840,21.054000000000002,0.0151,20.104000000000003,0.0312,19.8215,0.0208,0.7583,0.3890,11.783020753840704,-20.69391864289031,4.064704289973244
119488,179894,4374.610,5767.932,21.234,0.0167,20.326,0.0428,19.9265,0.0256,0.9760,0.3247,11.73168770711939,-20.69390944799948,16.677452384149323
119494,179892,4252.100,5768.187,21.545,0.0179,20.704,0.0447,20.3405,0.0304,0.8310,0.2670,11.737508116317594,-20.693899457823097,14.848986706712726
119506,179902,3110.059,5768.700,21.197000000000003,0.0146,20.411,0.0373,20.2625,0.0279,0.7863,-0.3527,11.791766091170992,-20.693879774896903,5.241241642426229
119512,179911,4032.183,5769.082,22.889000000000003,0.0442,22.274,0.1332,22.0795,0.1034,0.7153,0.3177,11.747956302639796,-20.693861600807942,11.617639928006094
119514,179914,4303.476,5769.231,20.924999999999997,0.0129,19.944000000000003,0.0328,19.5735,0.0202,0.9360,-0.2137,11.735067273085546,-20.69385251842605,15.613281989635583
119518,179906,3381.640,5769.290,21.723,0.0230,20.894000000000002,0.0573,20.7075,0.0393,0.8060,-0.2740,11.77886337107279,-20.693854350789348,4.125960752349511
119525,179927,3887.867,5769.645,21.275,0.0157,20.225,0.0354,19.8855,0.0227,0.7793,0.1427,11.754812707513338,-20.693837496766353,9.55963473973242
119527,179921,3192.151,5769.720,21.092,0.0130,20.359,0.0431,20.2485,0.0280,0.8380,-0.3160,11.787865924795804,-20.69383478415014,4.541860594144842
119528,71228,3088.714,5769.893,22.862000000000002,0.0479,22.006,0.1166,21.5675,0.0771,0.7567,0.0890,11.792780178304131,-20.693826649303144,5.4608382260975015
119536,179926,3804.612,5770.163,21.061,0.0158,19.977,0.0307,19.4165,0.0175,0.8020,0.2313,11.758768124844101,-20.69381488087701,8.412139215384546
119548,179936,3258.306,5770.454,22.624000000000002,0.0434,21.823,0.1044,21.7895,0.1024,0.7850,0.3357,11.784722922397624,-20.693802374140198,4.176808897190275
119553,179937,3289.951,5770.817,22.0,0.0258,21.103,0.0569,20.8065,0.0402,0.6830,0.3317,11.783219479231255,-20.69378632216594,4.081666347193059
119554,71227,2952.008,5770.820,23.445,0.0878,22.322000000000003,0.1499,22.5245,0.1505,0.8573,0.3377,11.799275023409768,-20.693784646184692,7.05863548783239
119555,179945,4174.894,5770.838,18.116999999999997,0.0036,17.366,0.0089,17.0725,0.0064,0.8257,-0.0927,11.741176172010348,-20.693782381810777,13.704390507747128
119568,71245,3451.629,5771.567,22.048000000000002,0.0272,21.107000000000003,0.0596,20.8725,0.0453,0.7297,0.3063,11.77553821771728,-20.69375320092106,4.479303394536258
119572,179935,3077.205,5771.702,22.813000000000002,0.0445,21.723000000000003,0.0840,21.517500000000002,0.0759,0.7157,0.2753,11.793326956726945,-20.69374619117055,5.587142288109247
119573,71246,3455.367,5771.734,22.488999999999997,0.0383,21.552,0.0918,21.2865,0.0681,0.7610,-0.2730,11.775360626735504,-20.69374577958424,4.504736469681089
119579,179959,3917.842,5771.963,21.290999999999997,0.0167,20.378,0.0383,20.2025,0.0276,0.8007,0.0390,11.75338862060013,-20.693734306291542,9.980796218216245
119587,71263,2983.701,5772.240,23.019999999999996,0.0548,22.325000000000003,0.1576,21.9325,0.1146,0.8490,-0.4263,11.797769291414482,-20.69372174302901,6.667146461973464
119588,179950,2675.392,5772.258,21.519,0.0202,20.580000000000002,0.0451,20.1865,0.0325,0.9620,-0.2887,11.812416926252878,-20.69371836553302,10.842904236627245
119589,179961,4312.356,5772.262,21.826999999999998,0.0225,20.978,0.0562,20.8165,0.0473,0.8967,0.3383,11.734645423193399,-20.69371771078549,15.744025794140246
119590,179953,3081.661,5772.272,22.439999999999998,0.0306,21.389000000000003,0.0676,21.5565,0.0760,0.7310,0.2773,11.793115250806876,-20.69372088062127,5.541528801219942
119594,180019,3664.762,5772.386,21.287999999999997,0.0182,20.612000000000002,0.0460,19.8495,0.0210,0.7030,0.0097,11.765412353042235,-20.693716560332316,6.601514971820803
119598,179955,3320.937,5772.493,22.252000000000002,0.0312,21.289,0.0598,21.0015,0.0500,0.6740,-0.3233,11.781747342453606,-20.693711900377284,4.047416349098557
119605,71280,3672.840,5772.818,21.083,0.0146,20.206,0.0348,19.8155,0.0205,0.7090,-0.1253,11.7650285716821,-20.69369733960021,6.700758535598402
119607,179969,3000.695,5772.906,22.015,0.0269,21.199,0.0693,20.9175,0.0468,0.8310,-0.2837,11.796961908911438,-20.6936922491426,6.4623501939904315
119608,71282,3885.476,5772.948,22.137,0.0292,21.249000000000002,0.0773,20.9995,0.0522,0.7913,-0.2590,11.75492632214654,-20.69369070988207,9.526054770907995
119611,71279,3512.066,5773.251,22.211999999999996,0.0311,21.386000000000003,0.0670,21.2835,0.0547,0.6567,0.1670,11.772666880016283,-20.693678348424104,4.9552648450585455
119612,179990,4066.732,5773.309,22.575000000000003,0.0412,22.163,0.1408,21.7575,0.0995,0.8133,0.4083,11.746314927227443,-20.693673474352043,12.117839365511141
119613,179973,3642.898,5773.369,21.034,0.0123,20.07,0.0300,19.7215,0.0214,0.7483,-0.2873,11.766451105362638,-20.693672923412795,6.338851401018097
119614,179979,4341.258,5773.401,22.936999999999998,0.0497,21.878,0.1120,21.7785,0.1170,0.9637,-0.1493,11.733272315077468,-20.693666766710873,16.175016721611634
119625,179983,3054.013,5773.839,22.811,0.0500,21.771,0.0904,21.7305,0.0884,0.8087,-0.3437,11.794428787113798,-20.693651090924334,5.845985967298649
119626,71296,4041.993,5773.868,22.296,0.0308,21.592000000000002,0.0862,21.5655,0.0806,0.8113,0.1003,11.747490271191193,-20.693648817723567,11.758341125840987
119631,179992,4242.956,5774.020,19.429000000000002,0.0053,18.628,0.0141,18.4625,0.0103,0.7980,0.0163,11.73794260732387,-20.69364030616006,14.71014166827813
119645,179999,3296.158,5774.481,21.796999999999997,0.0207,20.943,0.0529,20.5435,0.0344,0.7033,-0.1723,11.782924578017054,-20.69362349234705,4.079806532442959
119671,180001,3352.049,5775.786,22.628,0.0428,21.788,0.0983,21.8085,0.0922,0.7453,-0.3523,11.780269218212945,-20.6935655997027,4.073338951146805
119673,180018,3637.895,5775.833,21.801000000000002,0.0212,20.886000000000003,0.0502,20.6895,0.0414,0.7073,-0.2663,11.766688801564714,-20.693563423441418,6.28143666585081
119677,180015,3091.167,5775.958,22.046,0.0239,21.216,0.0610,20.767500000000002,0.0397,0.7257,0.3053,11.792663604964657,-20.69355710628031,5.452912271180212
119678,180022,4172.641,5776.011,19.546,0.0069,19.19,0.0254,19.1395,0.0179,0.9017,-0.0403,11.74128326180115,-20.693552491625457,13.66881712439741
119679,180017,3392.083,5776.036,21.573,0.0202,20.691000000000003,0.0439,20.5095,0.0323,0.7293,0.2667,11.778367220344482,-20.693554540445756,4.17768252241586
119686,71316,2898.727,5776.242,21.811,0.0238,20.928,0.0580,20.4805,0.0357,0.8620,0.0320,11.8018063399307,-20.693543289780997,7.761130372027852
119687,180028,3084.165,5776.257,22.713,0.0419,21.838,0.1013,21.5945,0.0791,0.7923,-0.3267,11.79299626521519,-20.693543782408298,5.52662314357229
119697,180029,3170.802,5776.858,22.774,0.0491,22.053,0.1320,21.3965,0.0749,0.8430,-0.2597,11.788880178109885,-20.693517459469742,4.723136892343812
119698,180032,3683.633,5776.875,22.205,0.0316,21.356,0.0739,21.1095,0.0574,0.7413,0.0793,11.764515812617246,-20.693516999655277,6.836533597052845
119706,180034,3754.635,5777.068,22.606,0.0423,21.968,0.1052,21.7135,0.0890,0.7110,-0.1090,11.761142541037835,-20.693508192915072,7.746218045443093
119712,71325,3101.008,5777.346,21.805,0.0241,20.952,0.0545,20.6565,0.0386,0.7530,0.2577,11.79219605630354,-20.693495465582245,5.356564166378124
119719,71347,4516.214,5777.676,23.040999999999997,0.0620,22.076,0.1684,21.9425,0.1129,1.1550,0.1977,11.72496029480652,-20.693474586019683,18.799504386158922
119721,180050,3523.655,5777.696,20.851,0.0142,19.939,0.0305,19.6465,0.0190,0.8060,0.2033,11.772116294587773,-20.6934807861148,5.066689403427062
119722,180046,3298.584,5777.875,22.205,0.0293,21.036,0.0521,20.6805,0.0389,0.7127,-0.1147,11.782809311596147,-20.69347265359114,4.085186293034462
119731,180052,3810.309,5778.310,21.866999999999997,0.0228,21.091,0.0597,20.6305,0.0363,0.7283,-0.4030,11.758497501010195,-20.69345276752126,8.490520003376705
119735,180067,3936.562,5778.439,22.247,0.0293,21.482000000000003,0.0780,21.1775,0.0542,0.7390,-0.2150,11.752499282870541,-20.693446373349225,10.24483265921808
119740,180068,3945.279,5778.653,19.732,0.0062,18.814,0.0180,18.456500000000002,0.0102,0.8433,-0.0367,11.752085143863486,-20.693436808962336,10.368496134968359
119744,71357,3680.459,5778.839,22.296999999999997,0.0332,21.451,0.0715,21.1155,0.0551,0.7120,0.3063,11.76466661362812,-20.69342971957815,6.798263470052263
119746,180058,2640.889,5778.962,22.381999999999998,0.0330,21.289,0.0817,20.1925,0.0357,1.0983,-0.3217,11.81405607170621,-20.69342004494797,11.353580387565623
119753,180039,2662.194,5779.053,22.924999999999997,0.0531,22.200000000000003,0.1343,22.0295,0.1217,0.9457,0.0243,11.813043880979045,-20.693416228006015,11.047241943077752
119757,71372,3503.993,5779.286,22.165999999999997,0.0287,21.488,0.0800,21.3615,0.0679,0.7183,0.3423,11.773050427693049,-20.693410130372616,4.893564373316411
119768,180073,2982.107,5779.844,21.685000000000002,0.0182,20.866,0.0517,20.6045,0.0382,0.8107,-0.3153,11.79784496975812,-20.693383777774606,6.707084835769308
119769,180080,4086.115,5779.853,21.665,0.0204,20.613,0.0429,20.4315,0.0332,0.7710,-0.2783,11.7453941052007,-20.693382477607145,12.397999734164603
119771,71362,3995.399,5780.098,20.979999999999997,0.0124,20.065,0.0355,19.8345,0.0219,0.8487,0.1333,11.74970397785089,-20.693372261233833,11.084282619204911
119774,180076,3318.799,5780.359,22.433999999999997,0.0294,21.522000000000002,0.0733,21.3505,0.0618,0.6717,0.0130,11.781848901212967,-20.693362296588603,4.069878373125929
119777,180085,2837.301,5780.405,21.838,0.0246,20.957,0.0609,20.5765,0.0360,0.9133,0.4020,11.80472462399413,-20.69335778506109,8.59416151508038
