,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec
60743,36164,3030.409,2778.973,23.726,0.0782,23.453000000000003,0.8241,23.037,0.1475,0.7453,-0.7190,49.49035780750561,-66.48060152972452
60747,108694,1785.794,2779.101,21.741,0.0180,21.149,0.1174,20.751,0.0255,0.7023,0.0260,49.62897423281464,-66.48058382258115
60754,36167,3185.736,2779.412,23.762999999999998,0.0915,22.336,0.2880,22.323,0.0902,0.7310,-3.0407,49.473058651006134,-66.48057490587959
60757,36151,2700.732,2779.524,22.589,0.0349,,,21.352999999999998,0.0381,0.3645,0.3270,49.52707492932414,-66.48058580440505
60760,36152,2809.847,2779.550,22.652,0.0351,21.496000000000002,0.2417,21.627,0.0481,0.9033,0.4090,49.514922479026225,-66.48058270154682
60761,5000396,3174.145,2779.613,,,23.403999999999996,0.6122,22.402,0.0942,0.8460,-6.6905,49.47434959820431,-66.48056656931709
60763,108712,2803.715,2779.671,21.734,0.0162,20.825000000000003,0.1328,19.881999999999998,0.0120,0.8227,-0.0060,49.515605424002125,-66.4805774582155
60764,108693,1754.422,2779.686,20.668999999999997,0.0090,20.145000000000003,0.0843,19.477,0.0113,0.9347,-0.6870,49.63246812841215,-66.48055593417659
60767,36183,2560.086,2779.718,21.543999999999997,0.0181,21.103,0.1843,20.723,0.0281,0.7803,-0.5680,49.542739082855896,-66.48057830086896
60776,108714,2961.193,2780.142,23.25,0.0561,,,21.994,0.0595,0.4410,-1.0490,49.498066695543244,-66.48055212815589
60779,108715,2973.316,2780.208,22.201,0.0240,21.936,0.2186,20.79,0.0233,0.7003,-1.6840,49.49671653013272,-66.48054877491803
60784,36059,2817.534,2780.489,21.269,0.0122,20.383000000000003,0.1069,20.066,0.0157,0.9123,0.3333,49.5140664094332,-66.48054079547443
60790,108734,3044.537,2780.770,20.592,0.0070,19.755000000000003,0.0494,19.105999999999998,0.0069,0.7113,0.1893,49.488784514696945,-66.48052109516047
60791,108733,3013.929,2780.778,21.583,0.0130,20.701,0.0821,20.265,0.0154,0.6950,-0.1683,49.492193406444336,-66.48052195004985
60794,36160,2092.622,2780.894,20.973999999999997,0.0138,20.9,0.2250,19.719,0.0137,1.0047,-3.5743,49.594801772907154,-66.48051849317073
60809,5000397,2024.123,2781.550,,,19.89,0.0607,20.819,0.0372,0.9450,0.4390,49.602430614337464,-66.48048677851389
60813,5007414,2454.980,2781.589,18.203000000000003,0.0026,,,17.124,0.0036,0.4075,-0.2515,49.554445011037956,-66.48049495825661
60814,108732,2857.150,2781.696,21.424,0.0128,20.887999999999998,0.1146,20.133,0.0148,0.7790,-0.9013,49.50965434813243,-66.48048618654786
60828,36203,3929.135,2782.259,23.281999999999996,0.0596,22.311,0.2528,22.515,0.1295,0.8077,-0.9687,49.39026526646842,-66.48038786909896
60831,108738,1934.624,2782.473,19.857,0.0063,19.799,0.0682,19.357,0.0110,0.9343,-1.6027,49.612398221094075,-66.48044185257696
60832,108757,2344.609,2782.534,20.959000000000003,0.0129,19.914,0.0906,19.341,0.0114,0.7543,0.2020,49.566737268661434,-66.48045181987186
60836,108753,2152.569,2782.793,21.314,0.0137,21.525,0.2510,19.913,0.0153,0.8703,-0.0797,49.58812517981002,-66.48043602783491
60837,108762,3437.025,2782.865,21.464999999999996,0.0133,20.601999999999997,0.0596,20.493,0.0196,0.6287,-0.2167,49.44507254730601,-66.48040588540074
60842,36163,3001.898,2782.962,21.451999999999998,0.0119,20.744,0.0928,20.236,0.0153,0.7180,0.0300,49.493533534263776,-66.48042533889448
60849,108747,1546.593,2783.250,20.692,0.0126,19.75,0.0521,19.361,0.0128,0.9260,-0.1997,49.655613876683546,-66.480383055241
60850,108755,2211.774,2783.258,21.08,0.0128,21.005000000000003,0.1502,19.884,0.0150,0.7450,-1.4443,49.58153135925961,-66.48041699245292
60852,108661,2296.532,2783.290,20.127000000000002,0.0048,19.845,0.0505,18.489,0.0047,0.5343,-0.1407,49.57209167897676,-66.48041742228465
60854,36246,3325.226,2783.358,21.955,0.0196,20.816000000000003,0.0791,20.695,0.0227,0.6783,-0.2230,49.45752389583858,-66.48039151196366
60855,36221,3007.775,2783.381,23.429000000000002,0.0612,22.402,0.3372,22.21,0.0729,0.7123,0.0010,49.492879040032236,-66.48040649562365
60858,36216,2482.334,2783.506,21.832,0.0217,,,21.398,0.0482,0.3135,-1.4315,49.551398509815456,-66.48040989117978
60859,108759,2942.422,2783.572,21.063000000000002,0.0109,19.842,0.0509,19.345,0.0083,0.7383,-1.3717,49.500157553386806,-66.48040031096886
60863,5007417,2189.002,2783.739,22.194000000000003,0.0260,20.741999999999997,0.0907,21.679,0.0546,0.5820,0.2087,49.584067492484564,-66.48039502010249
60878,36198,2262.284,2784.238,20.386000000000003,0.0088,19.764000000000003,0.0975,19.094,0.0101,0.9760,-1.4090,49.575905901205424,-66.48037460911766
60882,36245,3240.019,2784.370,23.308,0.0601,22.485,0.3219,22.131,0.0688,0.7533,0.3190,49.4670137040909,-66.4803516141453
60883,5000398,2013.647,2784.391,,,22.019,0.2523,21.867,0.0754,0.9670,-1.9795,49.603597060271404,-66.48036008776357
60885,108771,2324.359,2784.432,20.378,0.0071,20.808,0.1051,19.886,0.0133,0.5120,-1.6313,49.56899248000341,-66.48036715069885
60891,108765,1494.986,2784.650,20.277,0.0113,19.533,0.0526,19.025,0.0134,1.0960,0.3017,49.66136115005085,-66.4803167074811
60895,36257,1698.413,2784.692,23.445999999999998,0.0572,,,22.709,0.1427,0.4985,-3.1630,49.638705169803565,-66.48032988028828
60908,108783,1607.427,2784.929,19.064999999999998,0.0038,18.246000000000002,0.0373,17.847,0.0051,1.1313,0.1423,49.64883837836523,-66.48031302552755
60920,108871,2135.818,2785.227,21.656,0.0177,20.857999999999997,0.1130,19.992,0.0166,0.7027,0.2387,49.58999058489559,-66.48032733815626
60933,36269,3064.089,2785.936,22.982,0.0425,,,22.068,0.0606,0.4345,-0.4090,49.48660750655485,-66.48029068322961
60938,36270,3090.395,2786.100,,0.1248,22.889000000000003,0.4260,22.351,0.0830,0.7263,-0.0703,49.48367778605947,-66.4802822540005
60939,108815,4353.448,2786.101,22.069000000000003,0.0246,21.314,0.1181,20.483,0.0251,0.7717,-0.9067,49.343010383972086,-66.48016295654445
60952,36299,2910.265,2786.536,23.825000000000003,0.0922,22.537,0.3259,22.701999999999998,0.1021,0.7047,-1.8903,49.50373916755027,-66.48026958728019
60954,108812,2895.881,2786.553,21.856,0.0185,20.869,0.0927,20.517,0.0205,0.7267,-0.2900,49.50534113573144,-66.4802692568091
60956,36286,2999.371,2786.638,22.341,0.0249,22.348,0.3404,21.207,0.0321,0.6860,-0.0360,49.49381531414331,-66.48026205539844
60960,36287,3157.821,2786.785,22.997999999999998,0.0428,22.353,0.3073,21.641,0.0466,0.6760,-0.0300,49.47616854023878,-66.48024863640102
60961,108832,3358.001,2786.826,23.022,0.0438,22.11,0.2196,21.663,0.0479,0.7157,-0.9147,49.45387425306629,-66.48023527168212
60962,108830,2874.963,2786.958,22.67,0.0316,21.691000000000003,0.1745,21.445,0.0415,0.7143,-0.8030,49.5076708315132,-66.4802518457468
60963,36310,2139.537,2786.973,21.463,0.0137,20.347,0.0630,20.070999999999998,0.0189,0.6227,-0.1617,49.58957625819094,-66.48024985375793
60965,108831,3037.258,2787.116,22.127000000000002,0.0200,21.584000000000003,0.1567,20.354,0.0161,0.6973,0.0520,49.48959583447656,-66.48023934544682
60975,108824,2336.731,2787.414,20.534,0.0073,19.953000000000003,0.0806,19.541,0.0112,0.6513,-0.5300,49.56761447232171,-66.48023481285227
60982,36280,2219.269,2787.646,20.433,0.0075,19.636000000000003,0.0427,18.973,0.0080,0.5813,-0.1273,49.58069635456111,-66.48022215698144
60984,5007428,2599.437,2787.721,21.522,0.0161,,,20.319,0.0180,0.3600,0.1830,49.538356559693824,-66.48022245687665
60987,36327,2198.903,2787.792,19.951,0.0042,19.078000000000003,0.0362,18.774,0.0061,0.6097,0.1303,49.58296453175177,-66.48021515037405
60992,108847,3152.178,2787.934,21.894,0.0186,21.301000000000002,0.1379,20.59,0.0197,0.7490,-0.2813,49.47679715037203,-66.4801978491502
60993,36231,1832.793,2787.969,17.978,0.0023,17.73,0.0360,17.374,0.0033,1.0960,-0.0460,49.623738596774,-66.48019237283268
61005,108860,3311.458,2788.533,21.606,0.0155,21.746000000000002,0.1893,20.426,0.0195,0.7390,-0.7140,49.45905806665979,-66.48016237201955
61007,108963,2589.566,2788.602,21.247,0.0143,20.464999999999996,0.2060,20.061,0.0202,1.1833,-0.4847,49.53945591593965,-66.48018335175736
61010,36334,2891.386,2788.701,22.637999999999998,0.0358,,,21.642,0.0491,0.4345,-0.5665,49.505841904496954,-66.48017391964639
61022,36292,2195.072,2789.017,21.147,0.0115,20.545,0.1047,19.861,0.0139,0.5627,0.2757,49.58339111342287,-66.48016060488408
61026,108848,3161.566,2789.090,21.811,0.0170,20.962000000000003,0.1050,20.69,0.0217,0.6970,0.1537,49.47575174373246,-66.4801460052344
61027,36325,2180.537,2789.226,21.573,0.0162,21.369,0.1567,20.041999999999998,0.0172,0.6060,-2.0227,49.585009875935945,-66.48015092200451
61029,108852,1779.154,2789.316,17.697,0.0022,16.923000000000002,0.0436,16.557000000000002,0.0027,1.9970,0.2467,49.62971222528978,-66.48012942988714
61036,108875,2391.640,2789.539,21.014000000000003,0.0141,21.354999999999997,0.1892,19.915,0.0189,0.5933,-0.5247,49.56149912596657,-66.48014108963244
61039,36333,2825.122,2789.609,21.770000000000003,0.0193,21.57,0.3062,20.689,0.0300,0.9720,-0.1113,49.5132218478871,-66.48013528710648
61044,108868,1647.902,2789.874,19.58,0.0050,18.817999999999998,0.0405,18.413999999999998,0.0060,0.9353,0.3270,49.6443297515816,-66.48009614113734
61052,5007433,2190.660,2790.205,21.421999999999997,0.0147,21.301000000000002,0.1578,19.806,0.0129,0.5490,-0.3070,49.583882402110724,-66.48010768707212
61053,108879,2727.630,2790.217,21.899,0.0177,,,20.634999999999998,0.0202,0.3430,-0.2475,49.52407964092361,-66.48011016756888
61057,108874,2349.961,2790.303,20.831000000000003,0.0106,20.064999999999998,0.0593,19.602,0.0132,0.5393,0.1347,49.56614092650198,-66.48010660847687
61060,36359,3051.935,2790.436,22.784,0.0356,22.573,0.3763,21.995,0.0648,0.7267,0.1807,49.48796158214641,-66.48009119169066
61064,108869,1708.306,2790.466,19.171,0.0034,18.430999999999997,0.0437,17.997,0.0045,1.1123,0.3783,49.637602428853015,-66.48007390621012
61067,108889,1844.745,2790.593,18.764000000000003,0.0033,18.652,0.0394,18.373,0.0053,0.8663,0.3020,49.62240713335407,-66.4800764051479
61068,36329,2561.277,2790.637,20.345999999999997,0.0061,20.165999999999997,0.1614,19.307,0.0087,1.1467,0.0563,49.542606505572195,-66.48009300909952
61073,36366,2265.196,2790.825,19.375,0.0037,18.677999999999997,0.0505,18.11,0.0049,0.9857,0.1233,49.57558123987066,-66.48008191502778
61075,5007434,2647.756,2790.827,22.037999999999997,0.0210,,,20.737,0.0230,0.3390,-0.4450,49.532975283892746,-66.48008405419635
61076,108927,2857.377,2790.835,22.595999999999997,0.0322,22.482,0.3269,21.549,0.0422,0.6770,-0.2277,49.50962966052401,-66.48008000297871
61078,36357,2772.302,2790.899,21.948,0.0198,21.289,0.1710,20.297,0.0226,0.7970,0.1590,49.51910451922198,-66.4800790780864
61085,108904,2999.162,2791.119,21.671999999999997,0.0148,20.988999999999997,0.1088,20.336,0.0159,0.7190,-0.0660,49.49383900809885,-66.48006290770034
61095,36360,3247.879,2791.659,22.127000000000002,0.0218,21.256,0.1283,20.586,0.0214,0.7600,-0.9583,49.466139361071896,-66.48002721439262
61103,36367,2334.479,2792.058,21.490000000000002,0.0175,,,20.59,0.0268,0.3280,-1.2945,49.56786510028428,-66.48002837819499
61105,108912,2764.998,2792.076,21.619,0.0143,21.214,0.1904,20.024,0.0146,0.8173,-0.5653,49.51991802513078,-66.48002690505879
61109,36373,2876.775,2792.383,23.572000000000003,0.0709,23.037999999999997,0.5899,22.462,0.0916,0.7733,-2.5463,49.507469400031205,-66.48001068505285
61110,108950,2905.482,2792.431,22.240000000000002,0.0255,22.217,0.2734,21.089,0.0348,0.7777,-0.4257,49.504272296589356,-66.4800077305262
61111,36392,3179.334,2792.443,23.954,0.0983,23.173000000000002,0.5523,22.389,0.0796,0.7033,-0.7533,49.47377333903098,-66.47999608172454
61114,108913,3498.684,2792.624,22.987000000000002,0.0466,21.808,0.1615,21.634999999999998,0.0551,0.7213,-0.9623,49.43820734592257,-66.479967572104
61122,108929,3172.572,2793.019,21.387,0.0121,20.503,0.0731,20.009,0.0132,0.7177,-0.4143,49.474526497532366,-66.47997082774192
61127,108928,3158.359,2793.132,21.936,0.0176,21.034,0.1025,20.777,0.0235,0.6683,0.2907,49.476109414181686,-66.47996652096326
61128,36473,2968.456,2793.138,23.195999999999998,0.0557,22.15,0.2394,22.411,0.0860,0.7237,0.4127,49.497258926792895,-66.47997427821038
61130,36393,3515.387,2793.225,23.399,0.0677,23.232999999999997,0.5314,22.355,0.1049,0.7397,-3.4523,49.43634725205928,-66.47993956833632
61134,108919,2095.862,2793.305,20.217999999999996,0.0088,19.365000000000002,0.0629,19.075,0.0095,1.0240,-0.9907,49.594439856243014,-66.47996700522245
61141,108932,895.014,2793.458,23.016,0.0506,21.959000000000003,0.1954,21.687,0.0570,0.7523,-1.5437,49.728177845564126,-66.47986179542822
61147,108914,1198.757,2793.680,21.195999999999998,0.0150,20.607,0.0766,20.178,0.0214,0.8337,0.2083,49.694350170053255,-66.47988761282323
61151,108925,2756.892,2793.795,21.667,0.0163,,,19.980999999999998,0.0157,0.4230,-0.4325,49.520820870912,-66.47995065335839
61167,108940,1832.157,2794.394,18.801000000000002,0.0032,18.192999999999998,0.0409,17.688,0.0038,1.0250,0.3683,49.62380853869654,-66.47990678240687
61171,108965,2862.784,2794.508,22.792,0.0387,22.057000000000002,0.2489,21.52,0.0398,0.7370,-0.7773,49.509027722276336,-66.47991661719782
61172,36424,2867.580,2794.511,23.262999999999998,0.0564,23.564,1.0008,22.24,0.0695,0.7737,-3.8613,49.508493592535565,-66.47991635652767
61173,108951,3060.904,2794.513,19.167,0.0031,18.563000000000002,0.0412,18.249,0.0048,0.9990,-0.4043,49.48696312874139,-66.47990961779054
61174,36423,2760.479,2794.582,21.735999999999997,0.0162,21.345999999999997,0.2361,21.112,0.0393,0.8923,-1.6790,49.52042142256287,-66.47991561060736
61180,108967,3477.729,2794.743,22.918,0.0443,22.15,0.2019,21.801,0.0625,0.7060,0.1873,49.44054150112812,-66.47987498501884
61187,36387,2654.831,2795.106,22.688000000000002,0.0384,,,21.05,0.0303,0.3650,-2.2875,49.532187442569096,-66.4798938084528
61196,36352,2117.529,2795.563,18.770000000000003,0.0034,18.034999999999997,0.0493,17.607,0.0042,1.4587,0.0940,49.592026615618664,-66.47986737622107
61198,108960,2208.122,2795.624,20.101999999999997,0.0054,19.22,0.0386,18.911,0.0070,0.6383,0.0327,49.58193730008768,-66.4798672999878
61200,108966,3271.940,2795.660,22.177999999999997,0.0228,21.241999999999997,0.1003,20.572,0.0183,0.6540,-1.1720,49.46346027032302,-66.47984800119416
61203,108987,3022.266,2795.683,22.076999999999998,0.0205,21.774,0.1496,21.187,0.0323,0.6403,-0.4407,49.49126635000483,-66.47985918358064
61205,36451,2441.501,2795.729,20.277,0.0080,19.625,0.0577,19.203,0.0102,0.6920,0.1110,49.555945952397224,-66.47986642654156
61210,108988,3035.263,2795.914,21.884999999999998,0.0170,21.503,0.1504,20.570999999999998,0.0188,0.6820,-0.3100,49.48981890262817,-66.47984840342963
61218,108984,2615.581,2796.089,22.139000000000003,0.0258,21.198,0.2014,20.686,0.0243,0.7717,-0.9453,49.536558724048206,-66.47985044666086
61221,108989,3399.065,2796.274,21.755000000000003,0.0173,20.985999999999997,0.0940,20.509,0.0210,0.7273,-0.2597,49.449302538163266,-66.47981260104535
61225,108979,2317.680,2796.507,20.892000000000003,0.0098,20.445999999999998,0.0869,19.714,0.0114,0.5190,-0.1280,49.5697358240464,-66.47983037352746
61227,108986,2894.476,2796.610,21.439,0.0119,20.842999999999996,0.0937,20.279,0.0153,0.6690,-0.3750,49.505498340262484,-66.47982231979917
61232,36456,2774.166,2796.702,22.935000000000002,0.0429,,,21.651,0.0463,0.3680,-0.2510,49.518897205654866,-66.47982113109761
61237,36459,2897.817,2796.957,22.903999999999996,0.0440,21.988999999999997,0.2631,21.742,0.0542,0.7087,-1.6673,49.50512628025569,-66.47980680068139
61239,36443,2912.854,2797.024,22.067999999999998,0.0213,21.127000000000002,0.1147,20.239,0.0167,0.7067,-1.5413,49.50345162396119,-66.47980337583735
61242,36432,2262.541,2797.105,23.101999999999997,0.0475,21.906999999999996,0.3835,21.585,0.0584,0.7043,-1.2250,49.57587659546551,-66.47980274799224
61244,36457,2808.765,2797.277,22.774,0.0398,21.796,0.2834,21.416999999999998,0.0383,0.8147,-4.3473,49.51504396544431,-66.47979485895749
61248,36483,2080.553,2797.453,21.174,0.0125,20.811,0.1210,20.034,0.0165,0.7607,-0.3010,49.596144450771874,-66.47978211399493
61255,36548,2341.925,2797.873,21.213,0.0154,19.334000000000003,0.0261,19.651,0.0131,0.4157,0.0973,49.56703561920507,-66.47977004690185
61262,109023,3163.415,2798.152,22.147999999999996,0.0220,21.271,0.1142,20.79,0.0228,0.6727,-0.6340,49.47554695849797,-66.47974315735789
61266,109022,3071.579,2798.357,22.889000000000003,0.0396,21.762999999999998,0.1767,21.498,0.0423,0.7220,-0.7833,49.485774669331896,-66.47973832000329
61267,5007451,2652.340,2798.455,22.549999999999997,0.0330,,,21.424,0.0409,0.3280,0.2195,49.53246494607608,-66.47974498840276
61272,109018,2710.126,2798.545,21.869999999999997,0.0182,,,20.079,0.0139,0.3670,0.0835,49.526029372547264,-66.47974029615803
61273,36476,418.413,2798.603,22.942,0.0455,,,22.084,0.0832,0.5115,-0.5570,49.78125409923878,-66.47956240933266
61274,36498,3259.826,2798.653,23.214,0.0522,22.244999999999997,0.2463,22.105999999999998,0.0662,0.6990,-1.2700,49.464809833693806,-66.47971568524697
61275,36474,3352.529,2798.699,23.009999999999998,0.0441,22.182000000000002,0.2210,22.230999999999998,0.0754,0.6767,-1.7933,49.454485614692494,-66.47970794120069
61278,36458,2885.620,2798.790,21.692999999999998,0.0159,20.634999999999998,0.0913,20.254,0.0158,0.7650,-0.5180,49.50648478204673,-66.47972568351136
61281,5007452,2768.422,2798.816,23.049999999999997,0.0521,,,21.88,0.0606,0.3930,0.2080,49.51953701192305,-66.47972728534259
61289,109034,4632.492,2799.066,20.275,0.0068,19.482999999999997,0.0375,18.394,0.0058,0.6760,0.1527,49.311938672693515,-66.47954334969029
61294,36496,2940.210,2799.194,22.909999999999997,0.0447,22.750999999999998,0.3716,22.597,0.1078,0.6983,-2.1763,49.50040518041969,-66.47970607217026
61296,36494,2820.809,2799.245,22.397,0.0280,22.223999999999997,0.2800,21.547,0.0439,0.6697,0.3487,49.51370274668496,-66.47970712061188
61301,109033,3040.387,2799.419,21.031999999999996,0.0086,20.064,0.0541,19.717,0.0103,0.6720,0.1633,49.4892486002172,-66.47969241961523
61307,109051,3246.803,2799.630,22.734,0.0337,22.281999999999996,0.2570,21.867,0.0565,0.7140,-0.9167,49.466260329682704,-66.47967300922176
61313,108908,2157.837,2799.924,20.759999999999998,0.0127,20.793,0.1805,18.928,0.0087,0.8887,-1.1000,49.58753720549217,-66.47967480668196
61317,109050,3236.514,2800.186,23.203000000000003,0.0557,23.046,0.4439,22.275,0.0810,0.7133,-1.6737,49.46740628018124,-66.47964887814261
61322,109047,2776.936,2800.328,21.551000000000002,0.0145,21.729999999999997,0.2218,20.425,0.0183,0.6940,-1.3770,49.51858888997376,-66.47965992168729
61328,109038,1704.648,2800.557,21.429000000000002,0.0153,20.704,0.0972,20.125,0.0159,0.7363,-0.1153,49.63800816864967,-66.47962517928642
61330,36500,1138.705,2800.606,23.197000000000003,0.0575,22.453000000000003,0.2610,22.031,0.0740,0.7030,-0.0777,49.70103620712092,-66.47957331636684
61331,109021,2888.761,2800.609,23.000999999999998,0.0462,22.923000000000002,0.5535,22.002,0.0611,0.6803,-1.4130,49.50613510148636,-66.47964475021848
61335,36493,2798.892,2800.712,21.442,0.0138,,,20.051,0.0147,0.4190,-1.2015,49.516143698339874,-66.47964240646712
61343,36484,2200.056,2800.900,20.865000000000002,0.0115,20.223999999999997,0.1147,19.641,0.0129,0.8290,-0.3053,49.5828352622148,-66.47963260292092
61348,109058,1952.270,2800.991,19.095999999999997,0.0036,18.250999999999998,0.0442,17.863,0.0044,1.1570,0.1003,49.610430824030274,-66.47961965079324
61351,109053,1602.708,2801.244,19.582,0.0055,18.778999999999996,0.0474,18.323,0.0070,1.1713,0.3310,49.64936093714133,-66.47958756986563
61360,109067,3123.919,2801.725,21.903,0.0194,21.237000000000002,0.1013,20.337,0.0173,0.6680,-1.2607,49.47994601153228,-66.47958627735922
61362,36551,2656.512,2801.739,22.829,0.0404,21.110999999999997,0.1543,21.612,0.0485,0.6313,0.1963,49.53200039650921,-66.47959899173682
61363,109064,2648.928,2801.765,21.747,0.0157,,,20.531,0.0190,0.3280,0.2070,49.53284501571316,-66.47959790990404
61370,36554,3103.218,2802.003,23.284999999999997,0.0596,,,22.294,0.0831,0.4560,-2.0735,49.48225147939443,-66.47957487872043
61379,36585,2554.997,2802.302,21.021,0.0124,19.740000000000002,0.0802,19.349,0.0114,0.8290,0.3700,49.54330597141807,-66.47957457866836
61380,109070,1208.670,2802.406,21.086999999999996,0.0138,20.149,0.0697,19.268,0.0116,0.9027,0.1113,49.6932438769426,-66.47950083333556
61381,5007460,3136.159,2802.427,23.528,0.0690,22.894,0.3744,22.363,0.0846,0.6383,-2.0603,49.47858294748613,-66.47955449561601
61387,109111,2683.653,2802.701,22.278,0.0261,21.081000000000003,0.2222,21.236,0.0357,0.8140,-0.0227,49.52897777385235,-66.47955593502444
61388,36589,3082.367,2802.715,23.747999999999998,0.0883,22.162999999999997,0.2246,22.34,0.0824,0.6600,-1.2577,49.48457369800313,-66.47954416382287
61394,36553,3032.300,2802.860,22.985,0.0424,23.336,0.6564,21.977,0.0627,0.7110,-0.5313,49.49014958315352,-66.47953981071582
61396,36515,2749.548,2802.902,21.089,0.0118,,,19.467,0.0136,0.5210,0.0055,49.521639169434756,-66.47954602770771
61398,36580,2198.412,2803.137,21.11,0.0147,20.283,0.1189,19.643,0.0127,0.8293,0.2487,49.583018204971125,-66.47953313764893
61400,5007461,2802.058,2803.174,22.219,0.0263,,,21.131999999999998,0.0333,0.4005,0.0450,49.515791238106594,-66.47953291643289
61403,109086,1798.214,2803.289,20.076999999999998,0.0074,19.281,0.0601,18.718,0.0071,1.0520,-0.5093,49.627587469477014,-66.47950952755606
61404,109107,2343.154,2803.303,21.073,0.0141,20.770000000000003,0.0939,19.836,0.0151,0.4693,-0.5063,49.56689854500793,-66.47952873184155
61406,109056,1835.568,2803.397,21.761000000000003,0.0178,21.338,0.1692,20.866,0.0263,0.6787,-1.5687,49.62342741545207,-66.4795068375426
61417,109090,2223.183,2803.677,20.081000000000003,0.0068,19.189999999999998,0.0502,18.677,0.0080,0.8023,-0.3473,49.58025947112114,-66.47950976397371
61419,109099,3216.640,2803.750,21.826999999999998,0.0163,20.402,0.0681,19.701,0.0109,0.7310,-1.0670,49.469620105417924,-66.47949157487552
61428,36586,2779.869,2804.295,21.772,0.0184,22.491999999999997,0.5248,20.695,0.0261,0.8310,-0.3593,49.51826244220471,-66.47948355289182
61429,36613,2686.640,2804.321,21.205,0.0104,21.259,0.3234,19.928,0.0119,0.9747,-1.8920,49.52864516714048,-66.47948389832183
61436,36588,2867.796,2804.446,21.258000000000003,0.0111,20.302999999999997,0.0846,19.336,0.0091,0.8403,-1.7763,49.50847020282227,-66.47947479530316
61448,109116,3349.116,2804.806,22.592,0.0326,21.790999999999997,0.1564,21.29,0.0357,0.6713,-1.5820,49.454866709420536,-66.4794367412403
61449,109138,3254.146,2804.819,23.086999999999996,0.0455,22.266,0.2436,21.913,0.0584,0.6977,-2.1383,49.465443295269885,-66.4794419681705
61452,36603,472.199,2804.920,22.856,0.0444,,,21.567,0.0513,0.5120,0.1335,49.775261518123195,-66.47929053775967
61460,36617,2958.738,2805.274,22.591,0.0327,23.548000000000002,0.7650,21.82,0.0564,0.7163,-0.1033,49.49834225446497,-66.47943523441526
61461,109132,2438.148,2805.291,18.902,0.0035,18.725,0.0330,17.855,0.0051,0.7060,0.0117,49.55631920059399,-66.47944142483333
61473,36645,2742.072,2805.644,22.266,0.0262,21.543999999999997,0.2787,21.076,0.0322,0.8640,-0.9740,49.52247187383199,-66.47942428885436
61476,36513,2549.741,2805.706,21.57,0.0156,21.171,0.2105,19.729,0.0114,0.7547,-1.5110,49.54389133695892,-66.47942329909745
61478,109153,3130.805,2805.795,21.865000000000002,0.0166,21.168,0.0971,20.516,0.0193,0.6440,-0.0307,49.47917961450532,-66.47940506276888
61490,109152,3100.743,2806.282,22.333,0.0257,21.073,0.0950,20.27,0.0151,0.6673,-0.2950,49.482527600720196,-66.47938481320146
61503,36593,2133.116,2806.838,20.174999999999997,0.0065,19.723,0.0910,19.105999999999998,0.0082,1.0783,0.3857,49.5902898086356,-66.47936676492358
61508,5000403,2144.345,2807.123,,,20.531,0.0851,20.546,0.0278,0.9095,-0.1070,49.58903924211803,-66.47935444627745
61509,5007469,2693.147,2807.161,22.039,0.0223,,,20.837,0.0262,0.3640,0.0935,49.52792058774483,-66.47935759369688
61513,109190,3116.998,2807.190,22.799999999999997,0.0414,22.86,0.3770,21.553,0.0460,0.6917,-2.5973,49.48071742864289,-66.47934371233845
61521,36616,2874.104,2807.481,21.694000000000003,0.0171,21.018,0.1324,20.158,0.0163,0.8337,-0.4793,49.5077679013812,-66.47933973608895
61534,109233,2449.417,2807.959,20.302,0.0063,19.984,0.1147,19.118,0.0081,0.7183,-0.1700,49.555064154369624,-66.47932292402095
61540,109191,3308.653,2808.133,19.542,0.0036,18.798000000000002,0.0383,18.383,0.0048,0.8563,-0.2327,49.45937349140964,-66.47929143525658
61546,109181,1840.111,2808.308,19.734,0.0046,18.979999999999997,0.0472,18.602,0.0064,0.9207,0.0680,49.62292079828234,-66.47928882015727
61547,109184,2260.616,2808.314,17.528,0.0020,16.869,0.0384,16.448,0.0028,1.7797,0.3577,49.57609038214238,-66.47930452936882
61548,36612,2610.506,2808.332,21.143,0.0128,,,19.647,0.0126,0.4075,0.1995,49.53712412046958,-66.4793063467352
61552,109189,3079.701,2808.514,21.464999999999996,0.0127,20.714,0.0792,20.186,0.0152,0.6903,-0.1430,49.48487123830432,-66.47928654701082
61553,36664,2828.904,2808.547,21.439,0.0138,21.801000000000002,0.2774,20.341,0.0213,0.8800,-2.4327,49.51280176694939,-66.47929350940501
61554,109180,1831.374,2808.569,22.149,0.0262,21.592,0.1458,21.092,0.0371,0.6267,-0.6973,49.62389377543226,-66.47927673970082
61570,36633,2601.706,2809.110,20.79,0.0107,20.392000000000003,0.1205,19.612,0.0185,0.9330,0.3740,49.53810416272876,-66.47927182200864
61584,109209,2326.306,2809.785,19.200000000000003,0.0037,18.496000000000002,0.0324,17.698999999999998,0.0039,0.6957,0.2870,49.56877461376151,-66.47924038238735
61585,36667,2937.289,2809.800,23.259,0.0600,21.942999999999998,0.2006,21.87,0.0518,0.6817,-1.3583,49.50073134651721,-66.479234789131
61587,109219,3222.729,2809.811,21.551000000000002,0.0136,20.85,0.0847,20.125,0.0145,0.6857,0.2243,49.46894281974607,-66.47922186470527
