,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
100409,5007350,3443.739,5867.721,,0.2583,,,22.467,0.2500,1.1650,-1.2350,150.7082320880857,-26.03466600266987,15.978230826180155
100414,5011523,4037.442,5867.998,,,22.593999999999998,0.2794,22.595,0.4182,1.5475,0.2430,150.67886551649772,-26.03463929810834,15.93831742166538
100420,5011526,919.941,5868.461,,,22.532,0.2600,22.953000000000003,0.7140,1.9805,1.0195,150.83306789329114,-26.034628049337847,16.429308546680712
100423,5011527,1716.916,5868.656,,,22.842,0.3230,22.772,0.5894,1.9530,-1.0445,150.79364676153622,-26.034632570344044,16.243127551259764
100424,5011528,3200.890,5868.663,,,22.858,0.4153,23.878999999999998,1.3034,1.9970,2.2315,150.72024425546826,-26.03462831307142,16.007845244768948
100427,5011529,2884.281,5868.737,,,22.491,0.3151,23.342,0.7333,1.4695,3.2955,150.73590483251667,-26.034628978250502,16.04583690343398
100440,5011530,3163.157,5869.405,,,22.838,0.3704,23.183,0.7446,1.7275,-1.2540,150.72211067189326,-26.03459589526453,16.0163136917411
100448,5011533,497.284,5870.048,,,22.448999999999998,0.3139,22.219,0.2933,1.5860,-1.9180,150.8539738871164,-26.034546182048352,16.55466333100558
100456,5011534,1534.319,5870.354,,,22.762,0.2410,22.351,0.3067,1.8095,-0.8970,150.80267861692732,-26.03455502712933,16.29236450751104
100459,252533,459.170,5870.410,,0.2483,,,21.975,0.3342,1.3145,-0.2925,150.85585911996438,-26.034528923271743,16.567808201051005
100461,5011535,3926.327,5870.526,,,22.128999999999998,0.1903,22.402,0.3249,1.6315,1.6460,150.68436171813212,-26.034530088411074,15.958975937247533
100462,5011536,736.482,5870.782,,,24.230999999999998,1.5657,22.412999999999997,0.2602,1.6290,4.4455,150.84214233144726,-26.034520343974446,16.491920637236756
100465,5011538,2459.835,5871.110,,,22.942999999999998,0.3261,23.656,1.1294,1.9365,2.2020,150.75689941260987,-26.034526164261603,16.120996836209915
100466,5011539,2751.884,5871.270,,,22.441,0.2845,22.237000000000002,0.3431,1.7555,-0.2290,150.74245366879197,-26.034517553795933,16.078497207653104
100469,5011540,3632.520,5871.504,,,22.933,0.4262,23.049999999999997,0.5834,1.7935,-0.7655,150.69889442507818,-26.03449393697386,15.98449580155875
100470,5011541,1633.485,5871.608,,,22.923,0.3732,22.578000000000003,0.5108,1.8420,-0.1030,150.79777351081682,-26.034500491566998,16.278173556830016
100478,5011542,847.307,5871.984,,,22.346999999999998,0.2846,23.753999999999998,1.0859,1.8905,3.7535,150.83666052219266,-26.034469738507198,16.469158170726033
100480,5011543,316.972,5872.152,,,22.308,0.3247,21.781,0.2998,1.7860,0.8065,150.8628926389173,-26.034446920571373,16.61994393698276
100484,5011544,2947.897,5872.382,,,22.987,0.3390,22.718000000000004,0.3528,1.7875,-2.1255,150.73275820915146,-26.034466319889297,16.05916050544085
100485,5011545,3539.360,5872.446,,,22.128999999999998,0.2627,23.112000000000002,0.3944,1.6925,0.5005,150.70350245411578,-26.034454086375217,15.997555106961068
100490,5011546,3473.416,5872.590,,,23.227999999999998,0.5943,22.612000000000002,0.3431,1.5895,4.0330,150.7067642687518,-26.034449025020006,16.004105541506235
100493,5011547,996.091,5872.736,,,22.913999999999998,0.3975,21.915,0.2940,1.8385,0.9375,150.82930114915075,-26.034439772397594,16.43477637854534
100500,5011549,1083.060,5873.347,,,22.747,0.4072,22.125999999999998,0.3822,1.9290,1.0400,150.82499935757681,-26.03441446443596,16.416351242091643
100501,5011550,634.505,5873.365,,,22.558999999999997,0.2824,22.479,0.3476,1.7395,6.5495,150.8471863738174,-26.03440277012018,16.535242300756064
100524,5011554,2824.045,5874.936,,,22.896,0.3314,22.660000000000004,0.3988,1.8435,4.7650,150.73888437490288,-26.034354029288476,16.09022599227915
100525,5011555,2876.381,5874.936,,,22.645,0.2678,22.816000000000003,0.5296,1.9135,-3.2625,150.73629566100382,-26.03435354523382,16.083314078440875
100528,5011556,3619.187,5875.143,,,23.012,0.3688,23.331000000000003,0.3461,1.7445,1.4330,150.69955401032618,-26.034332501800158,16.006843393331696
100532,5011558,2556.700,5875.422,,,22.119999999999997,0.2427,22.820999999999998,0.3661,1.8390,-0.4770,150.7521081580375,-26.034334182400965,16.13132644861911
100533,5011559,706.044,5875.583,,,22.422,0.3105,22.084000000000003,0.2277,1.5350,-1.0320,150.8436477527476,-26.03430615740294,16.52847320927316
100536,5011561,2805.752,5875.655,,,23.439,0.5047,23.295,0.6082,1.7840,5.4370,150.73978921482276,-26.034322232163156,16.096915441785228
100540,5011563,1890.982,5875.954,,,23.494,0.5084,22.035000000000004,0.3586,1.7205,-2.1080,150.78503679680793,-26.034309673015958,16.25080162976136
100542,5011564,3970.643,5876.215,,,23.389,0.5667,22.779000000000003,0.3344,1.6740,1.3560,150.68216987928054,-26.034276015609034,15.98972686031849
100550,252703,76.090,5876.529,,0.3765,,,21.472,0.3073,1.5680,2.4190,150.8748072623554,-26.03424385138744,16.71945233840451
100552,5011566,545.102,5876.754,,,23.515,0.6767,22.628,0.3584,1.7200,-1.4450,150.85160842774326,-26.03424957225916,16.580358738966297
100556,5011568,1718.944,5876.942,,,23.604,0.6987,21.945,0.3098,1.9670,-2.2345,150.79354635888274,-26.034264324955913,16.291532299079343
100562,5011570,1736.366,5877.380,,,22.336,0.2972,22.641,0.5160,1.4470,1.6660,150.7926846044163,-26.03424502657678,16.290488633906495
100566,5011571,1574.992,5877.549,,,23.093,0.4538,22.976,0.6735,1.5810,-3.8655,150.80066669267714,-26.034235761774042,16.325828876935013
100568,5011572,337.899,5877.607,,,22.887,0.3353,21.701999999999998,0.3008,1.9360,-0.2875,150.86185731958034,-26.034205172869278,16.645704805032118
100570,5011573,2570.875,5877.677,,,23.061999999999998,0.3257,22.799999999999997,0.5624,1.9715,1.1225,150.75140702650563,-26.034233897810633,16.142450605707538
100583,93392,942.010,5878.145,17.655,0.0082,17.000999999999998,0.0107,16.859,0.0121,1.5183,-0.4357,150.83197603759572,-26.034198160353252,16.48054180523736
100587,5011575,1044.233,5878.256,,,22.33,0.2373,22.397,0.5324,1.7250,-0.8420,150.8269197544013,-26.03419547850837,16.455014817054646
100590,5011576,716.194,5878.644,,,22.892,0.3818,22.543,0.3741,1.9010,-0.5450,150.84314560942684,-26.034170385332757,16.543684334086127
100592,252753,1205.815,5878.692,,0.2430,22.794999999999998,0.3904,,,1.4860,-1.8955,150.81892737490165,-26.03417930074425,16.41757680549405
100596,5011577,3859.228,5878.764,,,23.003999999999998,0.4349,22.929000000000002,0.5199,1.7555,-4.5115,150.68768090103612,-26.03416575540397,16.01110371438118
100601,5011579,810.503,5878.877,,,23.980999999999998,0.9494,22.264000000000003,0.3502,1.8770,0.8010,150.838480777546,-26.03416247190406,16.519513943625206
100602,5011580,3339.584,5878.891,,,23.416,0.6252,22.801000000000002,0.3401,1.9615,2.7510,150.7133841723292,-26.034171473265044,16.05358028314187
100609,5011582,900.967,5879.408,,,22.538999999999998,0.3152,22.186999999999998,0.3082,1.6535,1.6485,150.83400612371045,-26.034141073777526,16.49867252663383
100614,5011583,1713.725,5879.891,,,22.313,0.2380,22.999000000000002,0.5687,1.8535,0.0405,150.79380447531827,-26.034133207391395,16.30999999720569
100620,5011584,2548.244,5880.265,,,23.436,0.5287,22.845,0.6774,1.7465,1.7910,150.75252644265316,-26.034118974545496,16.16112710825205
100621,5011585,2476.820,5880.475,,,22.387,0.2441,22.746000000000002,0.4466,1.9005,-0.9510,150.7560593071912,-26.03410989567621,16.17345419705211
100627,5011586,3045.706,5880.957,,,22.848,0.3813,23.153,0.4644,1.8750,4.8205,150.7279203644347,-26.034084064134245,16.097621672352506
100634,5011587,1578.452,5881.186,,,22.662,0.3664,22.359,0.4193,1.5255,-1.4200,150.80049550024037,-26.03407416014485,16.34650437486492
100637,252825,63.517,5881.254,,0.4790,,,21.942999999999998,0.4228,1.3465,4.4470,150.875428963603,-26.034033380117403,16.75108304955617
100640,5007388,1794.731,5881.293,,0.2563,,,22.231,0.3526,1.2390,0.0235,150.7897976413578,-26.03407164239646,16.301551786298727
100641,5011589,997.493,5881.360,,,23.269,0.4800,23.308,0.6044,1.9835,2.0565,150.82923159004295,-26.03405651592161,16.485168365446935
100648,5011592,2868.946,5881.793,,,22.16,0.2299,22.616,0.3063,1.5630,2.9605,150.73666349427845,-26.03404886238823,16.12460682203467
100649,5011593,4132.769,5881.826,,,22.839,0.4266,22.066000000000003,0.2513,1.9310,0.3015,150.67415079796402,-26.0340218591644,16.014556448339956
100657,252812,3389.208,5882.135,,0.1674,,,23.334000000000003,0.6261,0.9645,-0.9580,150.71092967466421,-26.034026407409474,16.067807289016695
100662,5011594,3639.656,5882.297,,,23.436999999999998,0.5383,22.622,0.5329,1.8945,-0.0755,150.69854172637721,-26.03401408968624,16.047125064120166
100672,5011598,2159.374,5882.690,,,22.5,0.3456,21.356,0.2351,1.8900,1.0185,150.7717612143228,-26.03401154298583,16.239983582237173
100676,5011599,417.703,5883.000,,,23.548,0.3707,22.116999999999997,0.3161,1.9865,0.6120,150.85790976928803,-26.03396806979013,16.653806218495973
100688,5011600,2904.946,5883.900,,,23.875999999999998,0.8483,22.921999999999997,0.5645,1.7615,1.3665,150.7348828423108,-26.0339548630665,16.132325441052373
100692,5011601,1886.317,5884.066,,,22.483999999999998,0.2817,23.104999999999997,0.3140,1.6605,3.9585,150.78526747997915,-26.033949108609804,16.299526159539287
100694,5011602,3282.687,5884.095,,,22.787,0.3766,22.439,0.2630,1.6570,-2.1010,150.71619857894598,-26.03394115316634,16.089828097353518
100709,5011604,712.977,5884.718,,,22.113,0.2518,23.259999999999998,1.0434,1.7275,1.7005,150.84330455105768,-26.033900345060626,16.580272086719706
100711,5011605,2764.865,5884.768,,,23.419,0.7696,23.174,0.4575,1.7335,1.3370,150.7418117019065,-26.033917544904703,16.15610929991278
100713,93568,3798.452,5884.792,,0.3271,,,22.436999999999998,0.4514,1.0315,0.2755,150.6906872465132,-26.033899409203052,16.050257362727127
100716,5011606,1796.876,5884.843,,,22.933,0.4522,22.219,0.2977,1.4365,1.1140,150.78969150905286,-26.03391388345212,16.32203536044626
100717,5011607,1973.120,5884.864,,,22.901999999999997,0.3853,22.25,0.4568,1.8460,-2.1475,150.78097392225206,-26.033914184802153,16.28733680119703
100723,5011608,1580.382,5885.284,,,22.515,0.2965,22.808999999999997,0.5172,1.8085,4.3495,150.80039998065538,-26.033892050957103,16.370230235815615
100724,5011609,1619.114,5885.310,,,22.899,0.3076,23.04,0.8434,1.6500,-6.9565,150.7984841736519,-26.033891352797525,16.36199859486098
100725,5011610,2947.655,5885.345,,,22.986,0.3201,23.192999999999998,0.4418,1.7855,1.6875,150.7327703370091,-26.033890191354732,16.13539304596373
100726,5011611,4224.030,5885.357,,,22.497,0.3043,22.075000000000003,0.3890,1.9375,0.0115,150.66963687358668,-26.03386204133613,16.031467986445744
100728,5011612,455.717,5885.456,,,22.7,0.2984,22.412,0.3544,1.7640,1.6900,150.85602939443837,-26.033860108211254,16.65715196277595
100735,5011614,1063.789,5885.856,,,22.503999999999998,0.3067,22.558999999999997,0.4218,1.5930,-3.5405,150.82595227433788,-26.033858112811483,16.494817385053718
100744,5011616,1464.295,5886.341,,,23.427,0.2304,23.402,0.2617,1.7750,3.5260,150.80614199204783,-26.033843551145317,16.40217955595191
100747,5011618,1207.848,5886.609,,,22.901999999999997,0.3670,22.959000000000003,0.2830,1.5290,0.6225,150.81882665328996,-26.03382747296478,16.46370266703531
100752,5011619,1518.983,5886.759,,,23.442999999999998,0.6593,22.025,0.3658,1.9880,-2.4315,150.8034369466464,-26.033825718818573,16.392414910248732
100756,5011620,693.372,5887.027,,,22.964,0.2589,22.121000000000002,0.3632,1.9635,-2.2525,150.84427420496417,-26.03379719578752,16.59922616579581
100760,252976,2432.583,5887.353,,0.2495,22.801,0.3888,21.884999999999998,0.4573,2.0003,0.4570,150.75824743028764,-26.033804322395522,16.221001322804966
100764,5011621,4070.537,5887.547,,,22.826999999999998,0.3469,22.337000000000003,0.2490,1.8610,0.1120,150.67722917683355,-26.033769480791467,16.050753065476684
100770,5011622,3832.935,5887.747,,,22.907999999999998,0.4492,22.394,0.3619,1.8895,1.4900,150.68898169590489,-26.033767196883726,16.06527076395308
100772,5011624,2855.886,5887.838,,,22.463,0.2529,22.706000000000003,0.5420,1.6485,0.4535,150.73730954705124,-26.033780320197728,16.16187252516309
100773,5011625,686.170,5887.969,,,22.814,0.3437,22.011000000000003,0.2917,1.5570,3.4320,150.84463040914505,-26.0337551339009,16.606745816476245
100774,5011626,402.276,5887.984,,,22.968999999999998,0.4627,22.304000000000002,0.4737,1.8550,-1.5940,150.8586726581427,-26.033746068508453,16.68758173162611
100776,5011627,1713.923,5888.209,,,22.573999999999998,0.2450,22.098999999999997,0.2972,1.7190,2.1855,150.79379458971587,-26.033763521843746,16.35897512426053
100777,252988,887.583,5888.217,,0.5131,22.581,0.3369,22.516,0.3443,1.4157,0.3233,150.8346679049794,-26.033749247311118,16.554005340885055
100778,5011628,1227.994,5888.351,,,23.076999999999998,0.3509,23.179000000000002,0.5297,1.5570,2.2020,150.81783013453943,-26.03375041850078,16.469096738202886
100783,252958,2208.749,5888.595,,0.2722,23.189,0.3533,22.939999999999998,0.5062,1.7947,-0.2943,150.76931895783383,-26.03374919672421,16.2660064245343
100785,93582,3550.907,5888.664,16.849,0.0076,16.262,0.0107,16.031,0.0119,2.1000,-0.5443,150.7029316821926,-26.03373304746199,16.0915900274105
100794,5011630,1070.350,5889.082,,,23.099,0.4873,22.902,0.5950,1.8005,1.6355,150.82562767224465,-26.033714871968193,16.51215818884097
100795,252974,1771.409,5889.114,,0.3492,23.192999999999998,0.4514,22.323,0.4221,1.5373,-3.3817,150.7909511449229,-26.033723840274323,16.35240681453021
100797,5011631,3213.889,5889.190,,,23.342,0.5084,22.711,0.4696,1.6895,0.7660,150.71960163266016,-26.033715807107974,16.1269547431287
100798,5011632,3454.626,5889.238,,,22.775,0.3740,22.97,0.7150,1.5160,-1.6840,150.70769404655172,-26.033709484961058,16.10337393228343
100806,5011634,707.562,5889.453,,,23.115,0.2270,23.704,1.0290,1.7695,2.9465,150.84357225170305,-26.03368975652084,16.60959076957487
100807,5011635,358.759,5889.454,,,23.195999999999998,0.4498,23.926000000000002,0.8523,1.9845,0.8360,150.86082508492262,-26.0336793281293,16.709032237138256
100808,5011636,3244.650,5889.463,,,22.582,0.3422,22.793999999999997,0.5110,1.8440,-2.9680,150.71808010427438,-26.033703192966556,16.125285050460995
100810,253022,3404.003,5889.541,16.594,0.0073,15.969,0.0093,15.824,0.0139,2.2720,-0.4940,150.71019802058493,-26.033696980224004,16.10983599820672
100812,5011637,1869.148,5889.556,,,23.144,0.5765,22.296999999999997,0.3487,1.9080,-2.7515,150.78611666876108,-26.03370498713189,16.3352793843802
100816,5011638,3695.525,5889.898,,,22.826999999999998,0.4688,22.493000000000002,0.3280,1.9935,-0.7620,150.69577846885545,-26.033674983185286,16.08737352080123
100821,5011639,4060.921,5890.322,,,22.979,0.4786,23.021,0.5583,1.9290,1.1375,150.67770490501726,-26.03364643381609,16.067405471371124
100827,5011641,1100.764,5890.619,,,23.116,0.5424,22.000999999999998,0.2375,1.9140,3.2615,150.82412326861422,-26.033647183655056,16.513603908637233
100835,5011642,692.987,5891.259,,,24.2,1.3787,22.756999999999998,0.4723,1.8930,-1.2540,150.84429312019878,-26.033609097338474,16.62420844362537
100838,5011644,3290.563,5891.444,,,23.39,0.6299,22.853,0.3148,1.8795,4.0305,150.71580914397646,-26.033614401521163,16.132146824308535
100845,5011646,3504.600,5891.784,,,22.653,0.2750,23.409,0.3517,1.5925,-0.1675,150.70522223819148,-26.033595338005536,16.11384231317793
100848,5011648,1977.278,5891.947,,,23.855,0.6676,21.808999999999997,0.2394,1.6945,0.8120,150.78076821124793,-26.03359940876896,16.328279037173758
100852,252874,1688.851,5892.306,17.671999999999997,0.0094,16.924999999999997,0.0124,16.624000000000002,0.0131,1.6217,-0.7187,150.79503468133248,-26.033581180477782,16.388376853249696
100860,5011649,3216.550,5892.711,,,23.082,0.4215,22.738,0.3256,1.7790,-0.5665,150.71947007210275,-26.033559277869504,16.14733939809594
100861,5011650,2097.443,5892.756,,,22.625999999999998,0.2867,23.333,0.7961,1.5730,3.8410,150.77482448210162,-26.033563986835738,16.310522380994495
100864,5011651,1274.329,5893.039,,,23.285999999999998,0.5202,22.156,0.4605,1.9465,-2.0760,150.81553817271234,-26.033542882952005,16.4856198705231
100870,5011652,1903.871,5893.378,,,22.858999999999998,0.3478,22.451999999999998,0.3189,1.7160,-1.0730,150.7843991336778,-26.033535363459148,16.35094499132013
100875,5011653,2690.361,5893.696,,,22.875999999999998,0.5126,22.377000000000002,0.2756,1.7375,0.6920,150.74549697130337,-26.03352128161913,16.21912888561842
100878,5011654,1771.638,5893.745,,,22.38,0.2992,22.661,0.4189,1.6790,-2.4955,150.79093977175313,-26.033518020863674,16.379650129734973
100892,5011659,418.606,5894.519,,,22.852,0.3704,21.981,0.2630,1.7310,-0.8935,150.85786469616596,-26.033456145400315,16.721163462869594
100893,5011660,3311.914,5894.550,,,23.651999999999997,0.8585,22.787,0.4494,1.9460,2.0265,150.71475311824221,-26.033475997998085,16.148204013646115
100900,5011662,3102.347,5894.794,,,23.107,0.5231,22.259,0.3005,1.7505,-0.4230,150.72511892646824,-26.033468351383984,16.172285547372425
100905,5011663,3127.098,5894.930,,,22.838,0.3826,23.046,0.3713,1.7325,0.6205,150.7238946707761,-26.033461967802822,16.17025199575864
100906,5011664,1356.197,5894.947,,,23.692999999999998,0.7927,22.516,0.3521,1.6385,0.4695,150.81148870314442,-26.03345944226747,16.477616783514577
100907,5011665,961.214,5894.988,,,22.994999999999997,0.4050,22.665999999999997,0.5008,1.7890,2.6220,150.83102572108123,-26.03345002218087,16.57467963158184
100910,5011666,2726.113,5895.349,,,23.657,0.8482,21.851999999999997,0.2086,1.6365,1.2560,150.74372858326618,-26.033447570045386,16.223770847348845
100925,5011668,4213.629,5896.246,,,22.512,0.3419,23.836,0.6395,1.9740,0.0905,150.67015173040195,-26.033378424113426,16.095288546787216
100937,5011670,2860.237,5896.940,,,22.035999999999998,0.2224,22.979999999999997,0.3879,1.4945,-2.7950,150.7370944288412,-26.03337574756696,16.21482589626235
100945,5011672,3006.101,5897.628,,,22.346,0.2398,22.515,0.2570,1.6265,-3.0410,150.72987957676904,-26.03334361710661,16.200354437383027
100947,253194,64.786,5897.961,,0.3206,,,21.42,0.3758,1.1485,1.2090,150.87536549206345,-26.03329089866681,16.84855749537585
100951,5011673,382.479,5898.270,,,22.727,0.3543,22.213,0.3173,1.9090,1.0130,150.8596515055059,-26.033288278947975,16.75377319357562
100975,5011675,1855.205,5900.189,,,23.766,0.9096,21.884999999999998,0.3429,1.7135,6.5745,150.78680624329112,-26.033232308076435,16.400715936752835
100980,5011676,315.749,5900.499,,,23.058999999999997,0.5261,23.411,0.9529,1.8135,-0.6535,150.86295207368644,-26.03318701944329,16.78662402033008
100983,5011677,1910.485,5900.531,,,22.804,0.3258,22.265,0.2772,1.7065,-0.2075,150.78407193278278,-26.033217497390314,16.391800248740154
100993,5011678,3049.107,5901.216,,,23.987,0.6465,22.75,0.4039,1.8155,0.9450,150.7277524251495,-26.033183624845154,16.216255209237378
100994,5011679,3380.043,5901.220,,,22.253999999999998,0.2873,22.581000000000003,0.6557,1.9470,0.0935,150.71138339219138,-26.033178355886868,16.180612163784225
100995,5011680,2576.631,5901.319,,,22.517,0.2607,22.697000000000003,0.4616,1.8145,3.0015,150.7511224383149,-26.03318311965984,16.28075408144435
