,ID,X,Y,K,K_err,J,J_err,H,H_err,chi,sharp,ra,dec
26540,298828,3346.026,8737.325,20.609,0.1998,21.574999999999996,0.0341,20.8505,0.1322,2.0773,0.1590,16.162026560126435,2.1134759828702765
26547,298825,2618.701,8737.622,17.862000000000002,0.0311,18.961999999999996,0.0157,18.0775,0.0255,2.0027,0.2817,16.19437401333134,2.1134898012662013
26554,137557,3514.677,8738.074,21.285,0.3801,22.86,0.0779,21.8565,0.2985,2.2847,-1.7370,16.154525884864295,2.113509032008501
26557,137554,3063.354,8738.177,21.488,0.4203,22.786,0.1180,21.8145,0.3983,2.4430,-1.9183,16.17459826750259,2.113514169627752
26558,298827,3179.614,8738.193,21.098,0.2998,21.671999999999997,0.0420,21.0245,0.1532,2.2077,-1.0627,16.169427656494026,2.1135147612934473
26565,298821,722.258,8738.452,20.18,0.1607,20.847,0.0394,20.3705,0.1037,2.3483,-1.4863,16.278717456479114,2.113525137210833
26567,137581,3384.415,8738.659,21.382,0.3997,23.141,0.1028,22.2475,0.5297,2.2373,-0.6200,16.160319225496217,2.113535220039181
26569,298834,2784.320,8738.776,20.211000000000002,0.1491,20.888999999999996,0.0402,20.2605,0.1008,2.2790,-2.1973,16.187008180348794,2.1135410081892037
26571,298836,3800.178,8738.966,19.918,0.1259,20.844,0.0251,20.182499999999997,0.0801,2.0553,-1.3187,16.141828364155586,2.1135481881996383
26574,298833,2355.570,8739.016,18.834,0.0882,19.759999999999998,0.0254,19.063499999999998,0.0569,2.6463,-0.2503,16.206076649826354,2.1135518144110343
26575,298829,1072.348,8739.040,18.895,0.0652,19.841,0.0202,19.0595,0.0423,2.0747,-0.2280,16.26314737539488,2.113551901401579
26579,137582,4205.257,8739.284,19.937,0.1316,20.607,0.0196,20.0265,0.0862,2.0713,-0.1887,16.123812681500848,2.113561451086246
26586,137604,4208.173,8739.751,20.695,0.2596,21.701999999999998,0.0460,21.2625,0.2400,2.1933,0.2263,16.123682992891506,2.113582199472308
26592,298843,2831.652,8739.886,19.609,0.0955,20.187999999999995,0.0259,19.732499999999998,0.0575,1.9880,0.0993,16.18490310979058,2.1135903114732524
26593,298846,3230.074,8739.895,19.671,0.0952,20.318999999999996,0.0182,19.7825,0.0617,1.7830,0.3570,16.167183469119955,2.1135903480713134
26596,298840,1976.449,8740.158,17.693,0.0284,18.784999999999997,0.0139,17.906499999999998,0.0211,1.8887,0.3033,16.222937892202108,2.113602498274104
26601,298847,3403.195,8740.261,20.616,0.1958,21.241999999999997,0.0228,20.9165,0.1392,2.0483,-1.5597,16.159483991651474,2.113606393784402
26604,5001843,3546.901,8740.347,21.002,0.4469,22.626999999999995,0.0681,21.8965,0.4490,2.3090,-1.5383,16.153092734405693,2.1136100036901935
26605,298851,1041.568,8740.517,20.433,0.1844,20.693999999999996,0.0343,20.3185,0.0962,2.2523,-0.6953,16.26451630349401,2.1136174961905696
26608,298853,2871.821,8740.708,18.836000000000002,0.0575,19.802999999999997,0.0206,19.034499999999998,0.0425,2.0170,0.1673,16.183116610639335,2.113626817100112
26610,298854,2905.788,8740.754,19.990000000000002,0.1291,20.619999999999997,0.0332,20.147499999999997,0.0879,2.1940,-0.7847,16.181605943227027,2.113628836689855
26622,298866,3698.901,8741.945,19.088,0.0641,19.957,0.0158,19.2045,0.0442,1.8823,-0.5793,16.146332604358534,2.1136807723046123
26625,298862,3094.821,8742.122,20.462,0.1892,21.018,0.0330,20.432499999999997,0.1115,2.3360,-1.9343,16.17319878317112,2.1136894712427035
26626,298863,3108.379,8742.145,19.503,0.0877,20.473999999999997,0.0220,19.7805,0.0589,1.8557,-0.2420,16.172595797147267,2.11369047987148
26636,298870,1578.806,8742.625,18.466,0.0495,19.402,0.0179,18.639499999999998,0.0338,2.0997,0.3177,16.240622891880673,2.1137118706667213
26638,298874,3706.898,8742.747,20.548000000000002,0.1905,21.186,0.0261,20.761499999999998,0.1249,2.0583,-0.1020,16.14597694030517,2.1137164023807684
26639,298875,4262.781,8742.747,19.157,0.0844,20.095,0.0203,19.4285,0.0598,2.3000,-0.0760,16.121254324160457,2.113715220569493
26640,298871,2504.022,8742.803,19.691,0.1005,20.339,0.0283,19.9175,0.0723,1.9847,-0.7430,16.19947431063249,2.1137201026351238
26641,298865,3338.197,8742.835,22.299,0.9438,21.888999999999996,0.0441,21.176499999999997,0.1859,2.1447,-3.5667,16.162374744565415,2.113720880448167
26643,137700,3228.292,8742.937,20.115000000000002,0.1301,20.948,0.0279,20.2825,0.0891,1.7500,0.0250,16.167262719454232,2.1137255492976608
26650,137724,3416.114,8744.044,22.516000000000002,1.3182,22.711999999999996,0.0731,22.889499999999998,0.7220,2.3487,-3.3843,16.15890942016323,2.113774508032843
26653,298880,3082.059,8744.449,20.661,0.2051,21.539,0.0515,21.1615,0.1748,2.2957,-0.3303,16.17376636531107,2.113792905398353
26657,298886,3205.255,8744.734,21.709,0.4764,21.455,0.0360,21.2705,0.2066,2.2903,-0.2117,16.168287277751556,2.1138054419261754
26658,298884,1525.938,8744.750,16.826,0.0217,17.868,0.0110,17.0005,0.0147,2.1303,0.3180,16.24297417467638,2.113806263288779
26659,298887,3354.008,8744.784,20.638,0.2016,21.272,0.0278,20.6785,0.1221,2.0680,-0.2360,16.1616715551592,2.113807481355338
26663,137681,3067.904,8745.078,22.019000000000002,0.4738,22.620999999999995,0.1045,21.8725,0.2687,2.4397,-1.2167,16.174395902113062,2.113820874486953
26665,137725,4094.607,8745.248,20.297,0.1613,21.059999999999995,0.0303,20.5905,0.1073,1.9327,0.0987,16.12873376973957,2.1138267743694645
26668,298897,3530.368,8745.618,18.762,0.0556,19.725,0.0156,18.9225,0.0360,1.9177,-0.4593,16.153828024160806,2.1138442946007867
26670,298898,3560.128,8745.734,20.067,0.1460,21.025999999999996,0.0255,20.2825,0.1025,2.2297,-0.2920,16.152504461854804,2.113849403496021
26677,298906,2746.571,8746.306,19.532,0.0936,20.416999999999994,0.0276,19.6345,0.0566,2.0040,-1.4787,16.1886870466846,2.113875694501436
26682,137768,3633.170,8746.512,22.212,0.6982,22.906,0.0987,22.6195,0.5318,2.0330,-0.4547,16.149255951960328,2.1138838618297
26683,298909,3715.278,8746.546,21.203,0.3519,21.857999999999997,0.0380,21.4865,0.2122,2.2277,-0.5937,16.145604237508774,2.1138852308089735
26684,5000813,3770.183,8746.580,,,22.835,0.0833,21.9625,0.3147,1.8240,-0.1945,16.14316236386889,2.113886642087755
26686,137765,3357.967,8746.610,21.276,0.3067,22.089999999999996,0.0481,21.6115,0.2188,2.1013,-2.0193,16.161495478171307,2.113888631144701
26687,298901,1330.584,8746.617,20.591,0.2254,21.192999999999998,0.0456,20.4145,0.0968,2.3050,-1.0677,16.251662458600354,2.1138890203614125
26689,137764,3285.059,8746.676,21.766000000000002,0.5155,22.248999999999995,0.0524,21.4335,0.2079,2.1910,-1.7083,16.16473802848962,2.1138916579336837
26691,137762,3217.880,8746.721,21.032,0.3361,21.634999999999998,0.0432,21.3315,0.2022,1.9953,-1.4213,16.16772578439706,2.11389373806259
26692,5001849,3847.597,8746.749,21.204,0.6489,22.937999999999995,0.0789,22.4335,0.5984,2.4213,-5.4303,16.139719413382984,2.1138940058850118
26694,298907,2825.696,8746.810,19.032,0.0570,19.762,0.0208,19.1065,0.0427,1.9263,0.3050,16.185167996063594,2.1138980468261224
26695,5001851,3467.092,8746.913,21.715,0.9272,23.391999999999996,0.1183,23.2045,1.1920,2.4187,-1.2987,16.15664219319449,2.113901945178159
26696,298905,2525.113,8746.959,18.301000000000002,0.0416,19.387,0.0163,18.4715,0.0265,1.8013,-0.5230,16.19853629642788,2.1139048072458357
26699,137770,3837.451,8747.100,21.48,0.4410,22.979999999999997,0.0831,22.9015,0.5798,2.2410,-5.5860,16.14017065116079,2.113909625514629
26702,137840,2048.513,8747.157,19.265,0.0780,20.102999999999994,0.0240,19.4025,0.0552,2.1370,-0.0887,16.219732879303162,2.1139135907037794
26710,298919,4045.366,8747.563,20.089,0.1378,21.098,0.0292,20.3055,0.0885,2.0510,-0.7150,16.13092373341806,2.1139297725709625
26718,298918,3952.065,8748.211,18.448,0.0491,19.442999999999998,0.0144,18.7025,0.0326,2.0273,-0.2560,16.135073247568616,2.1139587723996427
26722,298923,2346.464,8748.493,18.365000000000002,0.0510,19.146,0.0185,18.4435,0.0448,2.5623,-0.5943,16.20648163486615,2.113973012298202
26723,298925,3207.345,8748.613,21.161,0.3126,21.619,0.0388,21.133499999999998,0.1766,2.1713,0.0420,16.168194321818497,2.1139778384694665
26724,137826,4039.556,8748.683,21.177,0.3351,22.149,0.0505,21.900499999999997,0.2964,2.1627,0.0923,16.13118212794835,2.1139795627822613
26725,298927,3615.301,8748.692,18.649,0.0533,19.594,0.0142,18.8645,0.0356,1.9533,-0.3017,16.15005066396091,2.113980779876111
26726,137824,3061.085,8748.757,21.194,0.4325,22.411,0.0949,21.8705,0.2928,2.4177,-2.4373,16.174699170863867,2.113984391094047
26728,137825,3788.343,8748.850,21.658,0.4877,22.686,0.0659,21.9525,0.3917,2.1127,0.2690,16.142354702638464,2.1139874964395244
26736,298926,3256.374,8749.188,18.345,0.0447,19.379999999999995,0.0134,18.5615,0.0288,1.9067,-0.0947,16.166013778183842,2.1140033365952697
26744,137845,3549.968,8749.823,21.255,0.5227,22.668999999999997,0.0696,22.0235,0.2913,2.2720,-2.0910,16.15295631710901,2.1140311516913575
26748,298939,3455.562,8749.930,20.878,0.2319,22.016,0.0445,21.261499999999998,0.1688,2.0150,-0.9410,16.157154980558328,2.1140360500368454
26753,137844,3504.166,8750.058,22.46,1.1188,22.022999999999996,0.0479,21.836499999999997,0.3362,1.9953,-1.3610,16.154993339669808,2.114041666775402
26754,298940,4095.697,8750.085,19.127,0.0761,20.128,0.0192,19.3035,0.0464,2.0043,-0.7997,16.128685282303152,2.114041748170804
26762,137899,3264.705,8750.714,21.452,0.4496,22.412,0.0684,21.775499999999997,0.2451,1.9007,-0.8207,16.165643258942296,2.114071148352997
26769,137871,3970.289,8751.032,22.234,1.0489,22.134,0.0456,22.191499999999998,0.3765,2.2277,-0.2587,16.134262738634593,2.1140841111144177
26773,298955,3216.555,8751.092,19.740000000000002,0.1129,20.625,0.0235,19.8595,0.0644,2.0313,-0.5350,16.16778470849234,2.114088005028447
26774,137890,1546.108,8751.163,18.262,0.0401,19.269,0.0163,18.409499999999998,0.0317,2.0360,-0.0370,16.24207712870563,2.1140913037033577
26777,298954,3178.583,8751.328,19.216,0.0820,20.082,0.0180,19.3605,0.0448,2.0087,-0.1590,16.169473496253058,2.1140985365497276
26778,137898,3099.129,8751.411,21.457,0.4022,21.924,0.0587,22.0445,0.3060,2.2433,-1.6987,16.173007178123672,2.1141023088227127
26783,298967,3532.764,8751.559,20.636,0.2105,21.177999999999997,0.0303,20.502499999999998,0.0995,2.0660,0.2933,16.153721454568974,2.11410833361671
26784,298956,3509.493,8751.560,21.097,0.2661,21.647,0.0338,21.0595,0.1486,1.9543,-0.3630,16.154756421651122,2.114108413811163
26786,5001860,3127.461,8751.636,21.81,0.8511,22.601,0.0855,22.4665,0.3928,2.2410,-3.8660,16.171747124545615,2.1141122799400334
26788,298968,3634.243,8751.687,19.264,0.0798,20.232,0.0185,19.499499999999998,0.0515,1.9827,-0.9157,16.149208222670026,2.114113858514441
26793,298959,1756.651,8751.949,19.368000000000002,0.0800,20.156999999999996,0.0244,19.4335,0.0557,2.0593,-0.4767,16.23271331995465,2.1141264143686653
26803,137939,1793.283,8752.284,19.332,0.0823,20.211,0.0250,19.5045,0.0538,2.0617,-0.5417,16.231084127551078,2.1141413282959465
26811,137920,3421.599,8752.908,21.867,0.5487,22.227999999999994,0.0499,23.8645,1.5041,2.2293,-1.4493,16.158665465641604,2.11416845334729
26812,298977,2562.523,8752.983,18.82,0.0511,19.598999999999997,0.0180,18.8795,0.0319,1.7720,-0.5670,16.1968725008022,2.1141725280116708
26814,298979,3110.954,8753.153,20.843,0.2446,21.275999999999996,0.0354,21.1455,0.1610,2.2153,0.1510,16.17248126474458,2.114179718655932
26815,298974,1924.093,8753.201,19.346,0.0764,20.162,0.0239,19.5015,0.0525,1.9227,-0.5690,16.225266408554173,2.1141821594021226
26820,298993,3260.247,8753.564,20.063,0.1304,20.872999999999998,0.0274,20.3635,0.0880,1.8767,-0.8713,16.16584152331054,2.1141978195981963
26821,298984,1608.384,8753.592,19.42,0.0839,20.201999999999998,0.0248,19.5825,0.0627,2.1240,-0.4480,16.239307432624393,2.114199316979441
26825,298987,2264.250,8753.731,18.91,0.0800,19.725,0.0239,18.9775,0.0478,2.4800,-0.9037,16.2101380681402,2.1142058099824657
26830,298995,3390.278,8753.986,20.467,0.1817,21.21,0.0282,20.7365,0.1224,2.0837,-0.3107,16.160058451687505,2.114216407677668
26836,298992,3080.185,8754.221,20.652,0.2316,21.028999999999996,0.0349,20.6665,0.1027,2.2107,0.1133,16.173849701732923,2.1142272156320123
26837,298994,3281.718,8754.315,21.031,0.2509,21.387999999999998,0.0345,20.790499999999998,0.1381,2.2353,-3.2303,16.16488660917742,2.114231171013003
26838,137944,4223.631,8754.321,21.828,0.7221,22.931999999999995,0.0739,22.2125,0.4391,2.4653,-0.6130,16.122995473452082,2.1142297129948076
26848,299003,4183.767,8754.982,20.898,0.3169,21.922999999999995,0.0392,21.8765,0.3134,2.5447,-2.9003,16.12476840302672,2.114259186438942
26855,137993,3547.609,8755.262,21.526,0.4515,22.693999999999996,0.0666,21.8085,0.2780,2.2050,0.0897,16.153061224571342,2.1142728871540637
26856,137965,3231.777,8755.265,21.781,0.6501,22.424999999999997,0.0578,21.9595,0.2909,2.0867,-2.7207,16.16710771220299,2.114273452890348
26858,299011,3557.913,8755.393,19.423000000000002,0.0833,20.227999999999994,0.0176,19.6585,0.0557,1.9383,0.0557,16.152602958665508,2.1142786930924884
26865,299008,2066.323,8756.208,18.598,0.0505,19.649,0.0205,18.854499999999998,0.0342,1.7847,0.1110,16.218940789790963,2.1143158607386647
26868,299017,2294.375,8756.366,19.097,0.1038,19.36,0.0214,19.2835,0.0688,2.9220,-0.1187,16.20879827134922,2.1143229217117825
26870,299020,3086.113,8756.418,20.91,0.2557,21.495999999999995,0.0427,21.354499999999998,0.1731,2.1773,-0.0350,16.173586054471233,2.1143248536623696
26871,299021,3376.641,8756.419,21.172,0.3250,21.747,0.0387,21.2625,0.1742,2.1703,-0.0897,16.160664948107495,2.114324558878647
26872,299010,3323.158,8756.494,20.974,0.2960,21.120999999999995,0.0277,20.7635,0.1293,2.2550,-1.0817,16.16304358084479,2.1143279627068967
26873,137991,3017.561,8756.533,21.239,0.3379,,0.1089,22.0275,0.3465,1.7667,1.7513,16.176634875299413,2.114330029119478
26881,299022,4078.203,8756.956,18.756,0.0566,19.791999999999994,0.0165,18.973499999999998,0.0394,2.0160,-0.2370,16.129463304724744,2.1143471632796187
26883,138017,3923.363,8757.134,21.903,0.8310,22.580999999999996,0.0681,22.2735,0.4129,2.4010,-2.4190,16.136349737804213,2.1143554067679484
26888,299031,2917.753,8757.434,19.468,0.0884,20.442999999999998,0.0298,19.8675,0.0602,1.8490,0.2793,16.181073793154848,2.1143701563529826
26889,138038,3411.029,8757.468,20.932,0.2612,21.71,0.0299,21.3885,0.1982,2.1123,0.2400,16.159135555697898,2.114371133537449
26899,299027,1116.630,8757.902,18.885,0.0570,19.762,0.0204,19.0395,0.0407,1.9557,-0.0477,16.261177981232485,2.114390275785442
26902,299030,2113.333,8757.985,19.692,0.1185,20.586999999999996,0.0356,19.915499999999998,0.0626,2.1320,-0.4810,16.21685003992974,2.114394851447894
26905,299040,1537.598,8758.180,19.409,0.0784,20.369999999999997,0.0290,19.6675,0.0616,2.0403,-0.6313,16.242455613731817,2.114403160056021
26914,5000825,4175.209,8758.888,,,22.097,0.0472,21.958499999999997,0.3528,1.9955,-1.8175,16.125149007093487,2.11443280552072
26915,138063,3122.446,8758.909,19.646,0.1059,20.486999999999995,0.0288,19.862499999999997,0.0631,1.8767,0.1250,16.171970157496684,2.1144355275319358
26916,5001870,4163.920,8759.035,21.857,1.2363,23.003999999999998,0.0828,22.6355,0.5970,2.7170,-3.7230,16.12565107938057,2.1144393654705063
26918,138116,3015.410,8759.139,20.092,0.1332,20.976999999999997,0.0379,20.2485,0.0898,2.0340,-0.5410,16.17673053793651,2.1144458525426724
26919,138088,3256.973,8759.231,20.769000000000002,0.2622,22.184999999999995,0.0540,21.389499999999998,0.1881,1.9047,-1.1293,16.16598712666926,2.1144496886015025
26920,138064,3552.618,8759.357,21.147000000000002,0.3063,22.515,0.0614,22.1495,0.3223,1.9647,0.1610,16.15283844554575,2.114454878081814
26921,299042,3668.555,8759.415,19.771,0.1062,20.589999999999996,0.0191,19.8875,0.0676,1.9363,-0.4573,16.147682200018014,2.114457264502446
26932,299052,3050.201,8760.284,19.575,0.0978,20.467999999999996,0.0284,19.7765,0.0606,2.0827,-0.6907,16.175183221928737,2.1144967092814233
26934,138089,3663.376,8760.332,21.244,0.3406,21.967999999999996,0.0451,21.6175,0.2375,2.1523,-0.2800,16.147912532200962,2.114498028699612
26939,299050,2338.928,8760.461,18.006,0.0487,18.826,0.0178,18.0735,0.0298,2.5560,-0.2937,16.206816794932116,2.114504920452994
26944,299056,3201.845,8760.759,20.373,0.1785,20.915999999999997,0.0259,20.621499999999997,0.1140,2.1573,-1.0473,16.168438919064823,2.114517663517064
26949,299054,3125.832,8761.123,19.093,0.0618,19.369,0.0139,19.188499999999998,0.0405,1.7610,-0.3650,16.171819564456467,2.1145339234209373
26952,299063,3170.038,8761.352,19.983,0.1274,20.952999999999996,0.0277,20.249499999999998,0.0911,2.1363,-1.3643,16.169853521183423,2.1145440542085123
26955,299059,1219.325,8761.622,18.387,0.0437,19.318999999999996,0.0168,18.5675,0.0303,1.9627,0.1703,16.25661067174059,2.1145557578512535
26956,299064,4099.079,8761.653,21.466,0.4512,22.259,0.0497,21.772499999999997,0.3155,2.4537,-2.1477,16.128534845018176,2.11455587020883
26957,299058,1208.903,8761.764,18.799,0.0587,19.635999999999996,0.0187,18.9025,0.0386,2.0477,0.3540,16.25707418580506,2.114562054329963
26965,299060,1495.921,8762.279,20.395,0.1644,20.875999999999998,0.0385,20.2855,0.0837,2.0377,-0.4990,16.244309184479686,2.11458529439438
26967,299071,4057.626,8762.646,19.153,0.0772,20.08,0.0174,19.3325,0.0487,2.0580,-0.7540,16.13037844483745,2.114600096331129
26970,5000827,3310.579,8762.886,,,22.964999999999996,0.0939,21.862499999999997,0.2927,1.8360,-3.0040,16.163603018772253,2.1146120658356233
26971,5000828,3504.852,8762.918,,,23.296,0.1124,22.6875,0.6233,2.0330,-1.8515,16.154962811931863,2.11461321757084
26973,299070,2468.803,8762.937,18.703,0.0662,19.534,0.0181,18.836499999999997,0.0346,2.1090,-0.2927,16.201040656828503,2.1146149493687347
26974,138136,3275.267,8763.201,21.058,0.3426,22.116,0.0572,21.778499999999998,0.2813,1.8773,-0.6080,16.165173504412195,2.1146261097495382
26977,138175,3225.904,8763.444,22.208000000000002,0.7435,22.415,0.0634,21.3795,0.2124,2.3610,-0.7907,16.167368902450978,2.1146369685335937
26978,299081,2782.467,8763.472,18.835,0.0602,19.861999999999995,0.0220,19.0385,0.0353,1.9257,-0.3803,16.187090577958873,2.1146386025693165
26981,299082,3300.693,8763.801,20.619,0.1982,21.649,0.0290,21.304499999999997,0.2021,2.1413,-0.0847,16.164042693287115,2.114652744721154
26986,299083,3362.394,8763.970,21.129,0.2761,21.589,0.0344,21.1385,0.1684,2.0193,-2.4100,16.16129856772166,2.1146601758615153
26988,138202,3961.359,8764.146,22.047,0.4439,22.498999999999995,0.0620,22.3645,0.5009,2.3447,-2.7530,16.134659870314096,2.114666970307127
26990,299084,3368.353,8764.179,20.18,0.1452,21.137999999999998,0.0267,20.4595,0.1017,2.0220,-0.4903,16.161033543515618,2.114669456715067
26994,299093,3492.706,8764.514,19.338,0.0738,20.047999999999995,0.0157,19.3325,0.0490,1.9117,-0.4450,16.155502997673153,2.1146841687593523
27000,138199,3399.663,8764.673,22.112000000000002,0.6805,21.723,0.0336,21.2345,0.1983,2.3253,-0.9037,16.1596410442141,2.1146913694808305
27002,299091,3097.672,8764.981,21.091,0.3425,21.297999999999995,0.0393,20.932499999999997,0.1473,2.4353,-1.4010,16.173071964925295,2.114705417604192
27003,299095,4160.147,8764.997,20.902,0.2914,21.348999999999997,0.0314,20.737499999999997,0.1541,2.5197,-1.6360,16.125818868583583,2.114704350233993
27004,299090,2169.774,8765.059,20.187,0.1926,20.714,0.0366,20.057499999999997,0.0771,2.4097,-0.8873,16.21433985088721,2.1147092619159387
27005,299092,3255.854,8765.068,20.689,0.2563,21.217,0.0292,20.8985,0.1497,2.0643,-0.0787,16.16603688717556,2.1147091105130777
27006,299096,4309.311,8765.071,18.741,0.0813,19.772,0.0200,19.0525,0.0590,2.7877,-0.3653,16.11918487426488,2.114707274375893
27013,299105,3378.714,8765.393,20.407,0.1714,21.253,0.0295,20.694499999999998,0.1236,2.1017,-0.4593,16.160572740993917,2.1147233979475843
27016,5000831,3358.994,8765.660,,,23.485,0.1697,21.796499999999998,0.3158,1.8780,-4.8570,16.161449779150942,2.1147352910189063
27019,299106,3551.127,8765.757,20.607,0.2084,21.284999999999997,0.0273,20.6005,0.1091,2.0697,-0.2057,16.152904747689153,2.1147393230075897
27022,299101,2530.815,8765.845,21.53,0.4492,21.049999999999997,0.0411,21.054499999999997,0.1685,2.4360,-1.5920,16.198282697533912,2.114744178353714
27023,138243,389.796,8765.916,22.089,0.6756,22.963,0.1259,22.171499999999998,0.3753,2.4447,-2.3470,16.29350359489909,2.1147450070576443
27026,5001881,4016.129,8766.177,20.612000000000002,0.3796,22.006,0.0433,21.3645,0.2155,2.4333,-0.8117,16.132223996659366,2.1147571195768475
27029,299113,2630.289,8766.460,19.302,0.0876,20.101,0.0217,19.4045,0.0464,1.9947,0.2157,16.193858631258642,2.1147714777642905
27030,299115,2768.075,8766.483,20.126,0.1514,20.744999999999997,0.0322,20.1635,0.0847,2.2087,-0.2807,16.187730654636336,2.1147724324156525
27032,299103,3275.073,8766.616,20.52,0.1599,21.384,0.0351,20.7855,0.1191,1.7990,0.1990,16.16518212857798,2.1147778867943368
27035,299117,3460.142,8766.865,20.261,0.1819,20.911,0.0311,20.2915,0.0980,2.1837,-0.5590,16.156951264073317,2.114788705154855
27038,299118,3651.180,8766.930,20.584,0.2223,21.177999999999997,0.0262,20.700499999999998,0.1310,2.3033,0.3693,16.148454933251255,2.114791292047642
27039,299120,4234.741,8766.937,18.462,0.0619,19.491,0.0156,18.7315,0.0402,2.3937,0.0587,16.12250133310281,2.1147903929825316
27040,299116,3073.819,8767.033,20.343,0.1767,20.936999999999998,0.0319,20.4635,0.1082,2.2233,0.4010,16.174132815270806,2.114796640464522
27042,299111,1813.724,8767.110,19.068,0.0737,19.991,0.0215,19.3005,0.0410,1.9690,-0.0020,16.230175031566063,2.1148002708438134
27048,299119,4038.079,8767.340,19.834,0.1193,20.869,0.0259,20.1695,0.0903,2.1640,-1.3387,16.131247778551252,2.1148087602331462
27049,138257,3847.418,8767.349,21.227,0.3561,22.366,0.0604,22.1285,0.3568,2.4080,0.4087,16.139727336775913,2.114809555570328
27051,138220,3335.164,8767.387,20.958000000000002,0.3505,23.001999999999995,0.0978,22.4335,0.5535,2.3500,0.3333,16.16250960605617,2.114812077420413
27055,138283,1545.485,8767.940,19.97,0.1412,20.698999999999998,0.0368,20.1095,0.0815,2.2947,0.3430,16.24210485168457,2.1148369428617353
27057,138252,2372.217,8768.121,18.714,0.0695,19.641999999999996,0.0233,18.8125,0.0401,2.3860,0.0047,16.205336279699075,2.1148453610544955
27065,299130,2098.415,8768.518,17.723,0.0320,18.733999999999995,0.0141,17.906499999999998,0.0197,1.9457,0.3000,16.21751351453609,2.1148629779630856
27069,299131,2348.336,8768.729,18.713,0.0671,19.608999999999995,0.0263,18.7655,0.0388,2.3943,-0.0223,16.20639837763012,2.1148723845180437
27070,299129,1421.712,8768.817,18.872,0.0591,19.829,0.0199,19.0645,0.0343,1.8360,-0.1640,16.247609605142088,2.1148757895408896
27072,299133,3562.767,8768.845,19.119,0.0644,20.073,0.0183,19.2895,0.0472,1.9200,-0.2623,16.15238705925951,2.1148765481289056
27075,138310,4208.713,8769.057,22.209,0.7362,23.156,0.0892,21.999499999999998,0.5054,2.5580,-2.3523,16.123658910680085,2.11488467773876
27081,138307,3106.390,8769.412,21.613,0.4451,22.184999999999995,0.0807,21.415499999999998,0.2218,2.4990,-2.1903,16.172684231354303,2.1149023409485936
27083,299132,3543.187,8769.472,20.898,0.2806,22.082,0.0461,22.1805,0.3681,2.3300,-2.3160,16.1532578702513,2.1149044454968258
27085,299140,1285.611,8769.480,20.642,0.2198,20.893,0.0390,20.4375,0.0949,2.2623,-0.6143,16.253662640427986,2.11490508961703
27090,299148,3927.155,8769.852,21.179000000000002,0.3425,22.064999999999998,0.0449,21.2155,0.1946,2.3220,-1.8793,16.13618106604409,2.1149206395392235
27091,299146,2792.010,8769.912,19.823,0.1122,20.658,0.0312,20.1005,0.0782,2.0153,0.2697,16.18666615328836,2.11492481727071
27094,138337,3459.188,8770.009,20.41,0.1911,21.213,0.0361,20.5415,0.1107,2.0453,-0.6977,16.15699368852872,2.114928438968045
27097,299139,773.862,8770.189,19.594,0.1014,20.370999999999995,0.0275,19.743499999999997,0.0550,2.0153,-0.0780,16.276422452453165,2.114935763781383
27105,138340,4091.656,8770.800,21.169,0.3425,22.793,0.0703,22.246499999999997,0.5486,2.2687,-1.0990,16.128864959970112,2.1149624174992114
27108,299161,3228.909,8770.905,21.1,0.2959,21.735,0.0404,21.1485,0.1840,2.2170,-0.7580,16.16723524824418,2.1149685629253154
27109,138339,4002.631,8770.914,21.649,0.4662,22.226999999999997,0.0468,22.2545,0.4241,2.3070,0.0137,16.1328243042515,2.1149676805716893
27119,299165,2160.958,8771.612,19.12,0.0883,20.028,0.0260,19.3915,0.0521,2.2293,-0.5840,16.2147319401283,2.115000502905438
27124,299168,3568.473,8772.074,19.226,0.0763,20.044999999999995,0.0167,19.412499999999998,0.0464,1.9190,-0.6873,16.15213328260374,2.1150200491990554
27128,299172,1438.732,8772.353,20.330000000000002,0.1801,20.876999999999995,0.0382,20.3965,0.0921,2.2070,-0.9920,16.24685265144611,2.115032963245878
27132,299178,2587.828,8772.678,19.878,0.1257,20.835,0.0371,20.194499999999998,0.0902,2.2397,-0.8253,16.195747065104076,2.11504784756819
27133,138385,3819.094,8772.712,21.045,0.3974,22.489999999999995,0.0585,21.822499999999998,0.3680,2.1523,-0.6670,16.140987024015605,2.1150479642833226
27141,299181,3674.649,8773.067,16.72,0.0228,18.135999999999996,0.0113,17.197499999999998,0.0166,2.3120,0.0483,16.14741115008249,2.1150640054755088
27143,299179,2709.437,8773.136,18.998,0.0653,19.879999999999995,0.0226,19.240499999999997,0.0499,2.1110,0.2643,16.19033855279119,2.115068151184742
27150,299185,2049.344,8773.617,19.999,0.1300,20.78,0.0378,20.3405,0.0912,2.0963,-0.7693,16.21969592925493,2.1150895837883414
27153,299188,3644.360,8773.723,20.576,0.2184,21.250999999999998,0.0319,20.7775,0.1242,2.2273,-0.2513,16.148758238957143,2.1150932127255424
27156,299187,2964.856,8773.844,18.639,0.0502,19.504999999999995,0.0176,18.755499999999998,0.0332,1.9330,0.0200,16.178978894403386,2.1150994475222658
27158,138408,3216.866,8773.972,20.682,0.2172,21.458999999999996,0.0388,21.112499999999997,0.1739,2.1297,0.2113,16.16777085235146,2.1151048871013014
27161,138427,3753.832,8774.262,21.872,0.5386,22.644999999999996,0.0663,22.104499999999998,0.3400,2.1417,-3.6440,16.143889519366677,2.1151169750570458
